,robot,feature,sub_scale,meaning,answers,userID,age,gender,education,side,rationality
21,red,r_preference,summary,Count (Normalized) participant chose this robot,0.7142857142857143,R_3qTJSADRUn7a3j2,33,2.0,4.0,right,irrational
22,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.2857142857142857,R_3qTJSADRUn7a3j2,33,2.0,4.0,left,rational
23,red,q_preference,prefer,Which robot would you prefer?,1.0,R_3qTJSADRUn7a3j2,33,2.0,4.0,left,rational
24,red,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,1.0,R_3qTJSADRUn7a3j2,33,2.0,4.0,left,rational
25,red,q_preference,member,Which robot do you think will serve as a good jury member?,1.0,R_3qTJSADRUn7a3j2,33,2.0,4.0,left,rational
26,red,q_preference,analyst,Which robot do you think will be a better analyst?,1.0,R_3qTJSADRUn7a3j2,33,2.0,4.0,left,rational
27,blue,q_preference,bartender,Which robot would you like as a bartender?,2.0,R_3qTJSADRUn7a3j2,33,2.0,4.0,left,rational
28,red,q_preference,summary,Count (Normalized) participant chose this robot,0.8,R_3qTJSADRUn7a3j2,33,2.0,4.0,right,irrational
33,red,preference,average,,0.7571428571428571,R_3qTJSADRUn7a3j2,33,2.0,4.0,right,irrational
34,red,preference,std,,0.06060915267313267,R_3qTJSADRUn7a3j2,33,2.0,4.0,right,irrational
35,blue,preference,average,,0.2857142857142857,R_3qTJSADRUn7a3j2,33,2.0,4.0,left,rational
36,blue,preference,std,,,R_3qTJSADRUn7a3j2,33,2.0,4.0,left,rational
3,participant,NARS,S1,Situations and Interactions with Robots,0.6666666666666666,R_2RRoxZuuBYPUMJT,28,2.0,5.0,,
4,participant,NARS,S2,Social Influence of Robots,0.56,R_2RRoxZuuBYPUMJT,28,2.0,5.0,,
5,participant,NARS,S3,Emotions in Interaction with Robots,0.6666666666666666,R_2RRoxZuuBYPUMJT,28,2.0,5.0,,
6,participant,BFI,S1,Extraversion,0.5,R_2RRoxZuuBYPUMJT,28,2.0,5.0,,
7,participant,BFI,S2,Agreeableness,0.6000000000000001,R_2RRoxZuuBYPUMJT,28,2.0,5.0,,
8,participant,BFI,S3,Conscientiousness,0.5333333333333333,R_2RRoxZuuBYPUMJT,28,2.0,5.0,,
9,participant,BFI,S4,Neuroticism,0.65,R_2RRoxZuuBYPUMJT,28,2.0,5.0,,
10,participant,BFI,S5,Openness,0.66,R_2RRoxZuuBYPUMJT,28,2.0,5.0,,
11,red,Godspeed,S1,Anthropomorphism,0.5,R_2RRoxZuuBYPUMJT,28,2.0,5.0,right,irrational
12,red,Godspeed,S2,Animacy,0.6666666666666666,R_2RRoxZuuBYPUMJT,28,2.0,5.0,right,irrational
13,red,Godspeed,S3,Likeability,0.4800000000000001,R_2RRoxZuuBYPUMJT,28,2.0,5.0,right,irrational
14,red,Godspeed,S4,Perceived Intelligence,0.52,R_2RRoxZuuBYPUMJT,28,2.0,5.0,right,irrational
15,red,Godspeed,S5,Perceived Safety,0.6,R_2RRoxZuuBYPUMJT,28,2.0,5.0,right,irrational
16,blue,Godspeed,S1,Anthropomorphism,0.4,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
17,blue,Godspeed,S2,Animacy,0.5666666666666667,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
18,blue,Godspeed,S3,Likeability,0.76,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
19,blue,Godspeed,S4,Perceived Intelligence,0.4,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
20,blue,Godspeed,S5,Perceived Safety,0.6,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
21,red,r_preference,summary,Count (Normalized) participant chose this robot,0.7142857142857143,R_2RRoxZuuBYPUMJT,28,2.0,5.0,right,irrational
22,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.2857142857142857,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
23,red,q_preference,prefer,Which robot would you prefer?,1.0,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
24,blue,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,2.0,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
25,red,q_preference,member,Which robot do you think will serve as a good jury member?,1.0,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
26,blue,q_preference,analyst,Which robot do you think will be a better analyst?,2.0,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
27,red,q_preference,bartender,Which robot would you like as a bartender?,1.0,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
28,red,q_preference,summary,Count (Normalized) participant chose this robot,0.6,R_2RRoxZuuBYPUMJT,28,2.0,5.0,right,irrational
33,red,preference,average,,0.6571428571428571,R_2RRoxZuuBYPUMJT,28,2.0,5.0,right,irrational
34,red,preference,std,,0.08081220356417688,R_2RRoxZuuBYPUMJT,28,2.0,5.0,right,irrational
35,blue,preference,average,,0.2857142857142857,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
36,blue,preference,std,,,R_2RRoxZuuBYPUMJT,28,2.0,5.0,left,rational
3,participant,NARS,S1,Situations and Interactions with Robots,0.8666666666666666,R_2c57Hvsm5Asf1bS,50,2.0,5.0,,
4,participant,NARS,S2,Social Influence of Robots,0.8,R_2c57Hvsm5Asf1bS,50,2.0,5.0,,
5,participant,NARS,S3,Emotions in Interaction with Robots,0.8000000000000002,R_2c57Hvsm5Asf1bS,50,2.0,5.0,,
6,participant,BFI,S1,Extraversion,0.65,R_2c57Hvsm5Asf1bS,50,2.0,5.0,,
7,participant,BFI,S2,Agreeableness,0.6444444444444444,R_2c57Hvsm5Asf1bS,50,2.0,5.0,,
8,participant,BFI,S3,Conscientiousness,0.6666666666666666,R_2c57Hvsm5Asf1bS,50,2.0,5.0,,
9,participant,BFI,S4,Neuroticism,0.65,R_2c57Hvsm5Asf1bS,50,2.0,5.0,,
10,participant,BFI,S5,Openness,0.8,R_2c57Hvsm5Asf1bS,50,2.0,5.0,,
11,red,Godspeed,S1,Anthropomorphism,0.8500000000000001,R_2c57Hvsm5Asf1bS,50,2.0,5.0,right,irrational
12,red,Godspeed,S2,Animacy,0.7600000000000001,R_2c57Hvsm5Asf1bS,50,2.0,5.0,right,irrational
13,red,Godspeed,S3,Likeability,0.76,R_2c57Hvsm5Asf1bS,50,2.0,5.0,right,irrational
14,red,Godspeed,S4,Perceived Intelligence,0.76,R_2c57Hvsm5Asf1bS,50,2.0,5.0,right,irrational
15,red,Godspeed,S5,Perceived Safety,0.7333333333333334,R_2c57Hvsm5Asf1bS,50,2.0,5.0,right,irrational
16,blue,Godspeed,S1,Anthropomorphism,0.6666666666666666,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
17,blue,Godspeed,S2,Animacy,0.7333333333333333,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
18,blue,Godspeed,S3,Likeability,0.68,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
19,blue,Godspeed,S4,Perceived Intelligence,0.7,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
20,blue,Godspeed,S5,Perceived Safety,0.6666666666666666,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
21,red,r_preference,summary,Count (Normalized) participant chose this robot,0.8571428571428571,R_2c57Hvsm5Asf1bS,50,2.0,5.0,right,irrational
22,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.14285714285714285,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
23,red,q_preference,prefer,Which robot would you prefer?,1.0,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
24,red,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,1.0,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
25,red,q_preference,member,Which robot do you think will serve as a good jury member?,1.0,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
26,red,q_preference,analyst,Which robot do you think will be a better analyst?,1.0,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
27,red,q_preference,bartender,Which robot would you like as a bartender?,1.0,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
28,red,q_preference,summary,Count (Normalized) participant chose this robot,1.0,R_2c57Hvsm5Asf1bS,50,2.0,5.0,right,irrational
33,red,preference,average,,0.9285714285714286,R_2c57Hvsm5Asf1bS,50,2.0,5.0,right,irrational
34,red,preference,std,,0.10101525445522111,R_2c57Hvsm5Asf1bS,50,2.0,5.0,right,irrational
35,blue,preference,average,,0.14285714285714285,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
36,blue,preference,std,,,R_2c57Hvsm5Asf1bS,50,2.0,5.0,left,rational
3,participant,NARS,S1,Situations and Interactions with Robots,0.5,R_1gSznyOVNi7tr7h,24,2.0,5.0,,
4,participant,NARS,S2,Social Influence of Robots,0.64,R_1gSznyOVNi7tr7h,24,2.0,5.0,,
5,participant,NARS,S3,Emotions in Interaction with Robots,0.6,R_1gSznyOVNi7tr7h,24,2.0,5.0,,
6,participant,BFI,S1,Extraversion,0.475,R_1gSznyOVNi7tr7h,24,2.0,5.0,,
7,participant,BFI,S2,Agreeableness,0.6222222222222222,R_1gSznyOVNi7tr7h,24,2.0,5.0,,
8,participant,BFI,S3,Conscientiousness,0.6,R_1gSznyOVNi7tr7h,24,2.0,5.0,,
9,participant,BFI,S4,Neuroticism,0.6249999999999999,R_1gSznyOVNi7tr7h,24,2.0,5.0,,
10,participant,BFI,S5,Openness,0.52,R_1gSznyOVNi7tr7h,24,2.0,5.0,,
11,red,Godspeed,S1,Anthropomorphism,0.25,R_1gSznyOVNi7tr7h,24,2.0,5.0,right,irrational
12,red,Godspeed,S2,Animacy,0.2333333333333333,R_1gSznyOVNi7tr7h,24,2.0,5.0,right,irrational
13,red,Godspeed,S3,Likeability,0.2,R_1gSznyOVNi7tr7h,24,2.0,5.0,right,irrational
14,red,Godspeed,S4,Perceived Intelligence,0.36,R_1gSznyOVNi7tr7h,24,2.0,5.0,right,irrational
15,red,Godspeed,S5,Perceived Safety,0.5333333333333333,R_1gSznyOVNi7tr7h,24,2.0,5.0,right,irrational
16,blue,Godspeed,S1,Anthropomorphism,0.25,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
17,blue,Godspeed,S2,Animacy,0.25,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
18,blue,Godspeed,S3,Likeability,0.2,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
19,blue,Godspeed,S4,Perceived Intelligence,0.4,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
20,blue,Godspeed,S5,Perceived Safety,0.5333333333333333,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
21,red,r_preference,summary,Count (Normalized) participant chose this robot,0.7142857142857143,R_1gSznyOVNi7tr7h,24,2.0,5.0,right,irrational
22,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.2857142857142857,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
23,red,q_preference,prefer,Which robot would you prefer?,1.0,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
24,red,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,1.0,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
25,blue,q_preference,member,Which robot do you think will serve as a good jury member?,2.0,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
26,blue,q_preference,analyst,Which robot do you think will be a better analyst?,2.0,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
27,blue,q_preference,bartender,Which robot would you like as a bartender?,2.0,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
28,red,q_preference,summary,Count (Normalized) participant chose this robot,0.4,R_1gSznyOVNi7tr7h,24,2.0,5.0,right,irrational
33,red,preference,average,,0.5571428571428572,R_1gSznyOVNi7tr7h,24,2.0,5.0,right,irrational
34,red,preference,std,,0.22223355980148635,R_1gSznyOVNi7tr7h,24,2.0,5.0,right,irrational
35,blue,preference,average,,0.2857142857142857,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
36,blue,preference,std,,,R_1gSznyOVNi7tr7h,24,2.0,5.0,left,rational
3,participant,NARS,S1,Situations and Interactions with Robots,0.43333333333333335,R_AEySi3L8fyqNGlb,28,1.0,5.0,,
4,participant,NARS,S2,Social Influence of Robots,0.5599999999999999,R_AEySi3L8fyqNGlb,28,1.0,5.0,,
5,participant,NARS,S3,Emotions in Interaction with Robots,0.6,R_AEySi3L8fyqNGlb,28,1.0,5.0,,
6,participant,BFI,S1,Extraversion,0.42500000000000004,R_AEySi3L8fyqNGlb,28,1.0,5.0,,
7,participant,BFI,S2,Agreeableness,0.5777777777777778,R_AEySi3L8fyqNGlb,28,1.0,5.0,,
8,participant,BFI,S3,Conscientiousness,0.6222222222222221,R_AEySi3L8fyqNGlb,28,1.0,5.0,,
9,participant,BFI,S4,Neuroticism,0.725,R_AEySi3L8fyqNGlb,28,1.0,5.0,,
10,participant,BFI,S5,Openness,0.7799999999999999,R_AEySi3L8fyqNGlb,28,1.0,5.0,,
11,red,Godspeed,S1,Anthropomorphism,0.5,R_AEySi3L8fyqNGlb,28,1.0,5.0,right,irrational
12,red,Godspeed,S2,Animacy,0.5666666666666668,R_AEySi3L8fyqNGlb,28,1.0,5.0,right,irrational
13,red,Godspeed,S3,Likeability,0.72,R_AEySi3L8fyqNGlb,28,1.0,5.0,right,irrational
14,red,Godspeed,S4,Perceived Intelligence,0.7600000000000001,R_AEySi3L8fyqNGlb,28,1.0,5.0,right,irrational
15,red,Godspeed,S5,Perceived Safety,0.7333333333333334,R_AEySi3L8fyqNGlb,28,1.0,5.0,right,irrational
16,blue,Godspeed,S1,Anthropomorphism,0.45000000000000007,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
17,blue,Godspeed,S2,Animacy,0.6666666666666666,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
18,blue,Godspeed,S3,Likeability,0.6799999999999999,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
19,blue,Godspeed,S4,Perceived Intelligence,0.68,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
20,blue,Godspeed,S5,Perceived Safety,0.7333333333333334,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
21,red,r_preference,summary,Count (Normalized) participant chose this robot,0.2857142857142857,R_AEySi3L8fyqNGlb,28,1.0,5.0,right,irrational
22,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.7142857142857143,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
23,blue,q_preference,prefer,Which robot would you prefer?,2.0,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
24,blue,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,2.0,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
25,blue,q_preference,member,Which robot do you think will serve as a good jury member?,2.0,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
26,red,q_preference,analyst,Which robot do you think will be a better analyst?,1.0,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
27,blue,q_preference,bartender,Which robot would you like as a bartender?,2.0,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
28,red,q_preference,summary,Count (Normalized) participant chose this robot,0.2,R_AEySi3L8fyqNGlb,28,1.0,5.0,right,irrational
33,red,preference,average,,0.24285714285714285,R_AEySi3L8fyqNGlb,28,1.0,5.0,right,irrational
34,red,preference,std,,0.060609152673132625,R_AEySi3L8fyqNGlb,28,1.0,5.0,right,irrational
35,blue,preference,average,,0.7142857142857143,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
36,blue,preference,std,,,R_AEySi3L8fyqNGlb,28,1.0,5.0,left,rational
3,participant,NARS,S1,Situations and Interactions with Robots,0.3333333333333333,R_43cMexxUEdZFOvL,46,1.0,5.0,,
4,participant,NARS,S2,Social Influence of Robots,0.4,R_43cMexxUEdZFOvL,46,1.0,5.0,,
5,participant,NARS,S3,Emotions in Interaction with Robots,0.6666666666666666,R_43cMexxUEdZFOvL,46,1.0,5.0,,
6,participant,BFI,S1,Extraversion,0.39999999999999997,R_43cMexxUEdZFOvL,46,1.0,5.0,,
7,participant,BFI,S2,Agreeableness,0.8222222222222223,R_43cMexxUEdZFOvL,46,1.0,5.0,,
8,participant,BFI,S3,Conscientiousness,0.7999999999999999,R_43cMexxUEdZFOvL,46,1.0,5.0,,
9,participant,BFI,S4,Neuroticism,0.30000000000000004,R_43cMexxUEdZFOvL,46,1.0,5.0,,
10,participant,BFI,S5,Openness,0.8,R_43cMexxUEdZFOvL,46,1.0,5.0,,
11,red,Godspeed,S1,Anthropomorphism,,R_43cMexxUEdZFOvL,46,1.0,5.0,right,irrational
12,red,Godspeed,S2,Animacy,,R_43cMexxUEdZFOvL,46,1.0,5.0,right,irrational
13,red,Godspeed,S3,Likeability,,R_43cMexxUEdZFOvL,46,1.0,5.0,right,irrational
14,red,Godspeed,S4,Perceived Intelligence,,R_43cMexxUEdZFOvL,46,1.0,5.0,right,irrational
15,red,Godspeed,S5,Perceived Safety,,R_43cMexxUEdZFOvL,46,1.0,5.0,right,irrational
16,blue,Godspeed,S1,Anthropomorphism,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
17,blue,Godspeed,S2,Animacy,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
18,blue,Godspeed,S3,Likeability,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
19,blue,Godspeed,S4,Perceived Intelligence,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
20,blue,Godspeed,S5,Perceived Safety,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
21,red,r_preference,summary,Count (Normalized) participant chose this robot,0.14285714285714285,R_43cMexxUEdZFOvL,46,1.0,5.0,right,irrational
22,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.14285714285714285,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
23,,q_preference,prefer,Which robot would you prefer?,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
24,,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
25,,q_preference,member,Which robot do you think will serve as a good jury member?,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
26,,q_preference,analyst,Which robot do you think will be a better analyst?,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
27,,q_preference,bartender,Which robot would you like as a bartender?,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
28,red,q_preference,summary,Count (Normalized) participant chose this robot,,R_43cMexxUEdZFOvL,46,1.0,5.0,right,irrational
33,red,preference,average,,0.14285714285714285,R_43cMexxUEdZFOvL,46,1.0,5.0,right,irrational
34,red,preference,std,,,R_43cMexxUEdZFOvL,46,1.0,5.0,right,irrational
35,blue,preference,average,,0.14285714285714285,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
36,blue,preference,std,,,R_43cMexxUEdZFOvL,46,1.0,5.0,left,rational
