,robot,feature,sub_scale,meaning,answers,userID,age,gender,education,side,rationality
20,blue,Godspeed,S5,Perceived Safety,0.39999999999999997,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,right,rational
21,red,r_preference,summary,Count (Normalized) participant chose this robot,0.7142857142857143,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,left,irrational
22,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.2857142857142857,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,right,rational
23,,q_preference,prefer,Which robot would you prefer?,blue,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,,
24,,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,blue,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,,
25,,q_preference,member,Which robot do you think will serve as a good jury member?,red,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,,
26,,q_preference,analyst,Which robot do you think will be a better analyst?,blue,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,,
27,,q_preference,bartender,Which robot would you like as a bartender?,red,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,,
28,blue,q_preference,summary,Count (Normalized) participant chose this robot,0.6,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,right,rational
29,red,q_preference,summary,Count (Normalized) participant chose this robot,0.4,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,left,irrational
34,red,preference,average,,0.5571428571428572,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,left,irrational
35,red,preference,std,,0.22223355980148635,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,left,irrational
36,blue,preference,average,,0.44285714285714284,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,right,rational
37,blue,preference,std,,0.22223355980148635,R_aXocArydFBAUV93,Natoque ligula vel pede pede. Accumsan dapibus ridiculus dictumst iaculis ac. Consectetuer sodales. Facilisis.,1.0,1.0,right,rational
3,participant,NARS,S1,Situations and Interactions with Robots,0.3666666666666667,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
4,participant,NARS,S2,Social Influence of Robots,0.52,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
5,participant,NARS,S3,Emotions in Interaction with Robots,0.6666666666666666,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
6,participant,BFI,S1,Extraversion,0.6500000000000001,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
7,participant,BFI,S2,Agreeableness,0.5777777777777778,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
8,participant,BFI,S3,Conscientiousness,0.6,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
9,participant,BFI,S4,Neuroticism,0.5000000000000001,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
10,participant,BFI,S5,Openness,0.58,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
11,red,Godspeed,S1,Anthropomorphism,0.6,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,left,irrational
12,red,Godspeed,S2,Animacy,0.43333333333333335,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,left,irrational
13,red,Godspeed,S3,Likeability,0.64,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,left,irrational
14,red,Godspeed,S4,Perceived Intelligence,0.6,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,left,irrational
15,red,Godspeed,S5,Perceived Safety,0.4666666666666666,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,left,irrational
16,blue,Godspeed,S1,Anthropomorphism,0.6,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,right,rational
17,blue,Godspeed,S2,Animacy,0.46666666666666673,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,right,rational
18,blue,Godspeed,S3,Likeability,0.6,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,right,rational
19,blue,Godspeed,S4,Perceived Intelligence,0.8,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,right,rational
20,blue,Godspeed,S5,Perceived Safety,0.6666666666666666,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,right,rational
21,red,r_preference,summary,Count (Normalized) participant chose this robot,0.2857142857142857,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,left,irrational
22,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.7142857142857143,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,right,rational
23,,q_preference,prefer,Which robot would you prefer?,blue,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
24,,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,blue,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
25,,q_preference,member,Which robot do you think will serve as a good jury member?,red,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
26,,q_preference,analyst,Which robot do you think will be a better analyst?,red,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
27,,q_preference,bartender,Which robot would you like as a bartender?,red,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,,
28,blue,q_preference,summary,Count (Normalized) participant chose this robot,0.4,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,right,rational
29,red,q_preference,summary,Count (Normalized) participant chose this robot,0.6,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,left,irrational
34,red,preference,average,,0.44285714285714284,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,left,irrational
35,red,preference,std,,0.22223355980148635,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,left,irrational
36,blue,preference,average,,0.5571428571428572,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,right,rational
37,blue,preference,std,,0.22223355980148635,R_8I0n9aHbDCurhop,A. Pellentesque scelerisque natoque vivamus per dui non faucibus rhoncus primis.,5.0,5.0,right,rational
