StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q7_29,Q7_30,Q7_31,Q7_32,Q7_33,Q7_34,Q7_35,Q7_36,Q7_37,Q7_38,Q7_39,Q7_40,Q7_41,Q7_42,Q7_43,Q7_44,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9_1,Q9_2,Q9_3,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q11_1,Q11_2,Q11_3,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14_1,Q14_2,Q14_3,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16_1,Q16_2,Q16_3,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q18_1,Q18_2,Q18_3,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20_1,Q20_2,Q20_3,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22_1,Q22_2,Q22_3,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,survey_code
2019-04-08 00:39:51,2019-04-08 00:43:56,0,72.220.195.220,100,245,1,2019-04-08 00:43:57,R_1KwKIkK4DQxcAap,,,,,32.7404937744140625,-117.09349822998046875,anonymous,EN,1,2,37,2,1,1,5,1,3,5,3,1,5,5,5,1,5,1,5,4,3,1,1,1,5,1,1,5,4,4,1,5,1,3,3,3,5,5,5,1,1,5,1,5,3,3,1,1,1.578,44.588,45.221,51,2,3,1,9.772,20.06,23.428,5,1,2,3,15.276,21.403,22.673,7,3,2,3,1,36.262,50.637,51.8,8,2,3,1,22.266,25.037,26.499,3,1,3,2,10.961,13.059,16.608,3,3,1,2,12.888,14.917,16.174,5,3,1,2,8.43,16.415,18.483,8,35699311
2019-04-08 00:40:04,2019-04-08 00:44:15,0,107.175.116.163,100,251,1,2019-04-08 00:44:16,R_25MytFQBaUytUmC,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,1,1,39,5,5,5,4,3,5,5,4,5,5,4,5,5,4,4,5,4,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,4,5,5,4,5,4,4.696,65.081,66.534,44,1,3,2,3.952,11.569,16.575,5,3,2,1,31.054,33.093,34.823,3,3,2,1,3,11.944,35.736,37.884,8,2,3,1,11.76,18.789,20.869,3,2,3,1,7.875,11.192,13.407,3,3,1,2,2.622,6.452,8.197,3,1,2,3,4.737,9.013,11.731,3,74161328
2019-04-08 00:41:05,2019-04-08 00:44:22,0,71.193.162.104,100,197,1,2019-04-08 00:44:23,R_2UWcDuYo0zgiSzf,,,,,46.147796630859375,-122.971099853515625,anonymous,EN,1,2,39,4,3,2,2,3,3,2,2,3,4,3,4,3,3,4,4,4,3,3,2,3,4,3,3,4,4,3,3,3,3,4,4,4,3,3,4,4,4,4,4,3,2,4,3,3,1.763,61.385,63.73,51,1,3,2,25.619,31.093,32.241,5,,3,2,4.322,5.869,7.27,3,3,3,2,1,6.439,7.877,9.053,3,2,3,1,1.842,3.432,4.338,3,3,2,1,2.003,4.576,10.414,3,3,1,2,5.7,22.353,23.766,4,2,1,3,5.024,6.38,7.182,3,76004169
2019-04-08 00:40:00,2019-04-08 00:44:26,0,106.51.153.173,100,265,1,2019-04-08 00:44:26,R_3gRdPMQNVU8qAl0,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,1,2,49,5,4,5,4,3,3,2,4,5,4,3,2,3,5,3,4,5,4,3,2,3,4,5,4,3,2,3,4,5,3,4,5,4,3,4,5,4,4,5,5,4,3,4,4,4,2.769,31.554,34.913,49,3,2,1,5.359,61.697,74.259,8,1,3,2,2.297,4.122,8.206,5,3,3,2,1,1.21,2.522,3.526,4,1,3,2,1.146,2.331,3.439,3,3,2,1,1.698,2.719,3.491,3,3,1,2,1.35,4.469,5.241,5,3,1,2,72.803,76.092,77.184,5,68037710
2019-04-08 00:39:42,2019-04-08 00:44:35,0,98.213.254.231,100,292,1,2019-04-08 00:44:36,R_3elCNs3I5nwLDSa,,,,,42.273895263671875,-89.04740142822265625,anonymous,EN,1,2,55,5,1,4,5,2,2,5,4,4,1,5,2,1,5,5,5,2,2,4,5,2,5,5,4,5,4,4,5,5,4,2,5,4,4,4,2,1,2,5,5,4,4,4,2,4,2.955,79.978,80.906,44,3,1,2,20.777,45.169,46.077,3,1,3,2,29.796,36.229,37.463,3,3,1,3,2,12.283,22.117,25.565,3,1,3,2,13.736,16.2,17.234,3,2,1,3,14.414,15.598,16.545,3,3,1,2,12.683,14.802,15.725,3,1,2,3,12.212,14.508,15.26,3,24701749
2019-04-08 00:41:34,2019-04-08 00:44:39,0,192.157.195.117,100,185,1,2019-04-08 00:44:40,R_2RQttzGHEfMN8ha,,,,,38.25390625,-85.76000213623046875,anonymous,EN,1,2,25,5,4,5,3,4,5,4,4,3,4,5,5,4,3,3,4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,4,5,4,3,4,5,7.608,45.447,46.816,46,1,3,2,2.327,20.634,22.626,10,1,2,3,2.233,7.561,9.377,7,5,2,1,3,5.218,6.459,8.051,3,2,3,1,1.737,2.784,4.032,3,3,2,1,3.375,6.591,8,3,1,2,3,10.606,14.694,17.072,5,3,1,2,2.993,6.521,7.959,3,39978260
2019-04-08 00:42:41,2019-04-08 00:44:59,0,190.112.193.235,100,137,1,2019-04-08 00:44:59,R_2XiVGST9bk6ky85,,,,,25.763397216796875,-80.1885986328125,anonymous,EN,1,1,38,5,3,4,2,4,3,4,3,2,4,4,3,4,3,2,4,3,4,4,3,2,3,3,4,4,3,2,4,3,4,3,2,4,2,3,2,4,3,3,2,4,2,2,2,3,0.992,42.919,44.074,46,2,1,3,2.095,8.537,10.333,4,3,1,2,2.007,3.936,5.144,3,2,1,2,3,6.868,10.106,11.142,5,2,3,1,8.156,9.325,10.513,3,2,1,3,1.363,3.931,4.996,4,1,2,3,1.366,4.581,6.038,4,3,1,2,1.558,3.742,4.801,3,60171492
2019-04-08 00:40:20,2019-04-08 00:45:05,0,75.109.147.138,100,285,1,2019-04-08 00:45:06,R_1LNX7AOPzhikQqw,,,,,35.62060546875,-77.39440155029296875,anonymous,EN,1,1,33,5,4,1,4,1,4,1,5,1,4,5,4,1,5,1,4,4,5,1,3,5,1,5,1,5,5,1,1,4,3,5,1,4,4,4,1,5,1,4,1,5,1,4,1,4,3.6,81.04,82.519,46,2,1,3,26.881,50,51.272,8,3,2,1,32.161,33.609,34.68,3,3,3,2,1,19.677,23.773,24.942,3,1,2,3,14.848,20.144,21.016,3,3,2,1,8.54,9.596,11.228,3,2,1,3,15.866,16.994,18.089,3,3,1,2,11.725,14.453,15.612,3,91658542
2019-04-08 00:40:15,2019-04-08 00:45:09,0,190.112.192.220,100,294,1,2019-04-08 00:45:10,R_w6LahQiilrVCBY5,,,,,25.763397216796875,-80.1885986328125,anonymous,EN,1,2,25,5,4,3,4,2,3,5,2,2,3,2,4,3,4,2,4,2,4,1,3,2,3,2,5,2,3,2,4,1,3,4,2,3,4,2,4,1,4,2,4,1,3,4,2,3,12.411,108.014,108.75,45,2,3,1,3.258,4.607,5.836,3,,2,3,3.721,10.441,11.342,5,5,3,1,2,3.952,6.342,7.985,3,2,1,3,10.94,16.432,17.637,6,2,1,3,20.351,22.191,23.295,3,3,1,2,6.042,9.237,10.228,4,1,3,2,24.482,30.227,31.679,4,10326953
2019-04-08 00:42:29,2019-04-08 00:45:10,0,161.129.70.34,100,161,1,2019-04-08 00:45:11,R_3EcJ37OAnnZXyj3,,,,,33.7552947998046875,-84.38860321044921875,anonymous,EN,1,1,35,6,4,5,5,4,4,5,4,3,3,4,5,5,4,3,3,5,4,3,4,4,5,4,3,3,4,4,5,5,4,3,4,5,5,4,3,5,5,4,3,4,5,5,4,3,1.259,31.887,33.195,50,2,3,1,6.356,9.516,10.965,3,3,2,1,1.831,2.513,3.835,3,3,1,3,2,6.48,9.478,10.179,4,2,3,1,5.421,9.941,11.099,5,2,3,1,2.271,2.958,4.531,3,3,1,2,5.1,5.917,6.925,3,2,3,1,1.193,1.983,3.284,3,85400017
2019-04-08 00:40:17,2019-04-08 00:45:09,0,71.255.186.37,100,292,1,2019-04-08 00:45:11,R_1EjkVoMUCdxAIHY,,,,,38.9394073486328125,-76.33709716796875,anonymous,EN,1,1,24,5,2,1,4,2,4,4,4,2,2,4,2,1,5,2,2,2,4,2,4,2,4,4,2,2,2,1,1,4,2,4,4,5,4,2,4,2,1,4,4,2,2,4,2,2,2.27,89.13,90.379,44,3,1,2,26.429,31.42,32.475,3,1,3,2,32.043,33.887,34.751,3,3,2,3,1,11.768,14.01,15.056,3,2,1,3,13.7,17.164,19.25,3,2,3,1,7.123,9.675,10.474,3,2,1,3,12.282,14.122,14.94,3,2,1,3,18.251,22.147,23.023,3,61099347
