,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Gender,Age,Education,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q7_29,Q7_30,Q7_31,Q7_32,Q7_33,Q7_34,Q7_35,Q7_36,Q7_37,Q7_38,Q7_39,Q7_40,Q7_41,Q7_42,Q7_43,Q7_44,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,survey_code,rational_position,irrational_position
10,13/01/2019 4:58,13/01/2019 5:08,0,24.254.197.208,100,600,1,13/01/2019 5:08,R_DH14aU0IuC60wIp,,,,,36.92019653,-76.21600342,anonymous,EN,1,2,44,3,4,2,5,2,5,5,5,1,4,5,4,1,5,2,4,4,4,2,2,4,3,5,1,4,4,4,1,5,2,5,4,5,5,5,4,5,1,5,1,4,1,5,2,4,7.437,170.826,172.388,47,ci,100.363,109.748,118.042,4,r,38.212,38.212,45.665,1,2,r,38.966,38.966,42.781,1,r,22.011,22.011,25.915,1,di,26.729,28.78,30.763,2,r,27.4,32.959,34.932,3,r,24.546,24.546,25.894,1,15514016,r,l
11,13/01/2019 5:01,13/01/2019 5:10,0,66.168.205.54,100,591,1,13/01/2019 5:10,R_w7DGoa9Qwfhz1Kx,,,,,34.040802,-84.3859024,anonymous,EN,1,1,52,4,2,2,5,2,4,5,5,2,4,5,2,1,5,2,2,2,4,2,5,4,4,4,1,4,4,2,1,5,2,4,4,5,5,4,5,2,1,4,4,4,1,5,2,2,2.6,116.611,117.853,49,ci,59.083,59.083,76.172,1,r,127.71,127.71,143.901,1,2,di,17.15,75.128,76.395,3,r,22.839,22.839,24.662,1,di,12.633,12.633,13.542,1,di,57.094,60.384,63.37,2,r,22.85,22.85,24.3,1,16160871,r,l
12,13/01/2019 5:02,13/01/2019 5:11,0,75.137.152.180,100,515,1,13/01/2019 5:11,R_1rcRfwKAhulSUps,,,,,32.90150452,-84.33239746,anonymous,EN,1,2,27,3,1,2,4,4,4,5,4,1,4,4,3,1,4,4,3,2,4,2,1,3,5,2,3,4,4,3,4,3,2,4,4,4,4,4,4,2,2,4,2,4,1,3,2,4,2.797,132.356,134.211,50,ci,75.169,77.36,77.807,3,ci,51.597,51.597,64.718,1,2,r,5.85,59.236,64.22,4,r,37.08,37.08,50.429,1,di,11.923,11.923,14.886,1,di,54.04,54.04,62.373,1,r,20.344,20.344,21.794,1,25573272,r,l
13,13/01/2019 5:03,13/01/2019 5:13,0,208.163.189.158,100,589,1,13/01/2019 5:13,R_2TKIfNTFggHcmdD,,,,,34.94569397,-92.03179932,anonymous,EN,1,2,44,2,1,2,5,1,5,4,4,2,5,4,4,1,5,2,5,4,4,4,1,4,5,4,1,5,4,4,4,5,4,2,4,4,5,5,4,1,4,5,2,3,4,4,2,1,316.197,387.16,388.099,110,r,2.34,19.182,20.364,9,r,4.746,25.221,25.96,11,2,di,2.847,23.094,23.718,4,ci,6.078,12.114,17.37,7,di,2.303,23.691,24.787,5,r,2.343,19.841,20.454,4,r,2.299,12.242,13.333,7,95406070,r,l
14,13/01/2019 5:11,13/01/2019 5:17,0,208.104.183.191,100,405,1,13/01/2019 5:17,R_AhxSO5LldqlFS01,,,,,35.22079468,-82.74040222,anonymous,EN,1,2,63,6,2,2,5,2,5,4,4,1,4,5,3,1,5,2,4,3,4,2,2,5,2,4,1,4,5,3,1,5,4,3,4,4,4,4,1,2,1,5,1,5,3,4,2,1,3.637,145.034,146.631,51,ci,41.85,41.85,52.553,1,r,22.081,22.081,35.801,1,2,r,29.217,38.804,55.093,3,r,10.141,10.141,14.233,1,r,11.531,11.531,19.934,1,r,7.891,7.891,17.949,1,r,9.896,9.896,19.995,1,72742077,r,l
15,13/01/2019 5:16,13/01/2019 5:22,0,24.20.124.0,100,358,1,13/01/2019 5:22,R_2YRQD8SIfPWL7Gg,,,,,45.49850464,-122.7787018,anonymous,EN,1,2,30,2,1,2,4,3,3,5,3,4,4,5,1,1,4,3,3,1,2,2,3,3,5,2,3,4,3,1,5,4,2,4,5,4,4,4,4,1,2,4,2,4,4,4,2,3,24.902,78.783,79.704,45,r,46.76,46.76,51.057,1,r,25.595,25.595,38.287,1,2,r,25.362,69.484,70.501,4,r,13.502,24.781,30.363,3,r,8.22,10.764,17.642,3,di,19.541,19.985,26.736,2,r,10.669,10.669,15.022,1,52310942,r,l
16,13/01/2019 5:26,13/01/2019 5:35,0,98.235.134.55,100,524,1,13/01/2019 5:35,R_20VhHHOT0xOWMkA,,,,,40.27819824,-76.70939636,anonymous,EN,1,2,46,2,1,1,4,5,4,5,3,4,3,4,1,1,4,4,4,1,3,4,5,4,5,3,4,3,4,1,4,4,5,3,5,3,4,3,5,1,5,4,4,4,4,3,4,3,57.173,285.894,286.855,47,ci,122.716,125.939,126.46,4,ci,21.194,21.194,25.142,1,2,r,8.782,8.782,13.84,1,ci,9.339,9.339,13.338,1,r,7.858,7.858,9.324,1,di,16.628,16.628,18.689,1,di,10.663,10.663,13.943,1,96711841,r,l
17,13/01/2019 5:58,13/01/2019 6:05,0,73.130.18.124,100,421,1,13/01/2019 6:05,R_Y5n2F9TzmFKiAvv,,,,,40.38859558,-75.93280029,anonymous,EN,1,2,34,2,2,2,5,1,4,4,4,1,5,3,3,1,5,1,3,4,4,1,1,3,4,5,1,5,3,2,1,4,1,3,3,5,5,5,4,3,1,4,1,4,3,4,1,2,7.808,83.256,84.101,54,ci,65.714,65.714,66.383,1,r,31.132,31.51,33.227,2,2,r,67.431,67.848,68.561,2,r,41.752,41.752,49.233,1,r,29.955,29.955,30.566,1,di,26.585,29.179,30.299,3,r,22.5,22.5,26.731,1,44181967,r,l
18,13/01/2019 6:00,13/01/2019 6:05,0,66.24.228.221,100,255,1,13/01/2019 6:05,R_2WNBvYX2flDCnSV,,,,,42.09280396,-79.2440033,anonymous,EN,1,1,31,4,1,1,5,5,1,5,1,1,1,1,1,1,5,5,1,1,1,1,5,5,5,1,1,1,1,1,1,5,5,3,5,1,5,1,5,1,1,5,5,1,3,1,1,3,3.092,31.847,46.805,4,r,64.652,64.652,66.579,1,r,16.015,16.015,17.199,1,2,r,39.732,39.732,41.289,1,ci,14.426,14.426,15.907,1,r,16.595,16.595,17.756,1,r,5.21,5.21,6.264,1,r,6.502,6.502,7.272,1,59236988,r,l
19,13/01/2019 6:15,13/01/2019 6:28,0,199.241.125.88,100,747,1,13/01/2019 6:28,R_1giLkDZfsD3LAjR,,,,,44.97419739,-93.25849915,anonymous,EN,1,2,32,6,2,1,5,1,5,2,5,1,5,2,5,1,5,1,4,5,5,1,1,5,2,5,1,5,5,1,1,4,1,5,1,5,5,5,1,5,1,5,1,5,5,5,1,5,4.86,178.012,178.702,123,r,1.029,78.599,79.718,3,r,43.241,43.471,44.215,2,2,r,87.706,103.782,104.202,8,r,70.574,73.338,74.3,8,r,84.112,84.452,85.323,2,r,48.214,53.562,54.579,4,r,38.351,38.597,45.571,2,77790543,r,l
20,2019-01-13 04:56:12,2019-01-13 05:03:40,0,75.138.15.239,100,447,1,2019-01-13 05:03:40,R_2yftFl7D9Fmiiie,,,,,34.3448944091796875,-86.27519989013671875,anonymous,EN,1,1,36,3,2,4,2,4,5,4,2,4,1,5,1,4,2,5,5,2,2,5,5,5,4,2,4,1,5,2,4,2,5,5,4,2,2,1,4,2,4,2,5,5,1,3,4,5,2.009,120.455,121.443,44,ci,63.313,65.201,66.52,2,r,14.371,24.483,30.025,2,2,di,102.679,102.679,105.566,1,ci,13.867,13.867,15.181,1,r,7.371,7.371,8.737,1,r,10.798,10.798,12.222,1,r,15.519,15.519,17.509,1,98568577,l,r
21,2019-01-13 04:58:40,2019-01-13 05:03:44,0,67.211.155.18,100,303,1,2019-01-13 05:03:44,R_tVW66bBkfwvk2yd,,,,,37.35150146484375,-79.9051971435546875,anonymous,EN,1,1,43,6,3,4,4,2,5,4,4,4,3,5,2,1,4,2,4,3,4,2,4,4,5,5,4,4,2,2,3,2,3,4,4,4,4,4,2,2,3,3,2,3,1,4,3,3,4.535,94.682,95.54,100,r,41.6,42.704,43.488,3,r,20.178,21.421,22.095,3,2,r,11.355,34.267,35.061,4,r,7.921,13.469,14.305,4,di,8.636,9.551,10.165,3,di,18.97,19.696,20.398,3,r,18.582,19.424,19.801,3,56974910,l,r
22,2019-01-13 05:00:22,2019-01-13 05:03:44,0,72.68.90.192,100,201,1,2019-01-13 05:03:44,R_0DRvrYckHXpl7Ff,,,,,40.8502960205078125,-73.9745025634765625,anonymous,EN,1,2,35,6,2,4,4,3,3,4,2,2,2,4,3,3,4,4,3,1,2,2,5,4,4,1,2,3,3,3,4,4,4,4,4,2,4,3,3,2,3,4,3,4,2,3,2,3,2.451,44.188,44.938,137,r,5.566,6.394,9.036,4,r,1.853,8.533,9.055,7,2,di,2.223,19.972,20.019,6,r,3.671,22.371,22.41,8,r,36.189,37.22,38.184,3,r,20.831,25.155,25.189,7,r,6.674,11.712,11.752,8,62367316,l,r
23,2019-01-13 04:56:24,2019-01-13 05:03:49,0,24.163.96.64,100,445,1,2019-01-13 05:03:50,R_1mgUSP47MEST04a,,,,,35.5800018310546875,-78.790802001953125,anonymous,EN,1,1,47,2,4,2,5,1,4,3,4,1,4,5,4,1,5,2,4,5,4,2,2,4,5,4,2,4,4,2,1,4,2,4,3,5,4,3,2,4,1,4,2,4,4,3,2,3,6.721,178.037,178.768,48,ci,55.507,55.507,57.703,1,ci,25.259,25.259,26.542,1,2,r,36.816,41.946,42.98,2,r,25.059,25.059,26.31,1,r,13.92,13.92,15.659,1,di,19.878,20.913,21.564,2,di,34.527,35.583,36.805,2,46107530,l,r
24,2019-01-13 04:56:21,2019-01-13 05:04:07,0,104.186.234.163,100,465,1,2019-01-13 05:04:07,R_3gTqmvPh6kdqqBa,,,,,36.0334014892578125,-79.86260223388671875,anonymous,EN,1,1,52,7,4,1,5,4,3,5,5,1,5,4,3,1,5,2,3,2,4,1,3,3,5,2,3,4,3,2,2,5,3,3,4,5,4,4,3,2,1,5,2,3,3,4,2,3,8.243,173.019,174.262,56,r,51.96,51.96,53.593,1,r,30.437,31.189,33.492,2,2,di,43.515,43.515,45.153,1,r,20.885,20.885,22.276,1,di,27.451,29.54,30.741,3,di,35.311,35.311,36.4,1,di,19.098,19.098,20.452,1,40748209,l,r
25,2019-01-13 04:57:42,2019-01-13 05:04:19,0,72.68.90.192,100,397,1,2019-01-13 05:04:19,R_263jdJvg8gLYpwn,,,,,40.8502960205078125,-73.9745025634765625,anonymous,EN,1,2,35,6,2,4,4,3,4,4,1,2,2,4,4,3,4,4,3,1,1,2,5,4,4,2,2,3,3,3,4,4,4,4,5,2,4,4,3,2,3,4,3,4,3,3,2,4,6.097,64.617,65.615,134,r,4.56,39.315,39.943,10,r,8.422,11.726,12.734,4,2,r,1.156,71.362,72.049,12,r,1.528,4.015,4.751,5,r,0.882,2.948,3.452,4,r,0.564,2.592,3.968,3,r,0.695,3.197,3.61,4,57998226,l,r
26,2019-01-13 04:57:59,2019-01-13 05:04:25,0,209.135.132.136,100,386,1,2019-01-13 05:04:26,R_2DTyOCA0zuHPKV0,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,1,34,5,3,1,4,2,3,4,3,2,4,2,3,2,1,4,3,5,3,2,1,2,3,5,1,3,2,3,4,2,1,5,4,3,2,1,2,3,5,4,3,5,1,2,3,4,2.853,75.832,77.247,47,r,57.638,63.32,64.736,3,r,89.333,89.333,90.854,1,2,di,9.473,9.473,10.551,1,r,5.884,5.884,7.019,1,r,17.62,17.62,18.669,1,r,24.817,24.817,26.142,1,di,24.406,24.406,25.725,1,59748619,l,r
27,2019-01-13 04:57:51,2019-01-13 05:07:52,0,188.220.74.26,100,600,1,2019-01-13 05:07:52,R_25zlQbu2i7Ss6aa,,,,,52.2758026123046875,-0.833099365234375,anonymous,EN,1,2,39,6,4,2,5,1,3,3,4,2,4,4,3,1,5,1,3,3,4,2,1,4,4,3,1,4,4,3,2,5,2,2,2,4,4,5,3,4,3,4,2,2,4,4,3,2,2.352,261.536,262.075,60,r,2.208,69.358,124.581,6,r,28.643,34.3,35.612,5,2,r,64.028,76.589,77.843,4,r,12.256,16.014,19.233,3,r,5.066,9.44,10.225,3,di,13.269,14.6,15.492,3,r,6.228,9.454,10.502,4,52242721,l,r
28,2019-01-13 04:57:59,2019-01-13 05:08:00,0,66.87.129.208,100,600,1,2019-01-13 05:08:00,R_3suCGxuEzH5Psk4,,,,,37.547698974609375,-77.39479827880859375,anonymous,EN,1,1,31,6,2,3,5,1,5,4,4,2,5,5,5,1,5,1,5,5,5,1,1,4,1,2,1,5,5,5,1,5,1,5,1,5,5,5,1,4,1,5,1,5,1,5,1,5,2.795,116.62,117.931,49,r,10.04,45.449,46.883,4,r,15.866,18.588,19.902,2,2,r,176.469,194.179,196.179,2,r,49.823,51.912,53.578,2,r,29.863,35.137,36.592,4,di,45.789,45.789,46.982,1,r,28.218,30.565,32.083,2,75614522,l,r
29,2019-01-13 05:01:52,2019-01-13 05:08:25,0,104.10.29.29,100,392,1,2019-01-13 05:08:26,R_12l1ZQ41UmD84Va,,,,,33.920806884765625,-117.45890045166015625,anonymous,EN,1,2,34,5,3,4,4,1,4,3,3,2,3,5,3,4,4,3,4,3,2,2,3,5,3,3,2,3,4,3,3,4,2,5,4,3,4,3,3,2,3,3,4,5,1,4,2,4,2.967,107.398,109.063,48,ci,7.956,13.643,19.66,3,r,9.2,30.04,35.442,4,2,r,1.87,33.453,43,4,r,1.446,26.895,37.293,4,di,1.283,47.003,54.135,8,di,0.817,27.052,29.508,7,di,7.089,27.677,30.254,4,14730572,l,r
30,2019-01-13 05:00:22,2019-01-13 05:09:12,0,73.165.184.111,100,529,1,2019-01-13 05:09:12,R_3s00y30A0RmOZYA,,,,,40.23779296875,-75.295501708984375,anonymous,EN,1,1,70,3,5,4,5,1,5,1,5,1,5,5,5,1,5,1,5,5,4,1,2,5,1,4,1,5,5,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,1,5,5.078,101.869,102.855,48,r,91.092,91.092,92.884,1,r,56.325,65.564,66.909,3,2,r,54.281,54.281,59.048,1,ci,25.091,25.091,26.322,1,r,23.56,23.56,25.718,1,r,44.151,44.151,45.726,1,r,52.434,52.434,53.607,1,68392652,l,r
31,2019-01-13 05:00:33,2019-01-13 05:09:24,0,73.212.87.197,100,531,1,2019-01-13 05:09:25,R_1QN2pOAYT8dECnZ,,,,,38.7548980712890625,-76.9026031494140625,anonymous,EN,1,1,24,3,4,2,4,1,2,4,5,2,2,4,4,1,5,4,5,5,5,1,1,4,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,3.724,137.243,139.151,130,r,18.561,79.107,80.058,12,r,4.935,45.953,47.759,6,2,di,2.9,75.502,76.151,25,ci,3.003,36.894,39.815,7,r,7.648,39.27,40.822,8,di,38.419,42.112,43.156,6,di,15.432,31.281,33.046,6,52899562,l,r
32,2019-01-13 05:05:00,2019-01-13 05:10:05,0,108.194.200.239,100,305,1,2019-01-13 05:10:05,R_3iRxO2zN8iIRR9H,,,,,29.4633941650390625,-90.59799957275390625,anonymous,EN,1,1,33,2,1,1,5,1,5,5,5,1,5,5,4,1,5,1,5,5,5,1,3,5,5,5,1,4,4,1,1,5,1,5,4,5,5,3,3,1,1,5,1,5,2,5,1,3,3.845,128.564,129.601,54,ci,10.81,24.181,26.4,2,r,8.813,13.288,14.363,4,2,di,15.082,16.429,17.454,2,ci,8.626,12.254,14.632,3,di,4.287,8.262,9.031,3,di,47.427,47.427,48.308,1,di,3.048,4.445,5.52,2,82479711,l,r
33,2019-01-13 05:06:39,2019-01-13 05:19:47,0,50.83.46.151,100,787,1,2019-01-13 05:19:47,R_pbmcdeFzavm4049,,,,,41.491302490234375,-90.56479644775390625,anonymous,EN,1,1,51,4,3,4,4,4,4,2,4,3,2,4,2,2,4,4,4,3,4,4,3,3,3,2,4,3,4,5,4,4,4,4,1,2,5,3,3,3,4,3,3,3,2,3,3,4,42.73,381.479,383.572,47,ci,63.689,64.342,65.535,2,ci,33.306,33.306,34.935,1,2,di,21.42,21.42,32.786,1,ci,34.823,34.823,36.171,1,di,45.589,45.589,47.037,1,r,18.734,18.734,19.714,1,di,13.188,13.188,14.828,1,63979250,l,r
34,2019-01-13 05:17:27,2019-01-13 05:22:32,0,73.177.134.158,100,304,1,2019-01-13 05:22:32,R_3shnyj2stWfox6Q,,,,,38.6548004150390625,-78.45960235595703125,anonymous,EN,1,1,40,3,1,2,4,2,4,4,4,4,4,4,3,2,4,4,4,3,4,4,4,4,4,4,2,3,4,2,4,4,4,5,4,4,4,4,2,2,3,4,4,4,1,3,4,5,3.038,95.238,96.483,45,ci,42.998,42.998,44.063,1,r,19.719,20.599,21.961,2,2,r,24.514,24.514,25.773,1,ci,16.843,17.499,18.558,2,r,18.183,18.183,19.634,1,r,25.38,29.059,30.469,2,r,17.57,17.57,19.204,1,30207472,l,r
35,2019-01-13 05:20:19,2019-01-13 05:25:05,0,172.58.139.191,100,285,1,2019-01-13 05:25:05,R_10u3pNaFQeGncQ5,,,,,42.0095062255859375,-87.6688995361328125,anonymous,EN,1,2,33,5,3,2,4,2,4,3,4,3,4,4,3,2,4,3,4,4,5,3,2,4,3,4,3,5,4,3,3,4,3,4,3,3,4,4,3,3,3,4,2,4,2,4,2,3,3.359,67.647,68.247,45,r,3.268,3.268,9.156,1,r,10.622,10.622,24.086,1,2,r,11.837,26.47,26.892,3,r,9.069,9.069,21.568,1,r,9.511,9.511,14.57,1,di,13.692,26.454,29.133,3,r,14.922,14.922,17.488,1,41704816,l,r
36,2019-01-13 06:00:27,2019-01-13 06:05:43,0,75.102.136.227,100,316,1,2019-01-13 06:05:44,R_2V3VgmPTAGpyTbL,,,,,39.595306396484375,-79.9228973388671875,anonymous,EN,1,2,20,3,1,3,4,5,4,5,4,3,4,5,1,2,5,4,4,2,4,4,3,3,5,4,5,3,4,4,3,3,5,5,5,4,4,5,5,1,2,3,3,4,2,3,4,4,2.946,98.565,99.635,52,r,37.084,48.201,50.792,2,ci,23.186,27.8,30.274,2,2,di,35.516,35.516,37.298,1,r,7.632,7.632,10.258,1,di,7.747,7.747,9.705,1,di,11.265,17.008,26.199,2,di,18.701,18.701,27.014,1,48113112,l,r
