,rationality,color,side,Q5.1,Q7.1,Q10.1,Q12.1,Q14.1,Q16.1,Q18.1,investments,analyst,jury,bartender,prefer,gender,education,age,userID,NARS_S1,NARS_S2,NARS_S3,BFI_S1,BFI_S2,BFI_S3,BFI_S4,BFI_S5,GODSPEED1_S1,GODSPEED1_S2,GODSPEED1_S3,GODSPEED1_S4,GODSPEED1_S5,preference_average
10,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,3,49,R_1rcz8bjADSpvIEG,13.0,15.0,9.0,3.625,4.222222222222222,4.111111111111111,1.875,4.3,2.2,2.6666666666666665,2.4,3.0,2.3333333333333335,0.14285714285714285
11,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,23,R_1BQOs3xU6cpI7T0,13.0,15.0,6.0,3.25,4.333333333333333,4.666666666666667,2.375,2.7,2.2,3.0,3.6,3.4,3.6666666666666665,0.42857142857142855
12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,50,R_1QhIporaJGSa0WL,15.0,15.0,9.0,2.5,3.3333333333333335,4.111111111111111,3.0,4.2,2.2,2.6666666666666665,3.8,3.4,3.0,0.7142857142857143
13,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,28,R_3HqpRL6tYEk2uNR,12.0,16.0,8.0,1.75,2.5555555555555554,3.5555555555555554,5.0,3.9,2.4,3.0,3.6,3.2,3.0,0.7142857142857143
14,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,28,R_3ikAhEA2TLVrKlv,14.0,19.0,10.0,2.5,3.2222222222222223,3.7777777777777777,2.75,4.3,1.2,1.8333333333333333,2.8,2.4,3.0,0.14285714285714285
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,R_VVhEv2hbmXi3LJn,10.0,11.0,6.0,4.25,2.6666666666666665,4.0,3.0,4.3,1.6,3.0,3.6,4.2,3.6666666666666665,0.0
16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,21,R_4THnWQAD1Hc0wfv,14.0,15.0,8.0,3.125,2.6666666666666665,2.7777777777777777,4.0,3.6,1.4,2.1666666666666665,2.2,2.4,2.3333333333333335,0.7142857142857143
17,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,4,48,R_3GcxBtYrNi9kgJ8,10.0,14.0,6.0,1.25,3.0,2.3333333333333335,3.875,2.7,2.8,2.6666666666666665,2.8,2.6,3.0,0.14285714285714285
18,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,36,R_3fCXVmnNnuLqlTm,20.0,17.0,11.0,2.0,4.0,4.555555555555555,3.375,3.2,1.2,1.5,2.6,1.6,3.3333333333333335,0.42857142857142855
19,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,4,32,R_5AveqRm6pYT5BYZ,10.0,10.0,7.0,2.875,3.2222222222222223,3.7777777777777777,2.125,4.0,1.6,1.8333333333333333,3.0,3.4,3.6666666666666665,0.7142857142857143
20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,31,R_DDaYPG5Vn5sJ1i9,24.0,19.0,11.0,2.125,3.0,2.888888888888889,3.25,2.5,3.0,3.3333333333333335,3.2,3.2,3.3333333333333335,0.7142857142857143
21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,R_1mLxsqC1Cs8UQ2y,15.0,17.0,12.0,3.125,3.111111111111111,3.7777777777777777,1.5,3.5,2.0,2.5,4.6,3.0,3.3333333333333335,0.0
22,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,46,R_RRlHbrztiJMP3vb,6.0,7.0,3.0,3.75,4.777777777777778,4.111111111111111,3.125,4.9,2.6,1.8333333333333333,3.4,4.4,2.3333333333333335,0.42857142857142855
23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,21,R_0H64w76ZrUPXO8h,10.0,11.0,8.0,3.375,3.111111111111111,2.4444444444444446,3.875,4.6,4.4,4.166666666666667,4.4,2.2,3.0,0.7142857142857143
24,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,3,47,R_2CBVuELhZxx49Tc,13.0,13.0,6.0,4.125,4.555555555555555,3.111111111111111,1.625,3.6,3.0,3.0,4.0,3.4,3.3333333333333335,-0.42857142857142855
25,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,4,51,R_29itqPFxcaxJKSZ,27.0,23.0,5.0,3.5,3.4444444444444446,3.111111111111111,3.625,4.0,3.0,3.3333333333333335,3.6,3.2,3.0,0.14285714285714285
26,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,4,25,R_2aRaMY8uSZnxYLJ,9.0,9.0,12.0,3.375,4.666666666666667,4.333333333333333,2.375,4.2,1.0,3.3333333333333335,3.0,1.4,4.333333333333333,0.14285714285714285
27,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,42,R_ODaX0gncU1PLDBT,18.0,17.0,12.0,2.75,4.0,4.0,2.875,3.5,3.6,3.3333333333333335,3.6,3.2,3.3333333333333335,0.7142857142857143
28,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,41,R_2ZX2zuf6oUo6N8e,13.0,12.0,8.0,3.125,3.5555555555555554,3.888888888888889,2.5,3.3,1.8,1.0,2.6,3.0,4.0,0.7142857142857143
29,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,3,26,R_1r18SsbUjQeUCyn,12.0,11.0,3.0,1.25,3.3333333333333335,3.4444444444444446,4.5,4.1,3.0,2.8333333333333335,3.0,5.0,3.6666666666666665,-0.14285714285714285
30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,R_BsjI1PJjk3inFlv,20.0,19.0,12.0,2.0,3.7777777777777777,4.222222222222222,2.5,2.1,3.8,3.8333333333333335,4.0,2.8,4.333333333333333,0.0
31,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,4,36,R_s56yVlTR6vVmnVT,9.0,12.0,9.0,1.0,4.111111111111111,4.444444444444445,3.75,3.6,3.2,2.5,3.6,2.4,2.3333333333333335,0.14285714285714285
32,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,55,R_BrGr7GRYw6ajebT,13.0,10.0,6.0,3.75,4.222222222222222,4.222222222222222,1.625,3.0,3.2,3.6666666666666665,3.8,3.2,3.3333333333333335,0.7142857142857143
33,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,3,26,R_YSNT9LVO0KnGBa1,15.0,11.0,7.0,1.625,4.0,3.0,4.625,4.0,2.0,2.8333333333333335,3.8,3.0,3.3333333333333335,0.14285714285714285
34,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,4,47,R_2DRCBZ8alN4g8BA,14.0,12.0,8.0,1.125,3.888888888888889,4.555555555555555,4.0,3.5,2.2,2.3333333333333335,3.0,3.0,2.0,0.42857142857142855
35,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,50,R_1NEXevgBRaeqCkq,7.0,9.0,6.0,1.375,3.888888888888889,4.111111111111111,2.0,3.9,3.4,3.3333333333333335,3.6,4.0,3.6666666666666665,0.7142857142857143
36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,58,R_27NiARwaWeivCEr,14.0,18.0,13.0,4.375,4.333333333333333,5.0,2.25,3.1,1.8,3.0,3.4,3.4,3.3333333333333335,0.0
37,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,4,41,R_12RbAf7ksUHbWTR,9.0,16.0,6.0,3.625,4.888888888888889,4.888888888888889,1.0,3.6,2.4,2.3333333333333335,3.8,3.4,4.666666666666667,0.14285714285714285
38,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,3,31,R_1QtjQaFdT9lz5Uu,12.0,13.0,8.0,1.875,3.0,2.6666666666666665,2.5,3.7,1.4,1.5,3.0,2.4,3.0,0.42857142857142855
39,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,3,52,R_1WSQeEEfkyfWk6Z,11.0,14.0,8.0,2.125,4.777777777777778,4.777777777777778,1.125,3.2,2.0,2.1666666666666665,3.2,2.6,3.6666666666666665,0.14285714285714285
40,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,54,R_273Gvp98jYxCp6q,21.0,21.0,14.0,2.75,4.333333333333333,4.777777777777778,2.375,3.4,3.0,3.1666666666666665,3.0,2.8,3.6666666666666665,0.42857142857142855
41,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,3,63,R_2TmAExzfalCflqp,10.0,13.0,9.0,4.25,3.6666666666666665,4.333333333333333,2.125,4.1,2.8,2.5,3.8,3.4,3.0,0.42857142857142855
42,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,2,33,R_2QlW2Cnbtz7nRQq,9.0,13.0,5.0,3.0,4.888888888888889,4.777777777777778,2.625,4.2,1.6,2.3333333333333335,3.6,3.8,4.333333333333333,0.14285714285714285
43,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,43,R_3j1E6JEXq5wRKUy,23.0,20.0,15.0,3.875,3.6666666666666665,4.888888888888889,2.375,2.7,1.0,1.3333333333333333,1.0,1.8,3.6666666666666665,0.7142857142857143
44,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,2,35,R_2dfEvZTeuafcTjC,13.0,14.0,10.0,1.875,2.888888888888889,4.222222222222222,2.0,3.6,2.4,2.8333333333333335,3.2,3.2,4.0,0.14285714285714285
45,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,7,67,R_3KYHqOykZeXwOHr,15.0,14.0,7.0,2.125,2.4444444444444446,2.111111111111111,4.625,3.3,2.0,2.8333333333333335,3.6,3.8,3.0,-0.14285714285714285
46,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,3,50,R_2aqUdSxEguSD66u,9.0,16.0,6.0,2.25,4.111111111111111,3.6666666666666665,2.5,4.0,1.6,2.1666666666666665,3.6,3.6,3.0,0.42857142857142855
47,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,R_AvNfhwYOMhPh9bb,19.0,21.0,11.0,4.25,4.555555555555555,4.333333333333333,1.875,3.8,1.8,2.5,3.4,2.4,2.6666666666666665,0.0
48,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,38,R_2Y3sKAq1n7labqx,13.0,14.0,10.0,1.25,3.3333333333333335,3.7777777777777777,1.75,2.8,2.6,2.6666666666666665,4.6,4.0,3.6666666666666665,0.0
49,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,4,42,R_1jk3UCS4hMHHZcp,16.0,15.0,9.0,2.5,2.3333333333333335,2.5555555555555554,3.5,3.3,3.6,2.8333333333333335,3.6,3.8,3.3333333333333335,0.42857142857142855
50,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,53,R_sgISXfVot6yZlyp,11.0,11.0,6.0,3.625,4.333333333333333,4.666666666666667,1.75,4.0,3.4,3.8333333333333335,4.0,3.6,3.6666666666666665,0.0
51,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,4,A43,R_3NQhwl9KFmBDxX6,6.0,5.0,4.0,2.75,5.0,5.0,1.125,5.0,4.4,4.833333333333333,5.0,5.0,5.0,0.14285714285714285
52,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,29,R_7OO0mpvGEPOjwA1,21.0,24.0,13.0,2.125,3.4444444444444446,2.888888888888889,2.5,2.0,2.0,1.6666666666666667,2.2,2.6,2.6666666666666665,0.0
53,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,4,31,R_1hXPTUJk4liROut,12.0,10.0,6.0,3.125,5.0,5.0,1.0,3.7,3.4,4.166666666666667,4.0,3.8,3.6666666666666665,0.14285714285714285
54,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,4,44,R_2EGgUnHpVvbcORX,11.0,17.0,10.0,3.5,2.4444444444444446,4.666666666666667,2.875,3.5,2.0,2.6666666666666665,3.6,3.0,3.3333333333333335,-0.42857142857142855
55,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4,27,R_1l0snIjkzvCGsUp,14.0,19.0,7.0,1.0,3.111111111111111,3.7777777777777777,4.125,4.2,3.6,3.6666666666666665,4.2,2.6,3.6666666666666665,0.42857142857142855
56,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3,65,R_ZjEJrMQM20xXIoF,9.0,12.0,9.0,3.25,3.111111111111111,4.222222222222222,2.625,3.7,2.8,2.5,3.6,3.4,3.0,0.7142857142857143
57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,R_3p6cyDIFaTfwG4E,13.0,18.0,8.0,4.125,3.888888888888889,4.222222222222222,2.75,4.4,3.6,3.8333333333333335,3.4,4.0,2.6666666666666665,0.0
58,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,4,40,R_2PbRHTBUV15y7Z1,17.0,22.0,14.0,1.25,3.111111111111111,3.888888888888889,2.25,1.2,1.2,2.1666666666666665,2.8,2.2,3.6666666666666665,-0.14285714285714285
59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,28,R_1fd4d4lOxOX3u7C,16.0,16.0,9.0,2.875,3.5555555555555554,3.7777777777777777,2.125,3.2,3.4,3.6666666666666665,3.2,3.6,3.0,0.0
60,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,R_3NKXb0UamcoCm72,21.0,23.0,10.0,4.0,4.666666666666667,4.444444444444445,3.25,4.2,1.0,1.0,2.6,3.8,3.6666666666666665,0.0
61,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,2,25,R_3Kw7bWzDQs6wBUq,14.0,12.0,7.0,2.75,3.4444444444444446,3.0,4.5,3.9,2.4,2.8333333333333335,3.2,3.0,3.0,-0.42857142857142855
62,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,8,47,R_czKefMsMLNWTkv7,12.0,17.0,9.0,1.875,3.3333333333333335,2.888888888888889,3.375,4.3,2.6,3.3333333333333335,3.6,3.6,2.6666666666666665,0.42857142857142855
63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,R_0PnrauMTvq3YuaJ,8.0,13.0,10.0,2.25,3.5555555555555554,3.7777777777777777,2.625,3.8,3.6,3.6666666666666665,4.0,4.2,3.6666666666666665,0.0
64,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,34,R_2zMxolsSsInsbQR,21.0,19.0,10.0,1.375,2.888888888888889,3.888888888888889,4.875,3.6,2.0,3.1666666666666665,3.8,3.8,3.3333333333333335,0.7142857142857143
65,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,36,R_3rOMknByCvQMgz8,14.0,17.0,12.0,2.0,2.4444444444444446,3.4444444444444446,2.125,3.3,1.4,2.0,2.0,2.0,3.6666666666666665,0.7142857142857143
66,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7,36,R_UH1UoxCHytvy20p,9.0,12.0,6.0,3.0,4.555555555555555,4.555555555555555,1.375,3.3,3.0,3.5,5.0,3.4,3.3333333333333335,0.42857142857142855
67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,27,R_6JAWk8ZFVoKa9AR,19.0,20.0,11.0,2.875,3.0,2.7777777777777777,3.375,2.6,2.8,2.6666666666666665,3.0,3.4,3.3333333333333335,0.0
68,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,42,R_3MzCe5AkEs3KMfc,16.0,17.0,12.0,4.25,2.4444444444444446,4.333333333333333,1.875,3.0,3.6,3.8333333333333335,3.8,2.6,4.333333333333333,0.14285714285714285
69,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,55,R_3ikDtLtAFe5x7wj,16.0,15.0,11.0,2.125,2.7777777777777777,4.444444444444445,2.25,3.8,3.6,3.8333333333333335,4.0,3.0,3.3333333333333335,0.0
70,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,4,42,R_1HeCSJTjUuLQqKr,12.0,10.0,8.0,4.375,2.7777777777777777,4.666666666666667,1.875,3.4,1.8,3.0,4.2,3.2,4.0,0.14285714285714285
71,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,59,R_11bFr4TFkEncfHl,16.0,19.0,9.0,4.375,4.555555555555555,4.666666666666667,1.625,3.4,3.0,2.8333333333333335,5.0,4.2,3.3333333333333335,0.14285714285714285
72,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,4,29,R_1JLUMx76moZL5BM,23.0,21.0,6.0,3.375,2.888888888888889,2.7777777777777777,3.0,3.5,4.0,4.0,4.6,3.4,4.0,-0.42857142857142855
73,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,28,R_3nHGDtwRBniEjaC,8.0,7.0,3.0,2.25,3.888888888888889,3.7777777777777777,1.75,3.2,2.0,2.6666666666666665,4.0,4.0,3.6666666666666665,0.0
74,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,32,R_6i2AF6foMtFEqlP,15.0,16.0,10.0,1.0,2.5555555555555554,3.7777777777777777,3.875,2.2,2.6,2.5,4.0,3.2,3.3333333333333335,0.0
75,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,27,R_2q1zrKH6L3ruNlf,15.0,13.0,10.0,3.0,2.888888888888889,3.7777777777777777,3.125,4.0,3.6,3.3333333333333335,3.6,3.8,4.0,0.42857142857142855
76,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,R_1o6JC73YypsQ67a,8.0,8.0,3.0,4.5,4.444444444444445,4.777777777777778,1.75,3.7,2.0,2.0,2.0,2.0,2.0,0.0
77,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,37,R_3eqKEjs7VzXVawY,10.0,8.0,8.0,1.875,3.111111111111111,4.333333333333333,3.125,3.4,3.0,2.6666666666666665,3.8,3.4,1.6666666666666667,0.7142857142857143
78,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,7,55,R_RrTZMGSNBCHCiQ1,9.0,16.0,8.0,4.5,4.333333333333333,3.7777777777777777,1.75,3.9,3.4,3.6666666666666665,4.4,4.4,3.3333333333333335,-0.42857142857142855
79,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3,32,R_C3mLGEwSVxe77ah,8.0,11.0,5.0,1.0,3.7777777777777777,3.7777777777777777,1.75,4.2,3.4,2.5,4.0,2.6,4.0,0.42857142857142855
80,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,R_56XbZB0WKrhrsU9,20.0,18.0,9.0,3.5,2.888888888888889,3.4444444444444446,2.5,3.1,2.6,3.3333333333333335,2.6,2.2,3.3333333333333335,0.0
81,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,5,35,R_8v8b4QLpseJApvb,13.0,20.0,10.0,2.25,4.444444444444445,4.333333333333333,4.5,4.7,3.0,3.0,3.4,5.0,3.3333333333333335,0.14285714285714285
82,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,4,29,R_2ZP0Tzx5jN27Mqm,11.0,12.0,12.0,4.625,3.888888888888889,5.0,1.875,3.0,4.8,4.833333333333333,5.0,4.6,3.6666666666666665,0.14285714285714285
83,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,22,R_qzkYnOxE8U156dX,24.0,21.0,12.0,3.0,3.888888888888889,2.888888888888889,3.375,3.7,4.6,4.666666666666667,4.6,4.6,5.0,0.7142857142857143
84,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,23,R_3EzogPlirxRkXbb,15.0,14.0,10.0,3.625,2.4444444444444446,3.0,2.5,4.6,3.2,2.8333333333333335,3.8,4.4,3.6666666666666665,0.42857142857142855
85,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,2,29,R_2tF4OJF4gK3JZVu,9.0,12.0,10.0,2.25,4.888888888888889,5.0,1.0,4.9,1.4,2.5,3.6,4.2,3.0,-0.14285714285714285
86,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,7,47,R_3MgKH3lPINAvjYX,9.0,9.0,7.0,3.625,4.777777777777778,4.888888888888889,1.75,4.8,3.2,2.8333333333333335,4.0,3.8,4.333333333333333,0.42857142857142855
87,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,2,22,R_WcfFc9CgMFV1b7r,9.0,11.0,3.0,1.75,3.3333333333333335,4.111111111111111,4.0,3.7,3.6,4.5,5.0,4.8,3.6666666666666665,0.14285714285714285
88,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,24,R_1f4asvDeoJqxgjT,10.0,11.0,7.0,2.25,3.7777777777777777,3.888888888888889,2.25,4.1,2.8,3.0,3.4,4.0,3.3333333333333335,0.7142857142857143
89,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,4,34,R_2duNWE0o7Kb7LES,22.0,20.0,13.0,2.125,4.777777777777778,4.111111111111111,2.5,2.6,3.6,2.8333333333333335,4.6,3.6,4.0,-0.42857142857142855
90,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,39,R_XGLJSIILpp2KKm5,14.0,19.0,12.0,2.0,3.5555555555555554,3.7777777777777777,2.5,3.4,3.2,3.3333333333333335,3.2,3.8,3.0,0.42857142857142855
91,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,30,R_1eDGI5tXYmICigl,10.0,17.0,7.0,1.5,3.111111111111111,3.6666666666666665,3.375,3.3,1.2,2.5,3.4,4.2,3.0,0.7142857142857143
92,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,20,R_3HoWCE4m8ROAtSx,13.0,17.0,9.0,2.625,4.0,4.222222222222222,2.875,4.0,2.4,2.8333333333333335,3.6,2.8,3.3333333333333335,0.7142857142857143
93,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,30,R_24bKEwOewf0eusy,13.0,15.0,4.0,2.125,3.7777777777777777,2.5555555555555554,4.375,3.3,2.2,3.0,3.6,3.2,4.333333333333333,0.42857142857142855
94,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,26,R_2YEzFP8EhMDZwRt,17.0,25.0,15.0,2.375,2.3333333333333335,4.666666666666667,1.0,3.6,1.0,2.5,2.6,4.0,3.0,0.7142857142857143
95,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,4,27,R_1CymvkKFlSVlcaP,10.0,19.0,13.0,2.5,3.0,4.555555555555555,2.75,3.8,1.0,1.8333333333333333,2.6,2.6,2.0,0.14285714285714285
96,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,45,R_2wysRtK1vtsOTBS,9.0,12.0,8.0,3.0,3.7777777777777777,4.0,4.875,4.5,1.8,2.5,4.2,4.2,4.333333333333333,0.0
97,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,7,33,R_2q4cx5bw5O1rUYM,22.0,19.0,12.0,2.0,3.3333333333333335,4.0,3.25,3.4,2.4,2.6666666666666665,3.0,3.4,2.6666666666666665,0.14285714285714285
98,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,4,24,R_C2j5nxL19u2Iqhr,14.0,15.0,10.0,1.25,4.333333333333333,2.5555555555555554,4.5,4.3,2.0,1.8333333333333333,3.0,4.8,3.6666666666666665,-0.42857142857142855
99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,27,R_Z2XXgyg1IendrG1,15.0,12.0,8.0,3.125,3.5555555555555554,3.7777777777777777,2.125,3.4,3.4,2.8333333333333335,3.2,3.0,3.3333333333333335,0.0
100,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,24,R_1CjUY0uIHemM6Hr,10.0,15.0,6.0,3.0,3.0,3.7777777777777777,4.875,3.3,3.6,3.0,3.6,3.8,3.0,0.7142857142857143
101,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,4,28,R_PXqK4JQtkFusJON,23.0,15.0,15.0,1.125,2.6666666666666665,3.888888888888889,5.0,1.1,1.8,2.1666666666666665,2.8,1.4,3.0,-0.14285714285714285
102,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,4,28,R_2V3mBNj8TtJHX2i,12.0,11.0,6.0,3.0,3.7777777777777777,4.0,2.0,3.7,3.4,3.6666666666666665,3.8,4.2,2.6666666666666665,-0.14285714285714285
103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30,R_2zHIKMK1R8ciGzV,25.0,20.0,7.0,3.0,3.0,3.4444444444444446,3.125,3.2,3.8,3.8333333333333335,3.4,3.4,4.333333333333333,0.0
104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,R_2VfnlTXqwaAQxtn,13.0,10.0,6.0,2.25,3.3333333333333335,4.555555555555555,3.375,4.8,3.2,3.3333333333333335,4.0,4.0,3.6666666666666665,0.0
