LocationLatitude,locationLatitude,,Location Latitude,"{""ImportId"":""locationLatitude""}",37.3697052,29.58920288,39.88340759,36.63549805,34.77659607,41.7769928,40.72799683,44.46980286,34.92730713,-12.04330444,44.06900024,34.09049988,34.7743988,30.49980164,44.06559753,39.90170288,36.16589355,41.18040466,36.19200134,34.15390015,32.16560364,41.2808075,42.60960388,34.03900146,40.8782959,33.9414978,32.97219849,34.16130066,32.79640198,36.33999634
LocationLongitude,locationLongitude,,Location Longitude,"{""ImportId"":""locationLongitude""}",-122.0214005,-98.29389954,-83.83000183,-88.28299713,-76.88670349,-72.52359772,-73.94529724,-123.3430023,-78.90930176,-77.02829742,-123.0825043,-118.1343994,-106.7274017,-97.80819702,-93.52700043,-74.18219757,-86.78440094,-79.05970001,-85.4559021,-117.9918976,-85.67079926,-75.89620209,-83.0515976,-117.7547989,-74.08129883,-118.1306992,-96.73760223,-118.0895004,-117.0690002,-79.62879944
DistributionChannel,distributionChannel,,Distribution Channel,"{""ImportId"":""distributionChannel""}",anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous
UserLanguage,userLanguage,,User Language,"{""ImportId"":""userLanguage""}",EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
Q19.1_6,QID90,6,For each statement choose a robot. - Which robot would you trust to manage your investments portfolio?,"{""ImportId"":""QID90_6""}",4,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,1,4
Q19.1_2,QID90,2,For each statement choose a robot. - Which robot do you think will serve as a good jury member?,"{""ImportId"":""QID90_2""}",4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,1,1
Q19.1_7,QID90,7,For each statement choose a robot. - Which robot do you think will be a better analyst?,"{""ImportId"":""QID90_7""}",4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,4,4,4,4,4
Q19.1_3,QID90,3,For each statement choose a robot. - Which robot would you like as a bartender?,"{""ImportId"":""QID90_3""}",4,4,4,1,4,4,4,1,4,4,4,4,1,4,1,4,1,4,4,1,4,1,4,1,1,4,4,4,4,1
Q19.2_Page Submit,QID90,response_time,Timing - Page Submit,"{""ImportId"":""QID91_PAGE_SUBMIT""}",16.338,28.089,21.84,26.152,21.286,13.442,13.934,14.892,18.38,36.353,21.056,23.709,28.144,22.641,25.739,14.164,45.823,46.564,11.081,43.981,18.465,68.669,18.879,13.028,9.031,28.499,16.565,11.944,39.117,34.07
Q79#1_1,QID79#1,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 1 - Fake - Natrual,"{""ImportId"":""QID79#1_1""}",,1,,1,,1,,4,,,,1,4,1,1,,3,3,2,1,,5,3,4,1,4,3,,3,1
Q79#2_1,QID79#2,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 2 - Fake - Natrual,"{""ImportId"":""QID79#2_1""}",,5,,5,,5,,3,,,,1,3,5,4,,3,3,2,5,,1,3,4,5,,3,,3,4
Q20.2#1_1,GODSPEED1,1,Please rate your impression of the robot on these scales: - blue robot - Fake - Natrual,"{""ImportId"":""QID80#1_1""}",1,3,4,3,3,2,2,3,1,3,2,2,3,3,1,1,3,2,2,1,5,3,3,4,4,3,2,4,2,4
Q20.2#1_2,GODSPEED1,2,Please rate your impression of the robot on these scales: - blue robot - Machinlike - Humnalike,"{""ImportId"":""QID80#1_2""}",5,2,3,4,3,2,2,4,2,3,2,2,3,4,1,1,3,2,2,2,1,4,3,4,1,3,3,4,3,4
Q20.2#1_3,GODSPEED1,3,Please rate your impression of the robot on these scales: - blue robot - Unconscious - Conscious,"{""ImportId"":""QID80#1_3""}",1,5,3,3,4,2,3,4,4,2,1,3,3,3,3,1,2,2,1,2,5,4,3,5,1,4,2,4,2,4
Q20.2#1_4,GODSPEED1,4,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_4""}",1,2,5,4,3,2,2,3,1,2,1,1,3,2,2,1,2,2,1,2,1,3,4,4,1,4,2,4,3,3
Q20.2#1_5,GODSPEED1,5,Please rate your impression of the robot on these scales: - blue robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#1_5""}",1,3,4,2,3,2,2,3,1,2,1,2,3,2,1,1,2,2,2,2,1,4,4,5,3,3,1,2,4,3
Q20.2#1_6,GODSPEED1,6,Please rate your impression of the robot on these scales: - blue robot - Dead - Alive,"{""ImportId"":""QID80#1_6""}",1,3,3,2,4,3,2,3,2,1,1,2,2,2,2,1,3,3,1,2,3,3,4,5,1,4,2,4,2,4
Q20.2#1_7,GODSPEED1,7,Please rate your impression of the robot on these scales: - blue robot - Stagnant - Lively,"{""ImportId"":""QID80#1_7""}",1,2,4,1,3,3,2,3,3,3,1,3,3,3,2,1,3,3,3,3,2,3,4,5,2,4,3,3,3,4
Q20.2#1_8,GODSPEED1,8,Please rate your impression of the robot on these scales: - blue robot - Mechanical - Organic,"{""ImportId"":""QID80#1_8""}",1,1,4,3,4,3,2,4,1,1,1,1,4,1,1,1,2,2,1,2,1,2,3,4,2,3,2,3,2,4
Q20.2#1_9,GODSPEED1,9,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_9""}",1,1,4,4,4,2,2,3,2,1,1,1,3,2,1,1,2,2,1,2,1,2,4,5,1,4,1,4,2,4
Q20.2#1_10,GODSPEED1,10,Please rate your impression of the robot on these scales: - blue robot - Inert - Interactive,"{""ImportId"":""QID80#1_10""}",1,5,3,2,3,3,3,3,5,4,2,3,3,3,4,2,3,3,3,3,4,4,4,5,2,5,4,4,3,3
Q20.2#1_11,GODSPEED1,11,Please rate your impression of the robot on these scales: - blue robot - Apathetic - Responsive,"{""ImportId"":""QID80#1_11""}",1,5,5,3,4,3,3,4,5,4,3,3,4,4,4,2,4,4,4,3,5,3,4,5,2,5,4,4,3,4
Q20.2#1_12,GODSPEED1,12,Please rate your impression of the robot on these scales: - blue robot - Dislike - Like,"{""ImportId"":""QID80#1_12""}",3,4,4,3,3,3,3,3,2,4,3,3,3,4,4,1,3,3,4,3,3,5,4,5,1,4,3,4,4,4
Q20.2#1_13,GODSPEED1,13,Please rate your impression of the robot on these scales: - blue robot - Unfriendly - Friendly,"{""ImportId"":""QID80#1_13""}",3,2,4,4,4,4,3,4,3,4,3,4,2,4,3,1,4,4,3,3,5,3,4,5,3,4,3,5,4,3
Q20.2#1_14,GODSPEED1,14,Please rate your impression of the robot on these scales: - blue robot - Unkind - Kind,"{""ImportId"":""QID80#1_14""}",3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,1,3,4,3,3,5,3,4,5,3,4,4,5,2,4
Q20.2#1_15,GODSPEED1,15,Please rate your impression of the robot on these scales: - blue robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#1_15""}",3,3,4,4,4,4,3,4,4,4,3,3,4,4,5,1,3,4,4,4,5,3,4,5,1,4,4,3,4,4
Q20.2#1_16,GODSPEED1,16,Please rate your impression of the robot on these scales: - blue robot - Awful - Nice,"{""ImportId"":""QID80#1_16""}",1,3,4,3,4,4,3,4,4,4,3,3,3,4,3,1,3,3,4,4,5,4,4,5,3,4,4,4,4,2
Q20.2#1_17,GODSPEED1,17,Please rate your impression of the robot on these scales: - blue robot - Incompetent - Competent,"{""ImportId"":""QID80#1_17""}",5,5,3,3,3,3,3,5,3,4,2,2,3,3,4,1,4,4,4,2,4,4,4,5,3,4,3,3,3,4
Q20.2#1_18,GODSPEED1,18,Please rate your impression of the robot on these scales: - blue robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#1_18""}",1,5,3,2,3,3,3,4,3,4,3,2,3,3,3,1,3,4,5,2,4,4,3,5,3,4,2,3,3,4
Q20.2#1_19,GODSPEED1,19,Please rate your impression of the robot on these scales: - blue robot - Irresponsible - Responsible,"{""ImportId"":""QID80#1_19""}",3,5,3,3,4,3,3,4,4,3,3,3,2,4,4,3,3,4,3,3,4,4,3,5,3,4,3,3,4,4
Q20.2#1_20,GODSPEED1,20,Please rate your impression of the robot on these scales: - blue robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#1_20""}",3,5,3,2,3,3,3,3,3,4,2,3,2,3,4,1,3,4,3,2,3,4,4,5,2,4,4,2,3,4
Q20.2#1_21,GODSPEED1,21,Please rate your impression of the robot on these scales: - blue robot - Foolish - Sensible,"{""ImportId"":""QID80#1_21""}",3,5,2,2,3,3,3,4,4,2,2,3,4,4,4,3,3,3,3,3,5,3,4,5,2,3,3,2,4,4
Q20.2#1_22,GODSPEED1,22,Please rate your impression of the robot on these scales: - blue robot - Anxious - Relaxed,"{""ImportId"":""QID80#1_22""}",5,3,5,1,4,4,2,4,4,5,3,5,4,3,5,5,5,3,3,2,5,3,4,5,3,4,3,5,3,2
Q20.2#1_23,GODSPEED1,23,Please rate your impression of the robot on these scales: - blue robot - Agitated - Calm,"{""ImportId"":""QID80#1_23""}",4,5,5,2,4,4,2,4,4,5,5,5,4,4,5,5,5,4,4,3,5,4,4,5,3,4,5,5,3,4
Q20.2#1_24,GODSPEED1,24,Please rate your impression of the robot on these scales: - blue robot - Quiescent - Surprised,"{""ImportId"":""QID80#1_24""}",3,3,3,4,2,2,2,3,2,4,1,1,3,2,3,1,2,2,2,3,1,3,3,5,2,3,2,1,3,2
Q20.2#2_1,GODSPEED2,1,Please rate your impression of the robot on these scales: - red robot - Fake - Natrual,"{""ImportId"":""QID80#2_1""}",5,5,5,2,4,4,4,3,4,3,4,3,4,4,5,2,3,2,2,5,5,3,3,5,3,5,4,4,4,1
Q20.2#2_2,GODSPEED2,2,Please rate your impression of the robot on these scales: - red robot - Machinlike - Humnalike,"{""ImportId"":""QID80#2_2""}",1,4,2,1,4,3,4,3,3,2,3,3,4,4,4,1,2,2,2,4,1,4,3,5,1,4,3,4,3,2
Q20.2#2_3,GODSPEED2,3,Please rate your impression of the robot on these scales: - red robot - Unconscious - Conscious,"{""ImportId"":""QID80#2_3""}",1,5,4,3,4,3,3,4,4,2,1,3,3,3,4,1,2,2,1,3,5,4,3,5,1,4,5,4,3,1
Q20.2#2_4,GODSPEED2,4,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_4""}",1,4,5,2,4,3,4,4,2,2,2,1,3,2,4,1,2,2,1,3,1,3,4,5,1,4,3,4,4,2
Q20.2#2_5,GODSPEED2,5,Please rate your impression of the robot on these scales: - red robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#2_5""}",1,2,4,4,4,2,4,4,2,2,1,2,2,2,4,1,2,2,2,4,1,2,4,5,2,3,5,1,2,3
Q20.2#2_6,GODSPEED2,6,Please rate your impression of the robot on these scales: - red robot - Dead - Alive,"{""ImportId"":""QID80#2_6""}",1,3,3,3,4,3,4,3,2,1,1,2,2,2,2,1,3,3,1,2,3,3,4,5,1,4,2,4,2,1
Q20.2#2_7,GODSPEED2,7,Please rate your impression of the robot on these scales: - red robot - Stagnant - Lively,"{""ImportId"":""QID80#2_7""}",1,4,4,3,3,3,4,4,4,3,1,2,3,3,4,1,2,3,3,4,2,3,4,5,3,4,3,3,3,2
Q20.2#2_8,GODSPEED2,8,Please rate your impression of the robot on these scales: - red robot - Mechanical - Organic,"{""ImportId"":""QID80#2_8""}",1,1,3,2,4,3,4,4,2,1,1,1,3,1,3,1,2,2,1,3,1,2,3,5,1,3,2,4,3,2
Q20.2#2_9,GODSPEED2,9,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_9""}",1,2,5,2,4,3,4,3,3,1,1,1,2,2,3,1,2,2,1,3,1,2,4,5,1,4,1,4,3,2
Q20.2#2_10,GODSPEED2,10,Please rate your impression of the robot on these scales: - red robot - Inert - Interactive,"{""ImportId"":""QID80#2_10""}",1,5,4,4,3,3,4,3,5,4,3,3,3,3,4,2,3,3,3,4,3,3,4,5,2,5,4,4,3,3
Q20.2#2_11,GODSPEED2,11,Please rate your impression of the robot on these scales: - red robot - Apathetic - Responsive,"{""ImportId"":""QID80#2_11""}",1,5,5,4,4,3,4,3,5,4,3,3,4,4,4,2,4,4,4,3,5,3,4,5,2,5,4,4,4,3
Q20.2#2_12,GODSPEED2,12,Please rate your impression of the robot on these scales: - red robot - Dislike - Like,"{""ImportId"":""QID80#2_12""}",3,4,4,3,4,3,4,2,5,4,3,3,3,4,5,1,3,3,4,4,3,2,4,5,1,4,4,4,5,4
Q20.2#2_13,GODSPEED2,13,Please rate your impression of the robot on these scales: - red robot - Unfriendly - Friendly,"{""ImportId"":""QID80#2_13""}",3,5,4,2,4,4,4,3,5,4,3,4,3,4,3,1,3,4,3,3,5,3,4,5,3,4,3,4,4,3
Q20.2#2_14,GODSPEED2,14,Please rate your impression of the robot on these scales: - red robot - Unkind - Kind,"{""ImportId"":""QID80#2_14""}",3,4,4,2,4,4,4,4,5,3,3,3,3,3,3,1,3,4,3,3,5,3,4,5,3,4,4,4,2,3
Q20.2#2_15,GODSPEED2,15,Please rate your impression of the robot on these scales: - red robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#2_15""}",3,4,4,2,4,4,4,5,5,4,3,3,3,4,5,1,3,4,4,4,5,3,4,5,1,4,4,4,4,2
Q20.2#2_16,GODSPEED2,16,Please rate your impression of the robot on these scales: - red robot - Awful - Nice,"{""ImportId"":""QID80#2_16""}",1,4,4,3,4,4,4,4,5,4,3,3,2,4,3,1,3,3,4,4,5,3,4,5,3,4,4,4,4,2
Q20.2#2_17,GODSPEED2,17,Please rate your impression of the robot on these scales: - red robot - Incompetent - Competent,"{""ImportId"":""QID80#2_17""}",5,4,5,5,4,4,3,4,5,5,4,2,3,3,5,3,4,4,4,4,5,4,4,5,2,4,5,5,3,2
Q20.2#2_18,GODSPEED2,18,Please rate your impression of the robot on these scales: - red robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#2_18""}",1,5,5,4,4,4,3,4,5,5,3,2,4,4,4,2,3,4,5,4,4,4,3,5,2,4,4,5,4,3
Q20.2#2_19,GODSPEED2,19,Please rate your impression of the robot on these scales: - red robot - Irresponsible - Responsible,"{""ImportId"":""QID80#2_19""}",3,3,5,4,4,4,3,4,5,3,3,3,3,4,5,3,3,4,3,3,4,4,3,5,3,4,3,4,3,3
Q20.2#2_20,GODSPEED2,20,Please rate your impression of the robot on these scales: - red robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#2_20""}",3,5,5,4,4,4,3,4,5,4,4,3,3,3,5,1,3,4,3,4,3,4,4,5,1,4,5,5,4,2
Q20.2#2_21,GODSPEED2,21,Please rate your impression of the robot on these scales: - red robot - Foolish - Sensible,"{""ImportId"":""QID80#2_21""}",3,4,5,4,4,4,3,4,5,2,3,3,2,4,4,3,3,3,3,4,5,3,4,5,2,4,5,5,3,3
Q20.2#2_22,GODSPEED2,22,Please rate your impression of the robot on these scales: - red robot - Anxious - Relaxed,"{""ImportId"":""QID80#2_22""}",5,2,5,3,4,4,4,4,5,5,3,5,4,3,5,5,5,3,3,3,5,3,4,5,3,4,3,4,2,2
Q20.2#2_23,GODSPEED2,23,Please rate your impression of the robot on these scales: - red robot - Agitated - Calm,"{""ImportId"":""QID80#2_23""}",4,3,5,4,4,4,4,3,5,5,5,5,3,4,5,5,5,4,4,3,5,4,4,5,3,4,5,4,2,2
Q20.2#2_24,GODSPEED2,24,Please rate your impression of the robot on these scales: - red robot - Quiescent - Surprised,"{""ImportId"":""QID80#2_24""}",3,3,3,2,2,2,2,4,1,4,1,1,3,2,3,1,2,2,2,3,1,3,3,5,2,3,2,1,3,3
Q20.3_Page Submit,GODSPEED2,response_time,Timing - Page Submit,"{""ImportId"":""QID81_PAGE_SUBMIT""}",143.862,153.424,146.402,186.808,129.408,124.738,261.957,129.684,170.252,204.615,304.117,198.608,112.872,201.573,162.731,135.418,193.415,232.286,86.719,336.832,92.28,640.438,112.085,53.935,99.325,134.509,123,119.952,225.896,234.133
Q110,QID110,,Which robot would you prefer?,"{""ImportId"":""QID110""}",4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,5
Q111,QID111,"TEXT""}",Why do you prefer this robot?,"{""ImportId"":""QID111_TEXT""}","It seemed more personable.  For a robot, that is .",Red felt more human in it's responses I guess.,I agreed with it's answers more often than the blue robot. ,"The red robot seemed to make better analytical judgments. It also didn't jerk around as much when it moved, which made me feel a little more comfortable.",I think his answers were more in line with what I would have chosen and his movements were alittle more natural.,none of the lists make sense but I guess the red robot's sound better,This one was more friendly.,It seemed to think like me,"it seemed like it was giving answers that I was more apt to give and seemed to have a more likable 'personality""",Looks realistic and most of its answer were correct.,Red was right more often.,"To the best of my recollection it was just the one that seemed more likable to me, I can't really explain but it just seemed to be the one I was somewhat more at ease with","its just slightly more natural, and its answers reflect that ",In my opinion Red answered questions correctly more often. Also blue seemed more mechanical and robotic in a way that I can't quite express. Initial jerky motions when first responding maybe is what caught my attention.,I would prefer the red robot a bit more because it seems a bit more lifelike and listed things in a similar manner as I would have.,I agreed with the red robots answers more often,I agreed with the conclusions if came to more often. I think it seemed a bit more decisive on average.,The red robot seemed to select the most answers for the number one spot that showed two options in the statement. No robot can tell 2 humans how to come to a decision that needs to be arrived at by mutual consent.,it's responses were more often like mine.,because the red seems more knowledgeable and competent in my opinion,It seemed to have the more accurate responses.,It moved more smoothly and less jerky. ,I JUST AGREED MORE WITH THE ORDER THAT ROBOT PUT THINGS IN,I think this robot is more logical and friendlier.,I think blue made better decisions overall and the movements while speaking seemed less jarring to me.,It seemed to order things more logically and more similar to the speaker at the start of each video. ,It answers the questions more like I would.,It seemed smarter and more logical in a humanlike way.,"I don't know exactly, but she seemed more organized.",I think Blue was more likable. 
survey_code,survey,"code""}",survey_code,"{""ImportId"":""survey_code""}",40697619,60944512,94359058,57810958,19944423,72538009,51499727,71931548,17210807,76424685,15741254,32627293,77878458,95210998,32235274,22073863,51172172,81505354,84381386,77636083,29591556,40766661,24109583,76621106,52869933,98147554,92729580,84244264,12171301,86132637
0,red_robot,deployment,side,,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left
0,red_robot,deployment,rationality,,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational
0,blue_robot,deployment,side,,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right
0,blue_robot,deployment,rationality,,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half
