LocationLongitude,locationLongitude,,Location Longitude,"{""ImportId"":""locationLongitude""}",103.85580444336,-80.387397766113,-124.24639892578,-108.28600311279,-82.385498046875,-87.855499267578,-86.644599914551,-77.459701538086,100.46881103516,-95.177597045898,-67.39289855957,-123.33769989014,-74.992401123047,-87.870399475098,-97.843696594238,-111.98780059814,-81.346603393555,-106.89040374756,-73.910797119141,-87.259101867676,-112.04759979248,-66.61669921875,-84.854103088379,-117.67860412598,-80.674797058105,-83.050399780273,-109.34290313721,-88.830299377441,-90.168296813965,-98.013999938965
DistributionChannel,distributionChannel,,Distribution Channel,"{""ImportId"":""distributionChannel""}",anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous
UserLanguage,userLanguage,,User Language,"{""ImportId"":""userLanguage""}",EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
Q1.2,QID83,,"I am age 18 or older, I have read and understood the information above, I want to participate in this research and continue with the survey:","{""ImportId"":""QID83""}",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q1.3,gender,,To which gender identity do you most identify?,"{""ImportId"":""QID84""}",2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1
Q1.4,age,"TEXT""}",What is your age?,"{""ImportId"":""QID85_TEXT""}",33,33,64,35,42,39,60,43,29,32,26,31,23,27,22,38,26,28,27,50,37,50,27,45,28,44,29,20,34,33
Q1.5,education,,"What is the highest degree or level of school you have completed? (If 
you’re currently enrolled in school, please indicate the highest degree 
you have received.)","{""ImportId"":""QID86""}",5,2,4,5,4,3,6,5,2,2,3,5,5,3,3,5,5,5,6,3,5,5,5,5,4,3,5,2,3,5
Q2.1_1,BFI,1,I see myself as someone who is: - Is talkative,"{""ImportId"":""QID77_1""}",5,4,4,2,1,5,5,3,2,1,3,2,1,1,4,2,4,4,5,2,2,3,2,3,3,1,1,4,1,1
Q2.1_2,BFI,2,I see myself as someone who is: - Tends to find fault with others,"{""ImportId"":""QID77_2""}",1,5,1,4,1,1,3,1,1,4,3,2,2,4,4,5,1,2,1,4,1,2,4,1,3,5,4,1,1,4
Q2.1_3,BFI,3,I see myself as someone who is: - Does a thorough job,"{""ImportId"":""QID77_3""}",3,4,5,4,5,5,5,5,5,4,5,4,4,5,2,5,5,4,2,4,4,5,4,5,4,5,4,4,5,4
Q2.1_4,BFI,4,"I see myself as someone who is: - Is depressed, blue","{""ImportId"":""QID77_4""}",2,3,1,4,2,1,3,1,4,5,4,2,4,1,4,5,1,1,5,2,1,1,4,2,2,4,1,1,4,5
Q2.1_5,BFI,5,"I see myself as someone who is: - Is original, comes up with new ideas","{""ImportId"":""QID77_5""}",1,2,5,3,3,5,5,5,4,4,4,4,2,3,4,5,5,4,2,2,4,5,4,4,4,4,4,4,4,5
Q2.1_6,BFI,6,I see myself as someone who is: - Is reserved,"{""ImportId"":""QID77_6""}",2,4,3,5,5,1,2,5,4,4,4,4,5,4,1,4,1,2,3,5,3,3,4,4,3,5,5,1,5,5
Q2.1_7,BFI,7,I see myself as someone who is: - Is helpful and unselfish with others,"{""ImportId"":""QID77_7""}",2,5,4,3,4,5,4,5,2,4,5,5,4,5,2,3,4,4,5,4,4,4,3,4,3,4,2,4,5,3
Q2.1_8,BFI,8,I see myself as someone who is: - Can be somewhat careless,"{""ImportId"":""QID77_8""}",3,4,1,3,1,1,4,1,1,1,4,2,4,2,2,1,2,3,1,4,1,2,2,2,3,1,3,1,1,4
Q2.1_9,BFI,9,"I see myself as someone who is: - Is relaxed, handles stress well","{""ImportId"":""QID77_9""}",2,4,5,3,4,5,4,5,5,1,4,4,2,3,2,1,5,4,2,5,4,4,3,4,4,3,4,4,5,2
Q2.1_10,BFI,10,I see myself as someone who is: - Is curious about many different things,"{""ImportId"":""QID77_10""}",3,5,5,5,3,5,5,5,5,4,4,4,3,4,2,5,5,5,1,4,4,4,4,4,3,4,4,1,5,4
Q2.1_11,BFI,11,I see myself as someone who is: - Is full of energy,"{""ImportId"":""QID77_11""}",4,3,3,2,2,4,5,5,3,1,4,3,3,4,4,1,5,5,2,3,3,4,3,2,3,5,1,4,2,2
Q2.1_12,BFI,12,I see myself as someone who is: - Starts quarrels with others,"{""ImportId"":""QID77_12""}",5,4,1,1,1,1,3,1,2,1,2,1,1,1,3,4,1,2,5,3,1,1,2,1,2,2,2,1,5,3
Q2.1_13,BFI,13,I see myself as someone who is: - Is a reliable worker,"{""ImportId"":""QID77_13""}",3,4,5,4,5,5,5,5,4,4,5,4,5,5,4,5,5,4,4,4,4,5,4,4,4,5,4,4,5,4
Q2.1_14,BFI,14,I see myself as someone who is: - Can be tense,"{""ImportId"":""QID77_14""}",3,5,1,4,2,1,2,1,2,4,4,3,4,2,2,5,2,2,3,1,1,1,4,2,3,4,4,1,5,4
Q2.1_15,BFI,15,"I see myself as someone who is: - Is ingenious, a deep thinker","{""ImportId"":""QID77_15""}",2,5,5,4,2,5,5,5,3,4,5,3,3,2,3,5,5,4,1,3,4,4,4,5,3,4,5,4,4,5
Q2.1_16,BFI,16,I see myself as someone who is: - Generates a lot of enthusiasm,"{""ImportId"":""QID77_16""}",3,4,3,1,2,5,4,3,2,3,3,2,3,3,2,1,5,5,3,2,3,4,2,3,3,1,2,4,4,3
Q2.1_17,BFI,17,I see myself as someone who is: - Has a forgiving nature,"{""ImportId"":""QID77_17""}",1,5,2,3,3,5,4,3,4,4,5,2,1,3,4,3,5,5,3,4,4,4,3,3,4,1,2,4,4,1
Q2.1_18,BFI,18,I see myself as someone who is: - Tends to be disorganized,"{""ImportId"":""QID77_18""}",1,3,1,2,1,1,3,1,1,4,4,2,4,2,2,1,2,2,2,4,1,1,2,2,3,1,2,1,1,3
Q2.1_19,BFI,19,I see myself as someone who is: - Worries a lot,"{""ImportId"":""QID77_19""}",4,4,1,3,2,5,2,1,1,5,2,3,5,4,1,5,2,2,1,3,1,1,4,2,2,4,1,1,5,4
Q2.1_20,BFI,20,I see myself as someone who is: - Has ana active imagination,"{""ImportId"":""QID77_20""}",1,5,3,5,3,5,5,5,5,4,5,2,3,4,2,5,5,4,4,4,3,4,4,5,5,4,4,4,3,5
Q2.1_21,BFI,21,I see myself as someone who is: - Tends to be quiet,"{""ImportId"":""QID77_21""}",3,4,2,5,5,3,2,5,4,4,2,4,5,4,4,4,2,1,1,5,3,3,4,3,4,5,4,1,5,5
Q2.1_22,BFI,22,I see myself as someone who is: - Is generally trusting,"{""ImportId"":""QID77_22""}",4,5,1,3,3,5,4,3,2,4,3,4,2,1,4,3,5,4,3,4,4,4,4,4,2,1,1,4,1,2
Q2.1_23,BFI,23,I see myself as someone who is: - Tends to be lazy,"{""ImportId"":""QID77_23""}",1,4,1,3,2,1,2,1,1,2,2,2,3,1,2,4,2,2,2,4,1,1,4,2,3,1,2,1,1,2
Q2.1_24,BFI,24,"I see myself as someone who is: - Is emotionally stable, not easily upset","{""ImportId"":""QID77_24""}",4,5,5,3,4,5,4,5,5,3,4,4,2,4,4,2,5,4,2,5,1,4,3,4,3,3,2,4,2,2
Q2.1_25,BFI,25,I see myself as someone who is: - Is inventive,"{""ImportId"":""QID77_25""}",4,5,4,2,3,3,4,5,4,4,4,3,2,3,3,5,5,4,1,3,4,4,4,4,3,4,5,4,5,5
Q2.1_26,BFI,26,I see myself as someone who is: - Has an assertive personality,"{""ImportId"":""QID77_26""}",1,4,4,1,3,5,4,3,4,1,5,2,1,2,2,3,4,5,2,2,1,4,2,3,3,4,4,4,4,5
Q2.1_27,BFI,27,I see myself as someone who is: - Can be cold and aloof,"{""ImportId"":""QID77_27""}",5,3,4,4,4,1,2,3,5,5,2,3,2,1,1,3,1,2,4,3,1,1,4,3,2,3,5,1,4,5
Q2.1_28,BFI,28,I see myself as someone who is: - Preseveres until the task is finished,"{""ImportId"":""QID77_28""}",1,3,5,3,5,5,4,5,5,5,4,5,3,4,1,4,5,2,3,4,4,4,4,4,3,5,4,4,4,4
Q2.1_29,BFI,29,I see myself as someone who is: - Can be moody,"{""ImportId"":""QID77_29""}",5,3,1,2,2,1,2,1,2,4,4,2,2,2,3,5,2,2,4,2,1,2,4,2,3,3,4,1,4,4
Q2.1_30,BFI,30,"I see myself as someone who is: - Values artistic, aesthetic experiences","{""ImportId"":""QID77_30""}",1,4,4,4,4,5,3,5,4,4,4,4,4,3,3,3,5,5,2,2,3,4,4,5,4,4,5,4,4,5
Q2.1_31,BFI,31,"I see myself as someone who is: - Is sometimes shy, inhibited","{""ImportId"":""QID77_31""}",1,4,1,4,5,3,2,2,1,5,2,4,5,4,1,5,2,2,2,2,2,3,4,3,4,4,4,1,5,5
Q2.1_32,BFI,32,I see myself as someone who is: - Is considerate and kind to almost everyone,"{""ImportId"":""QID77_32""}",2,4,4,3,5,5,4,5,4,4,5,5,5,4,1,4,5,5,4,3,4,4,3,4,4,2,2,4,5,4
Q2.1_33,BFI,33,I see myself as someone who is: - Does things efficiently,"{""ImportId"":""QID77_33""}",2,3,4,4,5,5,4,3,5,4,5,4,5,5,4,5,5,4,4,3,4,4,4,3,4,5,2,4,5,4
Q2.1_34,BFI,34,I see myself as someone who is: - Remains calm in tense situations,"{""ImportId"":""QID77_34""}",5,5,5,3,4,5,4,5,4,2,5,3,2,4,2,3,5,4,5,5,3,4,3,4,4,5,4,4,5,2
Q2.1_35,BFI,35,I see myself as someone who is: - Prefers work that is routine,"{""ImportId"":""QID77_35""}",1,4,3,3,4,3,2,1,2,4,2,3,5,5,1,3,4,2,2,5,1,3,4,3,2,5,4,4,4,2
Q2.1_36,BFI,36,"I see myself as someone who is: - Is outgoing, sociable","{""ImportId"":""QID77_36""}",2,4,3,2,1,5,5,3,1,1,4,3,1,3,4,1,4,5,1,2,1,3,2,3,3,1,1,4,4,1
Q2.1_37,BFI,37,I see myself as someone who is: - Is sometimes rude to others,"{""ImportId"":""QID77_37""}",1,5,1,3,3,1,3,1,2,1,2,1,1,1,4,2,1,2,4,2,1,1,3,2,3,2,4,1,2,3
Q2.1_38,BFI,38,I see myself as someone who is: - Makes plans and follows through with them,"{""ImportId"":""QID77_38""}",1,5,5,3,5,5,4,5,5,4,5,4,4,4,1,5,5,5,3,2,4,4,4,5,3,3,4,4,5,3
Q2.1_39,BFI,39,I see myself as someone who is: - Gets nervous easily,"{""ImportId"":""QID77_39""}",2,5,1,3,2,5,2,1,1,4,2,3,5,4,1,5,2,2,2,2,1,2,4,2,3,3,2,1,5,5
Q2.1_40,BFI,40,"I see myself as someone who is: - Likes to reflect, play with ideas","{""ImportId"":""QID77_40""}",4,4,5,4,3,3,4,3,4,4,4,4,3,3,4,5,5,4,2,2,4,4,4,4,5,4,5,4,2,4
Q2.1_41,BFI,41,I see myself as someone who is: - Has few artistic interests,"{""ImportId"":""QID77_41""}",4,4,1,2,2,4,3,1,2,1,2,3,3,3,3,2,1,2,3,4,2,2,2,1,1,2,1,4,4,1
Q2.1_42,BFI,42,I see myself as someone who is: - Likes to cooperate with others,"{""ImportId"":""QID77_42""}",3,4,4,3,4,5,3,5,3,4,4,5,4,4,4,4,4,4,3,2,3,4,3,3,4,3,2,4,5,2
Q2.1_43,BFI,43,I see myself as someone who is: - Is easily disracted,"{""ImportId"":""QID77_43""}",2,3,1,2,1,1,4,1,1,4,2,2,5,2,1,3,2,2,3,3,1,2,3,3,3,2,4,4,1,5
Q2.1_44,BFI,44,"I see myself as someone who is: - Is sophisticated in art, music, or literature","{""ImportId"":""QID77_44""}",4,4,5,3,4,1,3,5,2,4,4,2,3,2,3,3,5,4,3,2,3,4,4,4,5,3,5,4,2,4
Q2.2_Page Submit,BFI,response_time,Timing - Page Submit,"{""ImportId"":""QID78_PAGE_SUBMIT""}",8.116,35.925,110.274,69.426,70.049,157.363,97.596,97.596,121.702,64.6,118.966,51.011,85.52,88.02,271.013,135.761,90.127,70.059,20.078,92.377,332.138,100.823,698.046,260.268,172.197,73.713,121.44,130.938,548.17,114.213
Q3.1_1,NARS,1,Click to write the question text - I would feel uneasy if robots really had emotions.,"{""ImportId"":""QID88_1""}",1,4,5,4,2,1,3,1,2,3,4,4,5,4,4,3,1,2,2,4,1,3,2,4,3,2,2,3,4,5
Q3.1_2,NARS,2,Click to write the question text - Something bad might happen if robots developed into living beings.,"{""ImportId"":""QID88_2""}",5,5,5,5,2,1,3,1,3,4,5,5,5,5,4,5,1,2,2,4,1,4,3,4,4,3,2,3,5,5
Q3.1_3,NARS,3,Click to write the question text - I would feel relaxed talking with robots.,"{""ImportId"":""QID88_3""}",1,4,1,3,4,5,4,5,4,4,4,3,2,3,1,5,5,4,5,2,3,4,4,3,3,4,3,4,2,3
Q3.1_4,NARS,4,Click to write the question text - I would feel uneasy if I was given a job where I had to use robots.,"{""ImportId"":""QID88_4""}",1,4,5,3,3,1,2,1,1,5,2,2,1,2,4,1,1,2,2,2,1,2,2,2,3,2,1,2,3,2
Q3.1_5,NARS,5,"Click to write the question text - If robots had emotions, I would be able to make friends with them.","{""ImportId"":""QID88_5""}",1,2,1,1,4,3,4,5,2,4,2,4,3,3,2,4,5,4,3,2,3,3,4,1,3,3,3,3,3,1
Q3.1_6,NARS,6,Click to write the question text - I (would?) feel comforted being with robots that have emotions.,"{""ImportId"":""QID88_6""}",2,4,1,1,4,3,3,3,5,4,2,2,1,2,3,3,5,4,1,2,3,2,4,1,3,3,1,3,2,1
Q3.1_7,NARS,7,"Click to write the question text - The word ""robot"" means nothing to me.","{""ImportId"":""QID88_7""}",4,2,1,2,2,3,2,1,2,1,2,1,3,1,2,1,1,1,5,2,1,2,2,2,1,2,4,3,1,3
Q3.1_8,NARS,8,Click to write the question text - I would feel nervous operating a robot in front of other people.,"{""ImportId"":""QID88_8""}",1,2,3,3,3,1,2,1,1,5,4,2,1,2,1,1,4,2,5,2,1,2,3,3,2,3,1,3,4,2
Q3.1_9,NARS,9,Click to write the question text - I would hate the idea that robots or artificial intelligence were making judgments about things.,"{""ImportId"":""QID88_9""}",1,2,5,4,2,1,3,1,1,2,4,3,4,2,5,1,1,2,4,4,1,4,2,4,2,3,1,2,5,5
Q3.1_10,NARS,10,Click to write the question text - I would feel very nervous just standing in front of a robot.,"{""ImportId"":""QID88_10""}",1,4,3,3,2,1,2,1,1,2,2,2,2,2,4,1,1,2,1,3,1,2,2,2,2,2,1,3,5,4
Q3.1_11,NARS,11,"Click to write the question text - I feel that if I depend on robots too much, something bad might happen.","{""ImportId"":""QID88_11""}",5,3,5,5,3,1,2,1,3,2,5,3,2,2,4,2,4,2,5,3,1,2,3,5,3,3,2,3,5,4
Q3.1_12,NARS,12,Click to write the question text - I would feel paranoid talking with a robot.,"{""ImportId"":""QID88_12""}",5,4,4,4,2,1,2,1,1,2,5,2,3,2,2,1,1,2,4,4,1,2,2,3,3,2,1,3,4,2
Q3.1_13,NARS,13,Click to write the question text - I am concerned that robots would be a bad influence on children.,"{""ImportId"":""QID88_13""}",1,4,5,3,2,1,2,1,1,2,2,2,2,3,1,1,1,2,2,3,1,2,2,4,1,2,1,2,3,4
Q3.1_14,NARS,14,Click to write the question text - I feel that in the future society will be dominated by robots.,"{""ImportId"":""QID88_14""}",4,4,5,2,2,3,3,3,4,3,5,3,4,4,3,5,4,2,3,4,3,3,3,4,4,4,3,3,3,3
Q3.2_Page Submit,NARS,response_time,Timing - Page Submit,"{""ImportId"":""QID89_PAGE_SUBMIT""}",35.188,45.033,69.446,44.314,34.559,42.66,51.057,44.171,52.131,162.665,81.284,54.984,51.747,261.319,12.89,57.61,50.931,26.099,27.372,61.885,108.731,67.051,61.438,316.588,286.867,70.019,73.25,53.166,56.814,69.752
Q5.1,QID94,,Which robot do you agree with?,"{""ImportId"":""QID94""}",2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2
Q5.2_Page Submit,QID94,response_time,Timing - Page Submit,"{""ImportId"":""QID95_PAGE_SUBMIT""}",42.26,2.323,7.431,7.82,5.812,3.104,6.341,4.29,2.331,2.748,5.557,9.075,9.035,7.289,2.696,5.364,3.134,3.287,3.198,4.852,8.571,2.511,6.501,22.574,2.369,3.672,7.326,3.565,15.323,3.887
Q7.1,QID96,,Which robot do you agree with?,"{""ImportId"":""QID96""}",2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2
Q7.2_Page Submit,QID96,response_time,Timing - Page Submit,"{""ImportId"":""QID97_PAGE_SUBMIT""}",9.406,2.531,4.709,2.153,1.415,1.05,2.073,1.295,1.633,1.768,2.456,0.951,2.697,2.005,1.084,2.045,1.465,2.517,2.079,3.001,3.466,2.182,2.106,4.235,2.225,1.569,2.827,2.899,6.556,1.288
Q8.1,trap_question,,What does Liz enjoy doing?,"{""ImportId"":""QID92""}",4,4,3,4,4,3,5,4,4,1,1,4,1,4,4,4,4,4,2,4,4,4,4,1,4,4,4,1,4,4
Q8.2_Page Submit,QID92,response_time,Timing - Page Submit,"{""ImportId"":""QID93_PAGE_SUBMIT""}",30.917,49.488,16.774,7.417,11.005,34.314,46.119,23.801,20.814,30.108,9.751,19.853,35.92,5.056,12.508,18.835,5.66,8.191,11.387,18.67,18.095,19.242,14.742,22.189,33.555,5.766,21.862,17.889,28.507,8.73
Q10.1,QID98,,Which robot do you agree with?,"{""ImportId"":""QID98""}",2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2
Q10.2_Page Submit,QID98,response_time,Timing - Page Submit,"{""ImportId"":""QID99_PAGE_SUBMIT""}",13.12,4.842,3.273,1.915,1.213,1.896,1.731,2.852,1.269,1.671,1.179,1.463,2.927,2.193,1.445,2.891,2.681,1.305,1.248,3.934,9.882,167.318,1.734,1.938,1.052,2.332,2.542,5.872,2.289,2.136
Q12.1,QID100,,Which robot do you agree with?,"{""ImportId"":""QID100""}",2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2
Q12.2_Page Submit,QID100,response_time,Timing - Page Submit,"{""ImportId"":""QID101_PAGE_SUBMIT""}",2.173,3.552,3.658,1.385,1.029,3.279,1.546,1.287,1.219,1.563,1.619,0.986,2.141,1.515,0.621,1.426,1.877,1.961,1.681,2.963,2.76,58.317,1.358,2.206,0.996,1.573,2.541,2.378,1.765,1.377
Q14.1,QID102,,Which robot do you agree with?,"{""ImportId"":""QID102""}",2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2
Q14.2_Page Submit,QID102,response_time,Timing - Page Submit,"{""ImportId"":""QID103_PAGE_SUBMIT""}",1.651,2.181,4.47,1.813,1.3,1.496,1.889,1.53,1.126,1.768,1.926,1.102,2.101,1.602,0.907,1.205,2.303,2.063,1.966,2.93,2.604,1.982,1.142,1.486,4.311,1.819,3.374,2.879,1.351,1.664
Q16.1,QID104,,Which robot DON'T you agree with?,"{""ImportId"":""QID104""}",1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1
Q16.2_Page Submit,QID104,response_time,Timing - Page Submit,"{""ImportId"":""QID105_PAGE_SUBMIT""}",2.782,2.459,2.959,2.873,1.029,2.675,2.082,2.806,3.603,2.248,55.657,2.654,5.89,3.547,2.167,2.648,4.468,2.448,4.237,2.919,2.161,21.408,0.962,1.255,2.93,3.894,5.259,2.716,1.944,2.49
Q18.1,QID106,,Which robot do you agree with?,"{""ImportId"":""QID106""}",2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2
Q18.2_Page Submit,QID106,response_time,Timing - Page Submit,"{""ImportId"":""QID107_PAGE_SUBMIT""}",4.935,1.58,4.512,1.66,1.385,2.455,1.808,1.99,1.354,1.331,2.518,24.525,2.961,2.734,1.379,1.846,2.951,2.106,1.784,2.931,2.532,4.994,1.426,1.714,1.922,1.829,2.782,3.07,1.308,1.292
Q19.1_6,QID90,6,For each statement choose a robot. - Which robot would you trust to manage your investments portfolio?,"{""ImportId"":""QID90_6""}",1,4,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,1,1,1
Q19.1_2,QID90,2,For each statement choose a robot. - Which robot do you think will serve as a good jury member?,"{""ImportId"":""QID90_2""}",1,4,1,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,4,1,1,1,1,1,4,4,4,1,1,1
Q19.1_7,QID90,7,For each statement choose a robot. - Which robot do you think will be a better analyst?,"{""ImportId"":""QID90_7""}",1,4,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,1,1,1
Q19.1_3,QID90,3,For each statement choose a robot. - Which robot would you like as a bartender?,"{""ImportId"":""QID90_3""}",1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,4,4,4,4,1,1,1,1,4,1,1,4,1,4,1
