,question,option,full_text,dict_text,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Q19.2_Page Submit,QID92,response_time,Timing - Page Submit,"{""ImportId"":""QID93_PAGE_SUBMIT""}",8.295,10.708,19.908,19.17,17.742,10.181,7.812,10.727,10.628,9.924,61.661,18.55,22.046,8.675,15.772,5.779,7.224,37.566,10.746,12.222,15.193,12.514,46.232,11.359,8.336,5.882,6.572,11.299,11.014,22.93
Q79#1_1,QID79#1,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 1 - Fake - Natrual,"{""ImportId"":""QID79#1_1""}",1,2,1,5,2,1,1,,1,1,4,1,3,1,5,4,2,,1,1,5,3,,3,1,4,4,1,3,
Q79#2_1,QID79#2,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 2 - Fake - Natrual,"{""ImportId"":""QID79#2_1""}",1,4,5,1,4,5,3,,1,5,3,2,3,5,4,3,2,,5,1,1,4,,3,5,3,5,5,3,
Q20.2#1_1,GODSPEED1,1,Please rate your impression of the robot on these scales: - blue robot - Fake - Natrual,"{""ImportId"":""QID80#1_1""}",1,4,1,4,3,4,2,3,1,2,3,3,3,2,5,5,2,3,4,2,4,4,4,3,3,5,5,4,2,4
Q20.2#1_2,GODSPEED1,2,Please rate your impression of the robot on these scales: - blue robot - Machinlike - Humnalike,"{""ImportId"":""QID80#1_2""}",1,3,1,3,2,4,2,1,1,3,4,4,4,1,4,4,2,3,3,2,3,2,3,3,2,5,5,4,2,2
Q20.2#1_3,GODSPEED1,3,Please rate your impression of the robot on these scales: - blue robot - Unconscious - Conscious,"{""ImportId"":""QID80#1_3""}",2,4,1,2,2,4,2,1,1,5,2,2,3,4,1,3,2,3,4,2,4,4,3,2,4,5,4,3,1,3
Q20.2#1_4,GODSPEED1,4,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_4""}",1,4,1,2,3,4,2,1,1,2,2,4,4,1,2,4,2,2,4,2,3,4,3,2,3,5,4,3,1,3
Q20.2#1_5,GODSPEED1,5,Please rate your impression of the robot on these scales: - blue robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#1_5""}",1,2,1,1,3,2,2,1,1,3,3,5,4,1,3,4,2,2,3,2,1,3,4,3,3,4,5,2,1,4
Q20.2#1_6,GODSPEED1,6,Please rate your impression of the robot on these scales: - blue robot - Dead - Alive,"{""ImportId"":""QID80#1_6""}",2,4,1,3,2,4,4,2,1,4,3,3,4,4,1,5,2,3,3,2,2,3,3,4,3,5,5,3,3,2
Q20.2#1_7,GODSPEED1,7,Please rate your impression of the robot on these scales: - blue robot - Stagnant - Lively,"{""ImportId"":""QID80#1_7""}",2,3,1,3,4,4,3,1,1,4,2,4,4,2,4,5,2,2,4,2,2,3,4,4,2,5,5,3,2,3
Q20.2#1_8,GODSPEED1,8,Please rate your impression of the robot on these scales: - blue robot - Mechanical - Organic,"{""ImportId"":""QID80#1_8""}",1,4,1,2,3,3,4,1,1,2,2,4,3,1,1,4,2,2,2,2,2,4,1,2,5,4,4,1,1,2
Q20.2#1_9,GODSPEED1,9,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_9""}",1,4,1,2,3,3,2,1,1,3,3,4,4,1,1,3,2,2,3,2,2,4,1,2,1,5,5,2,2,2
Q20.2#1_10,GODSPEED1,10,Please rate your impression of the robot on these scales: - blue robot - Inert - Interactive,"{""ImportId"":""QID80#1_10""}",3,3,1,4,4,4,2,4,1,4,4,4,4,5,5,3,4,3,4,2,4,4,3,4,3,5,5,4,3,4
Q20.2#1_11,GODSPEED1,11,Please rate your impression of the robot on these scales: - blue robot - Apathetic - Responsive,"{""ImportId"":""QID80#1_11""}",4,4,1,3,4,4,4,3,1,4,2,4,4,5,5,4,4,3,4,2,4,4,3,4,4,5,4,4,4,4
Q20.2#1_12,GODSPEED1,12,Please rate your impression of the robot on these scales: - blue robot - Dislike - Like,"{""ImportId"":""QID80#1_12""}",2,4,1,4,3,4,4,1,1,5,4,3,4,3,5,5,4,4,4,2,4,4,4,2,5,5,5,3,3,5
Q20.2#1_13,GODSPEED1,13,Please rate your impression of the robot on these scales: - blue robot - Unfriendly - Friendly,"{""ImportId"":""QID80#1_13""}",3,3,3,3,4,4,4,2,1,5,3,5,4,5,5,4,4,4,3,2,4,5,4,2,3,5,5,5,4,4
Q20.2#1_14,GODSPEED1,14,Please rate your impression of the robot on these scales: - blue robot - Unkind - Kind,"{""ImportId"":""QID80#1_14""}",3,4,3,3,3,4,3,2,1,5,3,4,4,4,5,5,4,4,4,2,3,5,4,3,3,5,4,4,3,3
Q20.2#1_15,GODSPEED1,15,Please rate your impression of the robot on these scales: - blue robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#1_15""}",3,2,3,3,4,4,4,3,1,5,2,3,4,5,5,5,4,4,4,2,4,4,4,3,3,5,4,4,4,4
Q20.2#1_16,GODSPEED1,16,Please rate your impression of the robot on these scales: - blue robot - Awful - Nice,"{""ImportId"":""QID80#1_16""}",3,3,3,3,4,4,4,2,1,5,3,4,4,4,5,4,4,4,3,2,4,4,4,3,3,5,5,3,4,4
Q20.2#1_17,GODSPEED1,17,Please rate your impression of the robot on these scales: - blue robot - Incompetent - Competent,"{""ImportId"":""QID80#1_17""}",2,3,4,3,4,4,4,2,1,4,4,2,3,3,4,3,4,3,4,2,4,4,3,2,5,5,5,5,5,5
Q20.2#1_18,GODSPEED1,18,Please rate your impression of the robot on these scales: - blue robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#1_18""}",2,4,4,3,4,4,4,2,1,3,5,3,3,3,4,3,4,3,4,2,4,5,3,2,5,5,5,4,4,3
Q20.2#1_19,GODSPEED1,19,Please rate your impression of the robot on these scales: - blue robot - Irresponsible - Responsible,"{""ImportId"":""QID80#1_19""}",2,4,3,3,3,4,3,1,1,3,2,2,3,3,4,4,4,4,4,2,2,4,3,3,5,4,4,4,3,3
Q20.2#1_20,GODSPEED1,20,Please rate your impression of the robot on these scales: - blue robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#1_20""}",2,3,4,3,3,4,4,2,1,3,3,4,3,4,4,3,4,3,3,2,3,5,2,2,5,5,5,4,4,4
Q20.2#1_21,GODSPEED1,21,Please rate your impression of the robot on these scales: - blue robot - Foolish - Sensible,"{""ImportId"":""QID80#1_21""}",3,4,4,3,4,5,4,3,1,4,3,2,3,3,5,4,4,3,4,2,4,4,2,2,5,4,4,5,5,4
Q20.2#1_22,GODSPEED1,22,Please rate your impression of the robot on these scales: - blue robot - Anxious - Relaxed,"{""ImportId"":""QID80#1_22""}",4,2,5,3,3,4,4,3,1,4,4,5,3,5,4,4,4,4,5,2,2,4,3,4,3,4,5,4,3,5
Q20.2#1_23,GODSPEED1,23,Please rate your impression of the robot on these scales: - blue robot - Agitated - Calm,"{""ImportId"":""QID80#1_23""}",5,4,5,3,3,4,4,5,1,4,4,5,3,5,5,5,4,4,5,2,2,4,5,3,5,4,5,4,4,5
Q20.2#1_24,GODSPEED1,24,Please rate your impression of the robot on these scales: - blue robot - Quiescent - Surprised,"{""ImportId"":""QID80#1_24""}",2,3,1,3,2,3,2,3,1,2,2,3,4,2,1,3,3,2,2,2,1,2,4,3,2,3,5,3,2,3
Q20.2#2_1,GODSPEED2,1,Please rate your impression of the robot on these scales: - red robot - Fake - Natrual,"{""ImportId"":""QID80#2_1""}",1,2,1,2,4,3,2,1,1,4,3,3,2,2,3,3,2,3,2,1,3,2,3,3,4,2,3,2,1,3
Q20.2#2_2,GODSPEED2,2,Please rate your impression of the robot on these scales: - red robot - Machinlike - Humnalike,"{""ImportId"":""QID80#2_2""}",1,1,1,3,2,3,2,1,1,3,2,3,2,1,5,3,2,2,2,1,4,4,2,3,4,3,3,3,2,2
Q20.2#2_3,GODSPEED2,3,Please rate your impression of the robot on these scales: - red robot - Unconscious - Conscious,"{""ImportId"":""QID80#2_3""}",2,2,1,2,2,3,2,1,1,4,4,2,2,4,1,2,2,3,3,1,4,3,3,2,2,3,2,3,1,3
Q20.2#2_4,GODSPEED2,4,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_4""}",1,2,1,2,3,3,2,1,1,2,4,2,2,1,2,3,2,2,2,1,2,2,2,3,4,3,2,3,1,3
Q20.2#2_5,GODSPEED2,5,Please rate your impression of the robot on these scales: - red robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#2_5""}",1,2,1,1,3,2,2,1,1,3,4,1,2,1,3,3,2,2,2,1,1,3,4,3,4,2,3,2,2,2
Q20.2#2_6,GODSPEED2,6,Please rate your impression of the robot on these scales: - red robot - Dead - Alive,"{""ImportId"":""QID80#2_6""}",2,2,1,3,2,4,4,2,1,4,3,3,3,4,1,4,2,3,2,1,2,3,3,3,4,3,1,3,3,2
Q20.2#2_7,GODSPEED2,7,Please rate your impression of the robot on these scales: - red robot - Stagnant - Lively,"{""ImportId"":""QID80#2_7""}",2,3,1,3,4,3,2,1,1,4,4,5,2,2,4,3,2,2,2,1,2,3,3,2,4,3,3,3,2,3
Q20.2#2_8,GODSPEED2,8,Please rate your impression of the robot on these scales: - red robot - Mechanical - Organic,"{""ImportId"":""QID80#2_8""}",1,1,1,2,3,2,4,1,1,2,2,3,2,1,1,4,2,2,1,1,2,2,1,3,5,2,2,1,1,2
Q20.2#2_9,GODSPEED2,9,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_9""}",1,2,1,2,3,3,2,1,1,3,4,2,2,1,1,3,2,2,2,1,2,3,1,3,2,2,3,2,2,2
Q20.2#2_10,GODSPEED2,10,Please rate your impression of the robot on these scales: - red robot - Inert - Interactive,"{""ImportId"":""QID80#2_10""}",3,3,1,4,4,4,2,4,1,4,4,4,2,5,5,5,4,3,3,1,3,3,2,3,4,3,3,4,3,4
Q20.2#2_11,GODSPEED2,11,Please rate your impression of the robot on these scales: - red robot - Apathetic - Responsive,"{""ImportId"":""QID80#2_11""}",4,2,1,3,4,2,4,3,1,3,4,4,3,5,5,3,4,3,4,1,3,4,3,2,5,3,3,4,4,2
Q20.2#2_12,GODSPEED2,12,Please rate your impression of the robot on these scales: - red robot - Dislike - Like,"{""ImportId"":""QID80#2_12""}",2,3,1,3,3,4,4,1,1,5,4,5,3,3,4,2,4,3,3,1,3,4,3,3,3,3,2,3,2,3
Q20.2#2_13,GODSPEED2,13,Please rate your impression of the robot on these scales: - red robot - Unfriendly - Friendly,"{""ImportId"":""QID80#2_13""}",3,2,3,3,4,4,3,2,1,5,4,5,3,5,5,3,4,4,3,1,3,4,3,2,5,4,3,5,3,4
Q20.2#2_14,GODSPEED2,14,Please rate your impression of the robot on these scales: - red robot - Unkind - Kind,"{""ImportId"":""QID80#2_14""}",3,1,3,3,3,4,4,2,1,5,3,4,3,4,5,3,4,4,3,1,2,4,3,2,3,4,3,4,3,3
Q20.2#2_15,GODSPEED2,15,Please rate your impression of the robot on these scales: - red robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#2_15""}",3,2,3,3,4,4,4,3,1,5,3,5,3,5,5,2,4,4,3,1,2,4,3,3,4,4,2,4,3,4
Q20.2#2_16,GODSPEED2,16,Please rate your impression of the robot on these scales: - red robot - Awful - Nice,"{""ImportId"":""QID80#2_16""}",3,3,3,3,4,4,4,2,1,5,3,4,4,4,5,3,4,4,3,1,3,4,3,3,4,4,2,3,3,4
Q20.2#2_17,GODSPEED2,17,Please rate your impression of the robot on these scales: - red robot - Incompetent - Competent,"{""ImportId"":""QID80#2_17""}",1,3,2,3,3,2,4,2,1,4,2,4,3,4,3,2,4,2,4,1,4,3,4,3,1,2,2,2,3,4
Q20.2#2_18,GODSPEED2,18,Please rate your impression of the robot on these scales: - red robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#2_18""}",1,2,2,3,3,2,4,2,1,3,4,5,2,4,3,3,4,2,4,1,3,3,4,3,1,2,3,2,3,3
Q20.2#2_19,GODSPEED2,19,Please rate your impression of the robot on these scales: - red robot - Irresponsible - Responsible,"{""ImportId"":""QID80#2_19""}",2,2,2,3,3,2,3,1,1,3,4,4,3,3,3,4,4,3,4,1,3,3,4,2,1,3,2,2,3,3
Q20.2#2_20,GODSPEED2,20,Please rate your impression of the robot on these scales: - red robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#2_20""}",1,3,2,3,3,2,4,2,1,3,3,4,3,5,3,3,4,2,3,1,3,3,4,2,2,2,3,3,3,3
Q20.2#2_21,GODSPEED2,21,Please rate your impression of the robot on these scales: - red robot - Foolish - Sensible,"{""ImportId"":""QID80#2_21""}",3,2,2,3,3,2,4,3,1,4,3,4,3,5,4,4,4,2,4,1,3,3,4,2,2,2,2,2,4,4
Q20.2#2_22,GODSPEED2,22,Please rate your impression of the robot on these scales: - red robot - Anxious - Relaxed,"{""ImportId"":""QID80#2_22""}",4,3,5,3,3,4,4,3,1,4,2,3,2,5,4,4,4,4,2,1,2,2,3,3,3,2,3,2,3,5
Q20.2#2_23,GODSPEED2,23,Please rate your impression of the robot on these scales: - red robot - Agitated - Calm,"{""ImportId"":""QID80#2_23""}",5,1,5,3,3,4,4,5,1,4,3,3,4,5,5,3,4,4,2,1,2,2,4,3,2,2,3,3,4,5
Q20.2#2_24,GODSPEED2,24,Please rate your impression of the robot on these scales: - red robot - Quiescent - Surprised,"{""ImportId"":""QID80#2_24""}",2,2,1,3,2,3,2,3,1,2,3,3,3,2,1,3,3,2,3,1,1,2,2,3,3,3,3,3,2,3
Q20.3_Page Submit,GODSPEED2,response_time,Timing - Page Submit,"{""ImportId"":""QID81_PAGE_SUBMIT""}",99.738,135.912,127.215,147.387,153.464,168.689,129.296,170.293,41.035,158.329,182.726,283.558,219.269,108.467,390.072,52.104,473.695,171.582,267.786,72.108,176.514,129.89,187.794,30.468,154.205,69.486,79.201,140.116,172.02,326.451
Q110,QID110,,Which robot would you prefer?,"{""ImportId"":""QID110""}",5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
Q111,QID111,"TEXT""}",Why do you prefer this robot?,"{""ImportId"":""QID111_TEXT""}","Neither seemed to really be correct usually.  But the blue was more correct, or had some reasoning it seemed to the choices.",I feel like it was more responsive,The blue robot gave more logical and well-thought out (rational) responses. Thus I prefer it to give me better advice.,The way they ordered their options made more sense to me.,"The blue robot reasons more accurately. I can't see the point of having robots designed to make the same reasoning ""errors"" that humans make.",ii felt like I agreed with this robots choices more and its thinking was more like my own,He seemed to analyze things better and his answers were clearer and right most of the time.,those answers were correct,I didn't really see a difference but blue was more up to par,I like the color red better.,It seems to be more logical which robots are all about anyway,"I found the red robot to be more intelligent, and more robotic which is what I prefer. The blue one seemed calmer, and said what it felt like, and that is what scares me about robots.",It seemed more natural or human-like with the gestures it made and the words it used.,This robot seemed more intelligent as if it understood what the woman was saying more so than the red robot.  There didn't seem to be any reasoning behind what the red robot was saying.,the blue robot tends to make the same conclusions I would and the red one puts the combined conclusions in the middle.That doesn't seem logical.,Blue is clear in saying and has nice point of view.,Seems smarter,The logic that the Blue robot used to determine the correct rankings were more similar to my own than the Red robot. I found it easier to relate to the Blue robot because of this.,"Seemed more interactive, more responsive, moved more fluidly, answers were more compatible with how a person would respond",Because the way they ordered things made more sense to me,"The blue robot typically chose things in a better and more realistic order.  They didn't answer any questions, but they ordered the potential answers in a more natural way.  ",When i was thinking about the answers the blue robot always responded in the way i would.,"I got a more ""logical"" feeling from the red robot for some reason,  it was also strait to the point with its answers which isn't unlike myself",.,Blue robot's answers made more sense most of the time,It was more natural overall,This robot seemed to be a whole lot smarter and competent as well as humanlike. ,"Seemed to be more accurate with the listings and rankings, and the more intelligent the Blue robot is, the more likely I am to trust or prefer it.",The blue robot gave more logical responses.,I liked the blue over the red color. I liked this robot's selection.
survey_code,survey,"code""}",survey_code,"{""ImportId"":""survey_code""}",78170450,61512389,97488914,91497886,40243867,27370333,46337981,43705451,21480550,22811469,89631680,13730315,63702459,82088064,49900990,63571050,68606613,55954556,23607634,24981975,58615803,20362426,63463136,19906502,92509633,58370964,77535468,60387666,85356738,96326690
0,red_robot,deployment,side,,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left
0,red_robot,deployment,rationality,,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half
0,blue_robot,deployment,side,,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right
0,blue_robot,deployment,rationality,,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational
