Q2.1_1,BFI,1,I see myself as someone who is: - Is talkative,"{""ImportId"":""QID77_1""}",5,1,2,2,4,3,2,2,2,2,4,4,4,4,2,2,4,5,1,2,3,2,5,4,4,4,5,5,2,2
Q2.1_2,BFI,2,I see myself as someone who is: - Tends to find fault with others,"{""ImportId"":""QID77_2""}",1,3,2,3,2,4,2,2,3,2,4,2,4,3,4,3,5,4,4,2,4,3,4,4,1,3,2,5,1,1
Q2.1_3,BFI,3,I see myself as someone who is: - Does a thorough job,"{""ImportId"":""QID77_3""}",5,5,4,4,5,5,4,5,4,4,2,4,5,5,4,4,5,4,2,5,4,3,4,5,5,5,4,4,5,4
Q2.1_4,BFI,4,"I see myself as someone who is: - Is depressed, blue","{""ImportId"":""QID77_4""}",1,1,2,4,1,1,2,2,2,1,4,2,1,5,5,2,2,4,4,2,2,3,2,1,3,4,1,5,1,2
Q2.1_5,BFI,5,"I see myself as someone who is: - Is original, comes up with new ideas","{""ImportId"":""QID77_5""}",5,4,4,3,3,5,3,5,3,5,5,4,4,4,4,5,4,4,2,3,5,2,4,4,5,5,4,4,4,4
Q2.1_6,BFI,6,I see myself as someone who is: - Is reserved,"{""ImportId"":""QID77_6""}",1,3,4,4,2,3,4,5,3,4,3,4,4,4,5,4,2,3,5,4,4,4,1,5,3,2,3,5,5,2
Q2.1_7,BFI,7,I see myself as someone who is: - Is helpful and unselfish with others,"{""ImportId"":""QID77_7""}",5,3,3,4,5,1,4,4,4,2,4,4,5,4,2,4,5,2,2,4,3,3,5,5,5,1,5,5,5,4
Q2.1_8,BFI,8,I see myself as someone who is: - Can be somewhat careless,"{""ImportId"":""QID77_8""}",1,1,2,2,2,1,2,2,3,3,4,2,1,1,3,4,2,4,4,2,3,3,5,3,2,4,4,4,1,2
Q2.1_9,BFI,9,"I see myself as someone who is: - Is relaxed, handles stress well","{""ImportId"":""QID77_9""}",5,5,4,2,5,5,4,3,4,4,4,5,4,3,1,3,3,2,2,3,4,2,2,5,4,2,4,5,5,3
Q2.1_10,BFI,10,I see myself as someone who is: - Is curious about many different things,"{""ImportId"":""QID77_10""}",4,5,3,3,5,5,4,4,4,5,5,4,4,5,5,5,5,4,4,4,5,3,5,4,5,4,4,4,5,4
Q2.1_11,BFI,11,I see myself as someone who is: - Is full of energy,"{""ImportId"":""QID77_11""}",5,5,4,2,3,4,4,3,4,2,1,4,4,2,2,4,5,2,2,2,3,2,5,4,5,4,4,5,5,2
Q2.1_12,BFI,12,I see myself as someone who is: - Starts quarrels with others,"{""ImportId"":""QID77_12""}",1,3,2,3,5,4,2,1,2,2,4,1,1,1,3,2,5,3,2,1,2,3,1,4,1,5,1,4,1,1
Q2.1_13,BFI,13,I see myself as someone who is: - Is a reliable worker,"{""ImportId"":""QID77_13""}",5,5,4,4,5,5,4,4,4,4,4,4,5,5,4,5,5,3,4,5,4,4,2,5,5,2,4,5,5,4
Q2.1_14,BFI,14,I see myself as someone who is: - Can be tense,"{""ImportId"":""QID77_14""}",1,1,2,4,2,1,3,3,3,2,5,2,2,4,5,4,5,4,4,4,3,3,4,4,2,2,2,5,1,2
Q2.1_15,BFI,15,"I see myself as someone who is: - Is ingenious, a deep thinker","{""ImportId"":""QID77_15""}",5,4,4,2,4,5,3,5,4,5,4,4,2,4,4,4,4,3,2,2,4,3,5,2,5,5,4,5,5,3
Q2.1_16,BFI,16,I see myself as someone who is: - Generates a lot of enthusiasm,"{""ImportId"":""QID77_16""}",5,5,4,2,5,4,3,3,4,3,4,4,4,2,2,3,4,4,1,2,2,3,4,5,5,2,4,4,5,2
Q2.1_17,BFI,17,I see myself as someone who is: - Has a forgiving nature,"{""ImportId"":""QID77_17""}",5,2,4,3,4,1,4,4,4,4,5,5,2,3,1,3,2,3,2,3,3,2,4,5,5,2,5,5,5,4
Q2.1_18,BFI,18,I see myself as someone who is: - Tends to be disorganized,"{""ImportId"":""QID77_18""}",1,1,2,3,1,1,2,1,3,2,5,2,1,2,3,2,2,2,5,1,3,3,5,2,5,5,4,5,2,2
Q2.1_19,BFI,19,I see myself as someone who is: - Worries a lot,"{""ImportId"":""QID77_19""}",2,1,2,4,2,1,2,3,4,3,5,2,4,4,5,2,3,4,4,4,2,4,5,1,5,4,1,4,5,4
Q2.1_20,BFI,20,I see myself as someone who is: - Has ana active imagination,"{""ImportId"":""QID77_20""}",4,4,4,2,4,5,2,5,4,4,5,4,4,4,4,5,5,4,3,4,5,3,5,3,5,5,4,5,5,4
Q2.1_21,BFI,21,I see myself as someone who is: - Tends to be quiet,"{""ImportId"":""QID77_21""}",1,4,2,4,3,2,4,5,4,3,3,3,4,4,4,4,2,3,5,4,3,4,2,4,2,3,2,4,1,2
Q2.1_22,BFI,22,I see myself as someone who is: - Is generally trusting,"{""ImportId"":""QID77_22""}",5,1,4,4,3,1,4,4,4,2,4,4,5,2,4,3,4,4,4,4,4,3,1,1,3,4,5,5,4,2
Q2.1_23,BFI,23,I see myself as someone who is: - Tends to be lazy,"{""ImportId"":""QID77_23""}",1,1,2,5,1,1,2,3,3,3,4,2,1,4,3,2,2,4,4,2,2,3,5,4,1,5,2,5,1,2
Q2.1_24,BFI,24,"I see myself as someone who is: - Is emotionally stable, not easily upset","{""ImportId"":""QID77_24""}",5,5,4,2,5,5,4,4,4,4,1,5,4,4,1,4,3,2,2,3,5,3,1,5,2,2,4,4,5,3
Q2.1_25,BFI,25,I see myself as someone who is: - Is inventive,"{""ImportId"":""QID77_25""}",5,4,2,3,4,5,3,5,2,5,5,5,4,4,4,4,4,3,2,2,4,2,4,4,5,5,4,5,5,4
Q2.1_26,BFI,26,I see myself as someone who is: - Has an assertive personality,"{""ImportId"":""QID77_26""}",2,4,2,2,3,4,3,3,2,3,5,4,4,4,2,3,5,3,1,2,4,3,2,5,5,4,4,5,4,2
Q2.1_27,BFI,27,I see myself as someone who is: - Can be cold and aloof,"{""ImportId"":""QID77_27""}",1,3,2,4,2,5,3,3,2,2,5,2,1,4,4,4,4,4,4,2,3,3,4,4,1,2,2,4,1,2
Q2.1_28,BFI,28,I see myself as someone who is: - Preseveres until the task is finished,"{""ImportId"":""QID77_28""}",5,5,4,4,5,5,4,3,4,4,1,4,4,4,4,5,4,4,2,4,3,2,2,4,5,2,4,5,1,4
Q2.1_29,BFI,29,I see myself as someone who is: - Can be moody,"{""ImportId"":""QID77_29""}",1,2,2,4,1,1,2,3,3,2,5,2,2,2,5,4,4,4,3,4,4,2,4,2,2,5,2,5,4,2
Q2.1_30,BFI,30,"I see myself as someone who is: - Values artistic, aesthetic experiences","{""ImportId"":""QID77_30""}",5,1,4,2,4,1,2,5,3,2,5,5,2,5,4,5,5,4,4,4,4,3,5,4,5,5,4,4,4,4
Q2.1_31,BFI,31,"I see myself as someone who is: - Is sometimes shy, inhibited","{""ImportId"":""QID77_31""}",1,4,2,4,3,1,4,5,4,2,3,2,4,4,5,4,3,4,5,4,3,5,4,4,3,4,1,5,4,2
Q2.1_32,BFI,32,I see myself as someone who is: - Is considerate and kind to almost everyone,"{""ImportId"":""QID77_32""}",5,3,4,4,5,1,4,4,4,2,5,4,5,4,3,4,3,3,4,4,3,3,4,5,5,4,5,5,4,3
Q2.1_33,BFI,33,I see myself as someone who is: - Does things efficiently,"{""ImportId"":""QID77_33""}",5,5,3,4,4,5,4,5,4,4,4,4,5,5,4,4,4,3,4,5,4,3,1,5,5,5,2,5,4,4
Q2.1_34,BFI,34,I see myself as someone who is: - Remains calm in tense situations,"{""ImportId"":""QID77_34""}",5,5,4,2,4,5,3,4,3,4,4,2,4,4,1,3,5,2,2,3,5,3,2,5,4,2,4,4,4,3
Q2.1_35,BFI,35,I see myself as someone who is: - Prefers work that is routine,"{""ImportId"":""QID77_35""}",3,2,4,5,2,1,4,3,3,3,2,3,5,3,4,4,3,4,4,5,2,4,1,4,2,2,4,5,4,4
Q2.1_36,BFI,36,"I see myself as someone who is: - Is outgoing, sociable","{""ImportId"":""QID77_36""}",5,2,2,2,4,3,3,2,2,2,5,4,4,2,2,2,5,3,2,2,3,2,4,2,1,4,4,5,3,2
Q2.1_37,BFI,37,I see myself as someone who is: - Is sometimes rude to others,"{""ImportId"":""QID77_37""}",1,3,2,3,2,4,2,1,2,2,5,2,1,3,4,4,4,4,3,1,2,3,3,4,1,1,1,5,1,1
Q2.1_38,BFI,38,I see myself as someone who is: - Makes plans and follows through with them,"{""ImportId"":""QID77_38""}",5,5,3,3,5,5,4,3,3,4,4,5,4,3,4,4,4,2,2,5,4,3,1,4,2,2,4,4,5,4
Q2.1_39,BFI,39,I see myself as someone who is: - Gets nervous easily,"{""ImportId"":""QID77_39""}",1,1,3,4,2,1,2,2,4,2,2,1,4,2,5,2,3,4,4,4,2,4,4,1,5,4,1,5,4,4
Q2.1_40,BFI,40,"I see myself as someone who is: - Likes to reflect, play with ideas","{""ImportId"":""QID77_40""}",5,4,4,2,4,4,3,5,4,5,5,4,4,4,4,5,5,3,4,4,3,3,5,4,5,5,4,5,4,1
Q2.1_41,BFI,41,I see myself as someone who is: - Has few artistic interests,"{""ImportId"":""QID77_41""}",1,5,4,3,1,5,4,1,3,4,1,1,5,1,2,2,1,1,4,2,2,4,4,1,1,3,4,4,1,1
Q2.1_42,BFI,42,I see myself as someone who is: - Likes to cooperate with others,"{""ImportId"":""QID77_42""}",5,5,3,3,4,2,4,4,3,3,5,4,5,4,4,4,4,3,4,3,3,4,5,4,5,4,3,5,4,4
Q2.1_43,BFI,43,I see myself as someone who is: - Is easily disracted,"{""ImportId"":""QID77_43""}",1,1,2,3,1,1,2,2,3,3,4,2,2,2,3,4,4,5,4,2,1,4,2,4,1,4,4,5,1,2
Q2.1_44,BFI,44,"I see myself as someone who is: - Is sophisticated in art, music, or literature","{""ImportId"":""QID77_44""}",5,1,4,2,4,3,2,4,2,2,4,5,1,4,4,4,3,4,2,4,2,2,1,3,5,5,4,5,3,4
Q2.2_Page Submit,BFI,response_time,Timing - Page Submit,"{""ImportId"":""QID78_PAGE_SUBMIT""}",99.556,64.49,61.322,96.263,170.129,43.42,96.778,95.139,135.08,121.169,94.896,129.875,55.809,98.338,39.279,127.222,125.235,159.803,128.122,48.569,59.355,62.635,102.68,62.091,142.49,104.95,137.332,40.476,65.946,202.29
Q3.1_1,NARS,1,Click to write the question text - I would feel uneasy if robots really had emotions.,"{""ImportId"":""QID88_1""}",3,5,2,4,4,1,4,2,3,3,3,4,2,4,3,4,4,4,2,4,2,4,1,4,1,1,2,5,2,3
Q3.1_2,NARS,2,Click to write the question text - Something bad might happen if robots developed into living beings.,"{""ImportId"":""QID88_2""}",2,5,2,4,4,1,4,2,2,3,4,4,3,4,4,5,3,4,2,4,3,4,3,4,1,1,3,5,4,4
Q3.1_3,NARS,3,Click to write the question text - I would feel relaxed talking with robots.,"{""ImportId"":""QID88_3""}",4,1,4,2,1,5,5,4,2,3,4,4,4,3,4,3,5,4,4,2,5,3,2,2,5,1,4,4,2,2
Q3.1_4,NARS,4,Click to write the question text - I would feel uneasy if I was given a job where I had to use robots.,"{""ImportId"":""QID88_4""}",1,1,2,4,4,1,2,1,2,2,2,2,2,2,2,2,1,2,1,4,2,4,1,2,1,2,2,5,2,3
Q3.1_5,NARS,5,"Click to write the question text - If robots had emotions, I would be able to make friends with them.","{""ImportId"":""QID88_5""}",3,3,4,2,2,4,2,5,3,3,4,3,4,3,3,3,4,3,4,3,3,2,4,2,5,5,4,5,2,2
Q3.1_6,NARS,6,Click to write the question text - I (would?) feel comforted being with robots that have emotions.,"{""ImportId"":""QID88_6""}",3,1,3,2,4,3,2,5,3,3,3,2,4,3,3,2,3,3,4,2,3,2,4,2,5,4,4,4,2,2
Q3.1_7,NARS,7,"Click to write the question text - The word ""robot"" means nothing to me.","{""ImportId"":""QID88_7""}",1,1,2,2,3,1,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,3,1,2,1,3,2,3,3,2
Q3.1_8,NARS,8,Click to write the question text - I would feel nervous operating a robot in front of other people.,"{""ImportId"":""QID88_8""}",1,1,2,4,4,1,2,3,4,2,3,3,3,2,3,3,2,3,1,4,2,4,1,2,1,1,2,5,1,3
Q3.1_9,NARS,9,Click to write the question text - I would hate the idea that robots or artificial intelligence were making judgments about things.,"{""ImportId"":""QID88_9""}",1,5,3,4,3,1,3,1,3,4,1,2,2,4,2,3,3,4,2,4,2,4,2,4,1,2,3,4,1,4
Q3.1_10,NARS,10,Click to write the question text - I would feel very nervous just standing in front of a robot.,"{""ImportId"":""QID88_10""}",1,1,2,3,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,3,1,4,1,2,1,1,2,5,1,3
Q3.1_11,NARS,11,"Click to write the question text - I feel that if I depend on robots too much, something bad might happen.","{""ImportId"":""QID88_11""}",1,5,3,4,3,1,4,2,4,3,1,2,4,3,4,3,2,3,4,4,1,4,3,4,3,4,2,4,1,4
Q3.1_12,NARS,12,Click to write the question text - I would feel paranoid talking with a robot.,"{""ImportId"":""QID88_12""}",1,1,2,4,4,1,3,1,3,2,1,2,2,4,2,2,2,2,2,4,1,5,1,3,1,1,2,5,1,3
Q3.1_13,NARS,13,Click to write the question text - I am concerned that robots would be a bad influence on children.,"{""ImportId"":""QID88_13""}",1,1,3,3,3,1,2,1,2,2,1,2,2,2,2,3,1,2,2,4,1,4,1,2,1,1,2,4,1,2
Q3.1_14,NARS,14,Click to write the question text - I feel that in the future society will be dominated by robots.,"{""ImportId"":""QID88_14""}",3,4,3,3,4,2,4,3,4,3,3,3,4,2,3,4,1,2,4,1,3,3,5,3,1,4,4,5,1,4
Q3.2_Page Submit,NARS,response_time,Timing - Page Submit,"{""ImportId"":""QID89_PAGE_SUBMIT""}",47.515,35.698,33.412,77.632,23.879,121.972,131.753,48.679,65.583,62.702,61.113,35.973,37.156,74.92,25.462,101.404,118.39,289.544,51.171,48.218,371.37,28.328,80.407,55.211,49.313,110.214,90.929,22.393,38.55,111.177
Q5.1,QID94,,Which robot do you agree with?,"{""ImportId"":""QID94""}",1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Q5.2_Page Submit,QID94,response_time,Timing - Page Submit,"{""ImportId"":""QID95_PAGE_SUBMIT""}",3.379,2.636,2.215,7.655,4.021,11.707,10.233,3.966,3.469,4.827,5.242,4.232,2.701,3.777,12.083,9.19,7.532,4.823,2.678,1.857,2.927,3.415,6.49,4.61,8.218,2.419,5.79,2.826,1.444,51.508
Q7.1,QID96,,Which robot do you agree with?,"{""ImportId"":""QID96""}",1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1
Q7.2_Page Submit,QID96,response_time,Timing - Page Submit,"{""ImportId"":""QID97_PAGE_SUBMIT""}",1.72,1.715,3.007,2.462,2.432,2.819,4.052,1.616,1.09,1.222,2.199,2.007,1.476,2.202,14.559,2.953,2.25,1.968,4.306,1.517,1.428,1.041,2.875,2.68,1.94,0.957,3.8,15.524,1.294,2.119
Q8.1,trap_question,,What does Liz enjoy doing?,"{""ImportId"":""QID92""}",1,4,4,1,5,4,4,4,4,1,4,4,4,1,4,4,1,4,4,4,4,4,3,1,1,4,4,4,4,4
Q8.2_Page Submit,QID92,response_time,Timing - Page Submit,"{""ImportId"":""QID93_PAGE_SUBMIT""}",14.575,4.431,50.121,11.398,9.928,55.89,43.913,32.207,7.126,4.722,8.22,4.811,9.744,17.329,18.288,19.5,4.977,44.628,14.475,6.054,14.698,6.285,24.948,18.414,40.24,5.571,10.65,14.659,6.323,29.905
Q10.1,QID100,,Which robot do you agree with?,"{""ImportId"":""QID100""}",2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2
Q10.2_Page Submit,QID100,response_time,Timing - Page Submit,"{""ImportId"":""QID101_PAGE_SUBMIT""}",1.631,1.83,1.687,1.703,1.485,1.436,2.081,1.936,1.526,1.33,2.448,1.308,1.324,15.236,17.416,2.468,2.162,2.062,2.124,1.699,1.506,1.743,1.724,1.919,3.999,1.097,3.432,2.906,1.02,1.765
Q12.1,QID102,,Which robot do you agree with?,"{""ImportId"":""QID102""}",2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1
Q12.2_Page Submit,QID102,response_time,Timing - Page Submit,"{""ImportId"":""QID103_PAGE_SUBMIT""}",4.167,1.558,1.374,1.61,3.881,1.303,1.978,1.52,1.22,2.259,2.293,1.654,0.942,5.717,29.472,2.524,1.859,2.852,1.755,1.133,1.936,1.337,1.725,2.296,1.89,1.158,13.36,2.11,1.227,3.834
Q14.1,QID104,,Which robot do you agree with?,"{""ImportId"":""QID104""}",1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q14.2_Page Submit,QID104,response_time,Timing - Page Submit,"{""ImportId"":""QID105_PAGE_SUBMIT""}",4.393,1.919,1.056,1.598,1.747,2.674,1.727,1.46,1.007,1.253,1.492,1.663,1.935,2.098,14.155,20.593,2.33,1.936,1.455,1.74,1.453,1.392,2.325,1.651,2.269,1.27,1.846,2.556,1.295,3.022
Q16.1,QID106,,Which robot DON'T you agree with?,"{""ImportId"":""QID106""}",2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1
Q16.2_Page Submit,QID106,response_time,Timing - Page Submit,"{""ImportId"":""QID107_PAGE_SUBMIT""}",1.606,2.266,5.63,3.837,3.009,3.707,3.065,2.945,1.386,2.207,7.641,3.891,2.599,3.899,26.248,9.47,2.501,8.263,3.25,2.009,2.474,3.47,2.844,3.563,4.213,3.149,1.643,2.719,4.11,13.341
Q18.1,QID108,,Which robot do you agree with?,"{""ImportId"":""QID108""}",2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2
Q18.2_Page Submit,QID108,response_time,Timing - Page Submit,"{""ImportId"":""QID109_PAGE_SUBMIT""}",1.733,1.699,2.402,2.237,3.237,1.516,3.091,1.75,2.424,1.453,2.764,2.666,1.205,3.619,14.251,2.722,1.97,2.891,2.293,1.759,10.927,1.428,10.54,2.385,2.056,1.095,2.436,2.827,2.921,19.028
Q19.1_6,QID90,6,For each statement choose a robot. - Which robot would you trust to manage your investments portfolio?,"{""ImportId"":""QID90_6""}",1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4
Q19.1_2,QID90,2,For each statement choose a robot. - Which robot do you think will serve as a good jury member?,"{""ImportId"":""QID90_2""}",4,4,1,4,4,4,4,4,4,1,1,4,4,4,4,4,1,4,4,4,1,4,4,4,4,1,1,4,4,4
Q19.1_7,QID90,7,For each statement choose a robot. - Which robot do you think will be a better analyst?,"{""ImportId"":""QID90_7""}",1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4
Q19.1_3,QID90,3,For each statement choose a robot. - Which robot would you like as a bartender?,"{""ImportId"":""QID90_3""}",4,4,4,4,1,4,1,4,4,1,1,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,1,1,1,1
