Q2.1_13,BFI,13,I see myself as someone who is: - Is a reliable worker,"{""ImportId"":""QID77_13""}",4,4,3,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,3,4,4,5,5,4
Q2.1_14,BFI,14,I see myself as someone who is: - Can be tense,"{""ImportId"":""QID77_14""}",4,1,4,4,1,1,2,2,3,2,4,4,4,2,4,2,2,1,3,1,4,3,3,4,2,4,4,2,1,4
Q2.1_15,BFI,15,"I see myself as someone who is: - Is ingenious, a deep thinker","{""ImportId"":""QID77_15""}",5,3,3,4,4,4,3,4,4,4,4,2,4,5,5,2,3,5,4,5,3,5,3,2,3,4,4,5,4,2
Q2.1_16,BFI,16,I see myself as someone who is: - Generates a lot of enthusiasm,"{""ImportId"":""QID77_16""}",3,3,2,4,4,1,4,4,2,3,3,2,3,3,1,3,2,1,1,5,1,5,2,3,3,4,3,5,4,3
Q2.1_17,BFI,17,I see myself as someone who is: - Has a forgiving nature,"{""ImportId"":""QID77_17""}",4,4,2,3,3,4,5,5,4,4,3,1,3,3,5,3,5,1,5,4,3,3,4,4,2,4,4,5,4,3
Q2.1_18,BFI,18,I see myself as someone who is: - Tends to be disorganized,"{""ImportId"":""QID77_18""}",5,1,2,2,1,1,1,1,4,2,2,1,2,1,4,4,1,5,1,1,1,1,3,4,2,2,2,1,1,2
Q2.1_19,BFI,19,I see myself as someone who is: - Worries a lot,"{""ImportId"":""QID77_19""}",5,1,5,4,1,4,1,2,3,1,4,4,3,2,4,2,2,3,5,1,4,1,1,4,2,2,4,1,1,3
Q2.1_20,BFI,20,I see myself as someone who is: - Has ana active imagination,"{""ImportId"":""QID77_20""}",5,3,3,4,4,1,3,4,4,5,4,4,4,5,5,4,3,5,1,5,3,5,3,2,3,4,5,5,4,2
Q2.1_21,BFI,21,I see myself as someone who is: - Tends to be quiet,"{""ImportId"":""QID77_21""}",2,5,5,4,4,5,3,3,4,3,4,2,4,3,5,5,5,5,5,1,5,2,5,4,2,3,5,5,1,3
Q2.1_22,BFI,22,I see myself as someone who is: - Is generally trusting,"{""ImportId"":""QID77_22""}",4,4,2,3,4,4,5,4,3,2,2,2,4,3,2,4,5,3,4,1,1,5,4,4,2,4,4,5,2,4
Q2.1_23,BFI,23,I see myself as someone who is: - Tends to be lazy,"{""ImportId"":""QID77_23""}",4,5,3,2,1,4,1,2,2,1,1,1,2,1,2,2,1,5,1,1,1,1,3,2,2,2,1,1,1,2
Q2.1_24,BFI,24,"I see myself as someone who is: - Is emotionally stable, not easily upset","{""ImportId"":""QID77_24""}",3,5,2,4,5,4,5,4,3,4,3,2,3,5,3,4,4,2,3,5,3,5,5,2,3,4,4,5,5,3
Q2.1_25,BFI,25,I see myself as someone who is: - Is inventive,"{""ImportId"":""QID77_25""}",4,3,5,4,4,2,3,5,4,4,4,4,3,5,5,2,2,5,1,5,5,5,3,2,3,4,4,5,4,3
Q2.1_26,BFI,26,I see myself as someone who is: - Has an assertive personality,"{""ImportId"":""QID77_26""}",5,2,4,5,4,1,4,5,3,4,2,1,3,3,4,3,1,5,3,5,1,5,1,2,3,4,4,5,4,4
Q2.1_27,BFI,27,I see myself as someone who is: - Can be cold and aloof,"{""ImportId"":""QID77_27""}",2,3,3,5,4,2,1,1,3,2,3,4,3,1,4,4,1,5,2,1,4,1,3,4,2,3,2,2,1,2
Q2.1_28,BFI,28,I see myself as someone who is: - Preseveres until the task is finished,"{""ImportId"":""QID77_28""}",3,3,5,5,4,2,5,4,3,5,4,5,5,5,5,2,5,5,1,5,4,5,3,4,3,4,5,5,5,4
Q2.1_29,BFI,29,I see myself as someone who is: - Can be moody,"{""ImportId"":""QID77_29""}",4,2,4,4,2,2,1,1,3,2,4,3,3,2,1,2,2,5,3,1,1,1,2,4,3,4,4,3,2,2
Q2.1_30,BFI,30,"I see myself as someone who is: - Values artistic, aesthetic experiences","{""ImportId"":""QID77_30""}",5,4,4,5,4,2,5,4,4,5,4,5,3,4,5,3,3,5,5,5,5,4,1,2,3,4,5,5,4,3
Q2.1_31,BFI,31,"I see myself as someone who is: - Is sometimes shy, inhibited","{""ImportId"":""QID77_31""}",2,4,4,4,2,4,4,3,4,3,4,2,3,2,4,4,5,5,5,1,5,1,5,4,2,3,4,4,1,3
Q2.1_32,BFI,32,I see myself as someone who is: - Is considerate and kind to almost everyone,"{""ImportId"":""QID77_32""}",5,4,3,4,4,4,5,5,3,4,4,2,4,5,4,3,4,2,5,5,4,4,4,4,3,3,5,5,5,4
Q2.1_33,BFI,33,I see myself as someone who is: - Does things efficiently,"{""ImportId"":""QID77_33""}",4,3,4,4,5,4,5,5,3,5,4,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,3,5,5,4
Q2.1_34,BFI,34,I see myself as someone who is: - Remains calm in tense situations,"{""ImportId"":""QID77_34""}",3,5,2,4,5,2,5,5,2,4,3,4,4,5,4,2,3,5,3,5,5,5,4,2,3,4,5,5,5,4
Q2.1_35,BFI,35,I see myself as someone who is: - Prefers work that is routine,"{""ImportId"":""QID77_35""}",1,4,3,4,3,4,3,3,3,2,3,4,4,2,2,3,4,1,2,5,3,2,3,4,3,2,3,5,1,2
Q2.1_36,BFI,36,"I see myself as someone who is: - Is outgoing, sociable","{""ImportId"":""QID77_36""}",4,2,1,1,4,2,2,4,2,3,3,2,2,3,1,4,1,1,1,5,1,5,1,2,3,3,4,3,4,3
Q2.1_37,BFI,37,I see myself as someone who is: - Is sometimes rude to others,"{""ImportId"":""QID77_37""}",1,2,4,2,2,1,1,2,4,2,3,2,2,1,4,2,1,5,2,1,2,1,2,4,2,3,2,5,1,2
Q2.1_38,BFI,38,I see myself as someone who is: - Makes plans and follows through with them,"{""ImportId"":""QID77_38""}",4,4,3,4,4,2,5,5,3,5,4,5,5,5,4,4,5,1,4,5,4,5,4,4,3,4,5,5,5,3
Q2.1_39,BFI,39,I see myself as someone who is: - Gets nervous easily,"{""ImportId"":""QID77_39""}",3,3,4,2,1,2,1,4,3,2,3,4,3,2,4,4,2,2,3,1,1,1,1,2,2,2,3,2,1,3
Q2.1_40,BFI,40,"I see myself as someone who is: - Likes to reflect, play with ideas","{""ImportId"":""QID77_40""}",5,4,4,4,4,2,3,5,4,5,4,4,3,5,5,3,2,5,4,5,4,5,3,2,4,4,5,5,5,2
Q2.1_41,BFI,41,I see myself as someone who is: - Has few artistic interests,"{""ImportId"":""QID77_41""}",1,4,2,2,3,4,1,3,2,2,2,1,3,1,1,2,3,1,1,4,1,2,5,2,3,2,1,2,1,4
Q2.1_42,BFI,42,I see myself as someone who is: - Likes to cooperate with others,"{""ImportId"":""QID77_42""}",5,4,4,3,4,4,4,4,3,3,4,4,4,3,1,3,4,1,5,5,4,4,3,4,3,2,4,4,5,3
Q2.1_43,BFI,43,I see myself as someone who is: - Is easily disracted,"{""ImportId"":""QID77_43""}",3,4,3,2,2,2,1,2,3,2,2,4,2,1,1,4,2,5,1,1,2,2,2,2,2,2,3,1,1,5
Q2.1_44,BFI,44,"I see myself as someone who is: - Is sophisticated in art, music, or literature","{""ImportId"":""QID77_44""}",4,1,4,5,2,2,5,5,3,4,4,5,3,4,5,2,3,5,3,5,4,4,1,1,3,4,4,5,4,3
Q2.2_Page Submit,BFI,response_time,Timing - Page Submit,"{""ImportId"":""QID78_PAGE_SUBMIT""}",83.747,64.246,55.247,146.822,98.278,98.832,61.185,59.105,98.927,107.61,79.38,236.864,106.068,213.998,176.968,35.621,233.856,263.807,492.9,49.455,121.817,1680.957,136.619,100.612,46.682,113.036,289.857,106.644,93.417,80.734
Q3.1_1,NARS,1,Click to write the question text - I would feel uneasy if robots really had emotions.,"{""ImportId"":""QID88_1""}",5,3,3,4,3,4,3,4,2,1,4,2,3,4,4,2,4,5,4,5,2,3,3,4,5,3,5,4,4,3
Q3.1_2,NARS,2,Click to write the question text - Something bad might happen if robots developed into living beings.,"{""ImportId"":""QID88_2""}",5,4,4,4,3,4,3,3,4,1,4,4,3,5,4,3,3,5,5,5,3,4,3,4,3,2,5,4,4,4
Q3.1_3,NARS,3,Click to write the question text - I would feel relaxed talking with robots.,"{""ImportId"":""QID88_3""}",1,3,4,2,4,2,4,4,3,5,4,3,3,2,2,2,4,1,3,1,2,4,4,2,4,4,2,4,4,2
Q3.1_4,NARS,4,Click to write the question text - I would feel uneasy if I was given a job where I had to use robots.,"{""ImportId"":""QID88_4""}",4,2,5,2,1,4,2,3,2,1,2,1,3,3,2,4,2,3,2,5,1,2,1,3,4,2,3,4,1,3
Q3.1_5,NARS,5,"Click to write the question text - If robots had emotions, I would be able to make friends with them.","{""ImportId"":""QID88_5""}",1,3,4,4,4,4,3,2,3,4,3,1,3,1,4,3,3,1,4,1,1,4,4,2,3,4,3,1,3,3
Q3.1_6,NARS,6,Click to write the question text - I (would?) feel comforted being with robots that have emotions.,"{""ImportId"":""QID88_6""}",1,3,3,2,3,2,3,1,3,4,3,2,3,1,2,4,2,5,3,1,1,2,3,1,2,3,2,1,3,3
Q3.1_7,NARS,7,"Click to write the question text - The word ""robot"" means nothing to me.","{""ImportId"":""QID88_7""}",1,2,2,3,2,2,2,3,2,2,2,2,1,1,1,3,1,1,1,1,4,1,1,2,1,3,2,4,2,3
Q3.1_8,NARS,8,Click to write the question text - I would feel nervous operating a robot in front of other people.,"{""ImportId"":""QID88_8""}",4,2,2,2,2,4,2,4,3,1,4,1,3,3,2,2,3,1,3,5,3,2,1,4,3,2,3,3,5,4
Q3.1_9,NARS,9,Click to write the question text - I would hate the idea that robots or artificial intelligence were making judgments about things.,"{""ImportId"":""QID88_9""}",5,3,2,4,3,4,4,5,3,2,4,1,3,4,5,4,4,5,3,5,3,2,3,4,3,2,3,4,4,3
Q3.1_10,NARS,10,Click to write the question text - I would feel very nervous just standing in front of a robot.,"{""ImportId"":""QID88_10""}",3,2,1,2,1,2,2,4,1,1,2,1,3,3,1,3,3,1,1,5,1,2,1,2,3,2,4,4,1,3
Q3.1_11,NARS,11,"Click to write the question text - I feel that if I depend on robots too much, something bad might happen.","{""ImportId"":""QID88_11""}",4,2,3,4,2,4,2,4,4,1,4,2,3,5,4,2,2,3,3,5,3,2,1,4,3,2,5,4,4,4
Q3.1_12,NARS,12,Click to write the question text - I would feel paranoid talking with a robot.,"{""ImportId"":""QID88_12""}",4,2,4,4,1,4,2,3,3,1,2,2,3,3,2,4,3,2,2,5,4,2,1,4,4,2,3,4,2,3
Q3.1_13,NARS,13,Click to write the question text - I am concerned that robots would be a bad influence on children.,"{""ImportId"":""QID88_13""}",5,2,2,4,2,2,2,5,3,1,3,1,3,3,2,2,1,1,3,5,1,2,1,4,2,2,5,4,4,3
Q3.1_14,NARS,14,Click to write the question text - I feel that in the future society will be dominated by robots.,"{""ImportId"":""QID88_14""}",3,2,3,4,2,4,2,2,3,2,3,2,2,3,5,2,2,5,1,5,2,4,1,4,2,3,1,4,5,3
Q3.2_Page Submit,NARS,response_time,Timing - Page Submit,"{""ImportId"":""QID89_PAGE_SUBMIT""}",52.263,31.783,113.029,40.009,56.766,54.33,33.503,69.66,62.966,55.233,48.186,293.436,34.195,128.652,752.904,39.989,110.445,156.364,89.787,29.384,83.934,166.263,88.041,67.824,44.181,31.894,132.01,63.127,55.485,49.195
Q5.1,QID94,,Which robot do you agree with?,"{""ImportId"":""QID94""}",1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1
Q5.2_Page Submit,QID94,response_time,Timing - Page Submit,"{""ImportId"":""QID95_PAGE_SUBMIT""}",8.593,5.946,2.067,1.396,7.094,4.917,1.457,2.315,13.988,2.113,3.783,5.539,6.718,4.544,4.603,6.237,2.972,5.886,13.823,4.324,2.406,2.181,5.162,4.508,5.703,3.356,80.817,7.397,3.693,2.683
Q7.1,QID96,,Which robot do you agree with?,"{""ImportId"":""QID96""}",1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2
Q7.2_Page Submit,QID96,response_time,Timing - Page Submit,"{""ImportId"":""QID97_PAGE_SUBMIT""}",2.508,0.93,2.536,1.388,2.801,2.086,0.629,1.611,4.538,1.22,1.623,2.136,2.054,3.478,2.989,1.082,3.686,2.092,4.209,2.501,1.927,1.192,1.849,2.476,0.627,1.855,3.492,1.711,2.137,4.489
Q8.1,trap_question,,What does Liz enjoy doing?,"{""ImportId"":""QID92""}",3,4,4,1,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,1,1,4,3,4,4
Q8.2_Page Submit,QID92,response_time,Timing - Page Submit,"{""ImportId"":""QID93_PAGE_SUBMIT""}",21.534,3.79,6.492,19.754,20.475,21.749,3.184,13.096,30.987,18.304,28.692,14.438,13.879,6.942,19.589,6.314,21.763,26.467,27.802,320.692,13.249,2.907,15.658,18.279,9.551,8.938,9.261,21.46,9.77,3.472
Q10.1,QID100,,Which robot do you agree with?,"{""ImportId"":""QID100""}",2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2
Q10.2_Page Submit,QID100,response_time,Timing - Page Submit,"{""ImportId"":""QID101_PAGE_SUBMIT""}",1.984,0.9,1.075,1.406,2.181,2.332,0.609,1.134,2.116,1.082,2.541,2.252,1.049,1.206,2.048,2.049,1.875,2.029,9.08,2.599,1.628,1.066,1.583,1.491,1.887,1.291,4.4,1.105,3.461,5.104
Q12.1,QID102,,Which robot do you agree with?,"{""ImportId"":""QID102""}",1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1
Q12.2_Page Submit,QID102,response_time,Timing - Page Submit,"{""ImportId"":""QID103_PAGE_SUBMIT""}",1.981,1.087,2.039,1.062,2.743,1.682,0.696,1.341,2.215,0.73,2.311,1.975,2.342,1.282,1.87,1.717,2.905,2.059,3.519,2.426,2.171,0.954,1.568,3.434,0.599,1.526,72.332,1.587,2.529,1.653
Q14.1,QID106,,Which robot do you agree with?,"{""ImportId"":""QID106""}",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1
Q14.2_Page Submit,QID106,response_time,Timing - Page Submit,"{""ImportId"":""QID107_PAGE_SUBMIT""}",1.09,0.973,1.864,1.232,2.407,2.055,1.93,1.41,1.75,1.921,2.46,1.987,1.038,1.791,1.555,0.957,3.467,1.815,4.794,1.825,1.654,0.703,1.767,3.393,0.858,1.582,4.001,1.068,2.878,1.392
Q16.1,QID108,,Which robot DON'T you agree with?,"{""ImportId"":""QID108""}",2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2
Q16.2_Page Submit,QID108,response_time,Timing - Page Submit,"{""ImportId"":""QID109_PAGE_SUBMIT""}",5.12,2.234,1.747,1.156,5.035,4.171,2.195,1.213,8.715,0.689,2.063,4.974,0.98,3.384,3.023,2.455,5.032,3.164,5.925,3.012,3.981,1.793,1.451,2.114,2.842,2.893,4.698,0.991,3.903,2.945
Q18.1,QID110,,Which robot do you agree with?,"{""ImportId"":""QID110""}",2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1
Q18.2_Page Submit,QID110,response_time,Timing - Page Submit,"{""ImportId"":""QID111_PAGE_SUBMIT""}",3.916,1.152,1.52,1.194,2.446,2.322,1.427,5.934,3.638,0.78,1.683,1.804,0.946,4.668,1.928,1.381,1.732,4.233,6.903,2,2.498,1.668,2.232,3.039,1.378,1.621,3.518,1.09,3.735,1.984
Q19.1_6,QID90,6,For each statement choose a robot. - Which robot would you trust to manage your investments portfolio?,"{""ImportId"":""QID90_6""}",4,4,4,1,4,4,1,4,4,1,4,4,4,4,4,4,4,1,1,1,4,4,1,1,1,1,4,4,4,4
Q19.1_2,QID90,2,For each statement choose a robot. - Which robot do you think will serve as a good jury member?,"{""ImportId"":""QID90_2""}",4,4,4,1,4,4,1,4,4,1,4,4,4,4,4,1,1,1,4,4,4,1,1,1,1,4,4,4,4,4
Q19.1_7,QID90,7,For each statement choose a robot. - Which robot do you think will be a better analyst?,"{""ImportId"":""QID90_7""}",4,4,4,1,4,4,1,1,4,1,4,4,4,4,4,1,1,4,4,1,4,1,1,1,1,4,4,4,4,4
Q19.1_3,QID90,3,For each statement choose a robot. - Which robot would you like as a bartender?,"{""ImportId"":""QID90_3""}",4,1,4,4,4,4,4,1,1,4,4,1,1,4,1,4,4,4,1,4,4,4,4,4,1,1,4,1,1,1
