,rationality,side,robot,feature,sub_scale,meaning,answers,userID,age,gender,education
47,rational,right,red,GODSPEED1,S2,Animacy,0.16666666666666666,R_3MDyFl7SXwGlfUi,32,male,MA
48,rational,right,red,GODSPEED1,S3,Likeability,0.7,R_3MDyFl7SXwGlfUi,32,male,MA
49,rational,right,red,GODSPEED1,S4,Perceived Intelligence,0.4,R_3MDyFl7SXwGlfUi,32,male,MA
50,rational,right,red,GODSPEED1,S5,Perceived Safety,0.5,R_3MDyFl7SXwGlfUi,32,male,MA
51,half,left,blue,GODSPEED2,S1,Anthropomorphism,0.5,R_3MDyFl7SXwGlfUi,32,male,MA
52,half,left,blue,GODSPEED2,S2,Animacy,0.25,R_3MDyFl7SXwGlfUi,32,male,MA
53,half,left,blue,GODSPEED2,S3,Likeability,0.8,R_3MDyFl7SXwGlfUi,32,male,MA
54,half,left,blue,GODSPEED2,S4,Perceived Intelligence,0.4,R_3MDyFl7SXwGlfUi,32,male,MA
55,half,left,blue,GODSPEED2,S5,Perceived Safety,0.5,R_3MDyFl7SXwGlfUi,32,male,MA
56,rational,right,red,r_preference,summary,Count (Normalized) participant chose this robot,0.42857142857142855,R_3MDyFl7SXwGlfUi,32,male,MA
57,half,left,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.5714285714285714,R_3MDyFl7SXwGlfUi,32,male,MA
58,half,left,blue,q_preference,Q5.1,,2.0,R_3MDyFl7SXwGlfUi,32,male,MA
59,half,left,blue,q_preference,Q7.1,,2.0,R_3MDyFl7SXwGlfUi,32,male,MA
60,half,left,blue,q_preference,Q10.1,,2.0,R_3MDyFl7SXwGlfUi,32,male,MA
61,rational,right,red,q_preference,Q12.1,,1.0,R_3MDyFl7SXwGlfUi,32,male,MA
62,rational,right,red,q_preference,Q14.1,,1.0,R_3MDyFl7SXwGlfUi,32,male,MA
63,half,left,blue,q_preference,Q16.1,,2.0,R_3MDyFl7SXwGlfUi,32,male,MA
64,rational,right,red,q_preference,Q18.1,,1.0,R_3MDyFl7SXwGlfUi,32,male,MA
65,,,,q_preference,prefer,Which robot would you prefer?,0.0,R_3MDyFl7SXwGlfUi,32,male,MA
66,,,,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,0.0,R_3MDyFl7SXwGlfUi,32,male,MA
67,,,,q_preference,member,Which robot do you think will serve as a good jury member?,0.0,R_3MDyFl7SXwGlfUi,32,male,MA
68,,,,q_preference,analyst,Which robot do you think will be a better analyst?,0.0,R_3MDyFl7SXwGlfUi,32,male,MA
69,,,,q_preference,bartender,Which robot would you like as a bartender?,0.0,R_3MDyFl7SXwGlfUi,32,male,MA
70,half,left,blue,q_preference,summary,Count (Normalized) participant chose this robot,0.0,R_3MDyFl7SXwGlfUi,32,male,MA
71,rational,right,red,q_preference,summary,Count (Normalized) participant chose this robot,0.6,R_3MDyFl7SXwGlfUi,32,male,MA
72,rational,right,red,preference,average,,0.5142857142857142,R_3MDyFl7SXwGlfUi,32,male,MA
73,rational,right,red,preference,std,,0.12121830534626529,R_3MDyFl7SXwGlfUi,32,male,MA
74,half,left,blue,preference,average,,0.5714285714285714,R_3MDyFl7SXwGlfUi,32,male,MA
75,half,left,blue,preference,std,,0.0,R_3MDyFl7SXwGlfUi,32,male,MA
76,,,participant,NARS,S1,Situations and Interactions with Robots,0.16666666666666666,R_1oklEFUUXdXoCIs,29,male,BA
77,,,participant,NARS,S2,Social Influence of Robots,0.6,R_1oklEFUUXdXoCIs,29,male,BA
78,,,participant,NARS,S3,Emotions in Interaction with Robots,0.6666666666666666,R_1oklEFUUXdXoCIs,29,male,BA
79,,,participant,BFI,S1,Extraversion,3.0,R_1oklEFUUXdXoCIs,29,male,BA
80,,,participant,BFI,S2,Agreeableness,3.7777777777777777,R_1oklEFUUXdXoCIs,29,male,BA
81,,,participant,BFI,S3,Conscientiousness,3.7777777777777777,R_1oklEFUUXdXoCIs,29,male,BA
82,,,participant,BFI,S4,Neuroticism,2.125,R_1oklEFUUXdXoCIs,29,male,BA
83,,,participant,BFI,S5,Openness,3.3,R_1oklEFUUXdXoCIs,29,male,BA
84,rational,right,red,GODSPEED1,S1,Anthropomorphism,0.0,R_1oklEFUUXdXoCIs,29,male,BA
85,rational,right,red,GODSPEED1,S2,Animacy,0.3333333333333333,R_1oklEFUUXdXoCIs,29,male,BA
86,rational,right,red,GODSPEED1,S3,Likeability,0.0,R_1oklEFUUXdXoCIs,29,male,BA
87,rational,right,red,GODSPEED1,S4,Perceived Intelligence,0.0,R_1oklEFUUXdXoCIs,29,male,BA
88,rational,right,red,GODSPEED1,S5,Perceived Safety,0.0,R_1oklEFUUXdXoCIs,29,male,BA
89,half,left,blue,GODSPEED2,S1,Anthropomorphism,0.5,R_1oklEFUUXdXoCIs,29,male,BA
90,half,left,blue,GODSPEED2,S2,Animacy,0.5,R_1oklEFUUXdXoCIs,29,male,BA
91,half,left,blue,GODSPEED2,S3,Likeability,0.0,R_1oklEFUUXdXoCIs,29,male,BA
92,half,left,blue,GODSPEED2,S4,Perceived Intelligence,0.2,R_1oklEFUUXdXoCIs,29,male,BA
93,half,left,blue,GODSPEED2,S5,Perceived Safety,0.0,R_1oklEFUUXdXoCIs,29,male,BA
94,rational,right,red,r_preference,summary,Count (Normalized) participant chose this robot,0.14285714285714285,R_1oklEFUUXdXoCIs,29,male,BA
95,half,left,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.8571428571428571,R_1oklEFUUXdXoCIs,29,male,BA
96,half,left,blue,q_preference,Q5.1,,2.0,R_1oklEFUUXdXoCIs,29,male,BA
97,rational,right,red,q_preference,Q7.1,,1.0,R_1oklEFUUXdXoCIs,29,male,BA
98,half,left,blue,q_preference,Q10.1,,2.0,R_1oklEFUUXdXoCIs,29,male,BA
99,half,left,blue,q_preference,Q12.1,,2.0,R_1oklEFUUXdXoCIs,29,male,BA
100,half,left,blue,q_preference,Q14.1,,2.0,R_1oklEFUUXdXoCIs,29,male,BA
101,half,left,blue,q_preference,Q16.1,,2.0,R_1oklEFUUXdXoCIs,29,male,BA
102,half,left,blue,q_preference,Q18.1,,2.0,R_1oklEFUUXdXoCIs,29,male,BA
103,,,,q_preference,prefer,Which robot would you prefer?,0.0,R_1oklEFUUXdXoCIs,29,male,BA
104,,,,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,0.0,R_1oklEFUUXdXoCIs,29,male,BA
105,,,,q_preference,member,Which robot do you think will serve as a good jury member?,0.0,R_1oklEFUUXdXoCIs,29,male,BA
106,,,,q_preference,analyst,Which robot do you think will be a better analyst?,0.0,R_1oklEFUUXdXoCIs,29,male,BA
107,,,,q_preference,bartender,Which robot would you like as a bartender?,0.0,R_1oklEFUUXdXoCIs,29,male,BA
108,half,left,blue,q_preference,summary,Count (Normalized) participant chose this robot,0.2,R_1oklEFUUXdXoCIs,29,male,BA
109,rational,right,red,q_preference,summary,Count (Normalized) participant chose this robot,0.2,R_1oklEFUUXdXoCIs,29,male,BA
110,rational,right,red,preference,average,,0.17142857142857143,R_1oklEFUUXdXoCIs,29,male,BA
111,rational,right,red,preference,std,,0.04040610178208844,R_1oklEFUUXdXoCIs,29,male,BA
112,half,left,blue,preference,average,,0.5285714285714286,R_1oklEFUUXdXoCIs,29,male,BA
113,half,left,blue,preference,std,,0.46467017049401693,R_1oklEFUUXdXoCIs,29,male,BA
114,,,participant,NARS,S1,Situations and Interactions with Robots,0.75,R_bvxDNT0B8LUyW5P,46,female,HS
115,,,participant,NARS,S2,Social Influence of Robots,0.6,R_bvxDNT0B8LUyW5P,46,female,HS
116,,,participant,NARS,S3,Emotions in Interaction with Robots,0.0,R_bvxDNT0B8LUyW5P,46,female,HS
117,,,participant,BFI,S1,Extraversion,2.0,R_bvxDNT0B8LUyW5P,46,female,HS
118,,,participant,BFI,S2,Agreeableness,3.2222222222222223,R_bvxDNT0B8LUyW5P,46,female,HS
119,,,participant,BFI,S3,Conscientiousness,3.3333333333333335,R_bvxDNT0B8LUyW5P,46,female,HS
120,,,participant,BFI,S4,Neuroticism,4.0,R_bvxDNT0B8LUyW5P,46,female,HS
121,,,participant,BFI,S5,Openness,2.3,R_bvxDNT0B8LUyW5P,46,female,HS
122,rational,right,red,GODSPEED1,S1,Anthropomorphism,0.25,R_bvxDNT0B8LUyW5P,46,female,HS
123,rational,right,red,GODSPEED1,S2,Animacy,0.5833333333333334,R_bvxDNT0B8LUyW5P,46,female,HS
124,rational,right,red,GODSPEED1,S3,Likeability,0.0,R_bvxDNT0B8LUyW5P,46,female,HS
125,rational,right,red,GODSPEED1,S4,Perceived Intelligence,0.6,R_bvxDNT0B8LUyW5P,46,female,HS
126,rational,right,red,GODSPEED1,S5,Perceived Safety,0.0,R_bvxDNT0B8LUyW5P,46,female,HS
127,half,left,blue,GODSPEED2,S1,Anthropomorphism,0.25,R_bvxDNT0B8LUyW5P,46,female,HS
128,half,left,blue,GODSPEED2,S2,Animacy,0.5833333333333334,R_bvxDNT0B8LUyW5P,46,female,HS
129,half,left,blue,GODSPEED2,S3,Likeability,0.0,R_bvxDNT0B8LUyW5P,46,female,HS
130,half,left,blue,GODSPEED2,S4,Perceived Intelligence,0.6,R_bvxDNT0B8LUyW5P,46,female,HS
131,half,left,blue,GODSPEED2,S5,Perceived Safety,0.0,R_bvxDNT0B8LUyW5P,46,female,HS
132,rational,right,red,r_preference,summary,Count (Normalized) participant chose this robot,0.8571428571428571,R_bvxDNT0B8LUyW5P,46,female,HS
133,half,left,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.14285714285714285,R_bvxDNT0B8LUyW5P,46,female,HS
134,rational,right,red,q_preference,Q5.1,,1.0,R_bvxDNT0B8LUyW5P,46,female,HS
135,rational,right,red,q_preference,Q7.1,,1.0,R_bvxDNT0B8LUyW5P,46,female,HS
136,rational,right,red,q_preference,Q10.1,,1.0,R_bvxDNT0B8LUyW5P,46,female,HS
137,rational,right,red,q_preference,Q12.1,,1.0,R_bvxDNT0B8LUyW5P,46,female,HS
138,rational,right,red,q_preference,Q14.1,,1.0,R_bvxDNT0B8LUyW5P,46,female,HS
139,half,left,blue,q_preference,Q16.1,,2.0,R_bvxDNT0B8LUyW5P,46,female,HS
140,rational,right,red,q_preference,Q18.1,,1.0,R_bvxDNT0B8LUyW5P,46,female,HS
141,,,,q_preference,prefer,Which robot would you prefer?,0.0,R_bvxDNT0B8LUyW5P,46,female,HS
142,,,,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,0.0,R_bvxDNT0B8LUyW5P,46,female,HS
143,,,,q_preference,member,Which robot do you think will serve as a good jury member?,0.0,R_bvxDNT0B8LUyW5P,46,female,HS
144,,,,q_preference,analyst,Which robot do you think will be a better analyst?,0.0,R_bvxDNT0B8LUyW5P,46,female,HS
145,,,,q_preference,bartender,Which robot would you like as a bartender?,0.0,R_bvxDNT0B8LUyW5P,46,female,HS
146,half,left,blue,q_preference,summary,Count (Normalized) participant chose this robot,0.2,R_bvxDNT0B8LUyW5P,46,female,HS
147,rational,right,red,q_preference,summary,Count (Normalized) participant chose this robot,1.4,R_bvxDNT0B8LUyW5P,46,female,HS
148,rational,right,red,preference,average,,1.1285714285714286,R_bvxDNT0B8LUyW5P,46,female,HS
149,rational,right,red,preference,std,,0.3838579669298401,R_bvxDNT0B8LUyW5P,46,female,HS
150,half,left,blue,preference,average,,0.17142857142857143,R_bvxDNT0B8LUyW5P,46,female,HS
151,half,left,blue,preference,std,,0.04040610178208844,R_bvxDNT0B8LUyW5P,46,female,HS
152,,,participant,NARS,S1,Situations and Interactions with Robots,0.0,R_2w4EgoJ8AVydxdy,35,male,MA
153,,,participant,NARS,S2,Social Influence of Robots,0.2,R_2w4EgoJ8AVydxdy,35,male,MA
154,,,participant,NARS,S3,Emotions in Interaction with Robots,0.5,R_2w4EgoJ8AVydxdy,35,male,MA
155,,,participant,BFI,S1,Extraversion,3.75,R_2w4EgoJ8AVydxdy,35,male,MA
156,,,participant,BFI,S2,Agreeableness,1.4444444444444444,R_2w4EgoJ8AVydxdy,35,male,MA
157,,,participant,BFI,S3,Conscientiousness,5.0,R_2w4EgoJ8AVydxdy,35,male,MA
158,,,participant,BFI,S4,Neuroticism,1.0,R_2w4EgoJ8AVydxdy,35,male,MA
159,,,participant,BFI,S5,Openness,3.9,R_2w4EgoJ8AVydxdy,35,male,MA
160,rational,right,red,GODSPEED1,S1,Anthropomorphism,0.5,R_2w4EgoJ8AVydxdy,35,male,MA
161,rational,right,red,GODSPEED1,S2,Animacy,0.2777777777777778,R_2w4EgoJ8AVydxdy,35,male,MA
162,rational,right,red,GODSPEED1,S3,Likeability,0.2,R_2w4EgoJ8AVydxdy,35,male,MA
163,rational,right,red,GODSPEED1,S4,Perceived Intelligence,0.4,R_2w4EgoJ8AVydxdy,35,male,MA
164,rational,right,red,GODSPEED1,S5,Perceived Safety,0.3333333333333333,R_2w4EgoJ8AVydxdy,35,male,MA
165,half,left,blue,GODSPEED2,S1,Anthropomorphism,0.5,R_2w4EgoJ8AVydxdy,35,male,MA
166,half,left,blue,GODSPEED2,S2,Animacy,0.2777777777777778,R_2w4EgoJ8AVydxdy,35,male,MA
167,half,left,blue,GODSPEED2,S3,Likeability,0.2,R_2w4EgoJ8AVydxdy,35,male,MA
168,half,left,blue,GODSPEED2,S4,Perceived Intelligence,0.0,R_2w4EgoJ8AVydxdy,35,male,MA
169,half,left,blue,GODSPEED2,S5,Perceived Safety,0.3333333333333333,R_2w4EgoJ8AVydxdy,35,male,MA
170,rational,right,red,r_preference,summary,Count (Normalized) participant chose this robot,0.8571428571428571,R_2w4EgoJ8AVydxdy,35,male,MA
171,half,left,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.14285714285714285,R_2w4EgoJ8AVydxdy,35,male,MA
172,rational,right,red,q_preference,Q5.1,,1.0,R_2w4EgoJ8AVydxdy,35,male,MA
173,rational,right,red,q_preference,Q7.1,,1.0,R_2w4EgoJ8AVydxdy,35,male,MA
174,rational,right,red,q_preference,Q10.1,,1.0,R_2w4EgoJ8AVydxdy,35,male,MA
175,rational,right,red,q_preference,Q12.1,,1.0,R_2w4EgoJ8AVydxdy,35,male,MA
176,rational,right,red,q_preference,Q14.1,,1.0,R_2w4EgoJ8AVydxdy,35,male,MA
177,half,left,blue,q_preference,Q16.1,,2.0,R_2w4EgoJ8AVydxdy,35,male,MA
178,rational,right,red,q_preference,Q18.1,,1.0,R_2w4EgoJ8AVydxdy,35,male,MA
179,,,,q_preference,prefer,Which robot would you prefer?,0.0,R_2w4EgoJ8AVydxdy,35,male,MA
180,,,,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,0.0,R_2w4EgoJ8AVydxdy,35,male,MA
181,,,,q_preference,member,Which robot do you think will serve as a good jury member?,0.0,R_2w4EgoJ8AVydxdy,35,male,MA
182,,,,q_preference,analyst,Which robot do you think will be a better analyst?,0.0,R_2w4EgoJ8AVydxdy,35,male,MA
183,,,,q_preference,bartender,Which robot would you like as a bartender?,0.0,R_2w4EgoJ8AVydxdy,35,male,MA
184,half,left,blue,q_preference,summary,Count (Normalized) participant chose this robot,0.0,R_2w4EgoJ8AVydxdy,35,male,MA
185,rational,right,red,q_preference,summary,Count (Normalized) participant chose this robot,1.4,R_2w4EgoJ8AVydxdy,35,male,MA
186,rational,right,red,preference,average,,1.1285714285714286,R_2w4EgoJ8AVydxdy,35,male,MA
187,rational,right,red,preference,std,,0.3838579669298401,R_2w4EgoJ8AVydxdy,35,male,MA
188,half,left,blue,preference,average,,0.14285714285714285,R_2w4EgoJ8AVydxdy,35,male,MA
189,half,left,blue,preference,std,,0.0,R_2w4EgoJ8AVydxdy,35,male,MA
190,,,participant,NARS,S1,Situations and Interactions with Robots,0.5833333333333334,R_1qgOW38YevjYc4Y,30,male,MA
191,,,participant,NARS,S2,Social Influence of Robots,0.8,R_1qgOW38YevjYc4Y,30,male,MA
192,,,participant,NARS,S3,Emotions in Interaction with Robots,0.3333333333333333,R_1qgOW38YevjYc4Y,30,male,MA
193,,,participant,BFI,S1,Extraversion,2.625,R_1qgOW38YevjYc4Y,30,male,MA
194,,,participant,BFI,S2,Agreeableness,3.888888888888889,R_1qgOW38YevjYc4Y,30,male,MA
195,,,participant,BFI,S3,Conscientiousness,4.0,R_1qgOW38YevjYc4Y,30,male,MA
196,,,participant,BFI,S4,Neuroticism,2.25,R_1qgOW38YevjYc4Y,30,male,MA
197,,,participant,BFI,S5,Openness,2.6,R_1qgOW38YevjYc4Y,30,male,MA
198,rational,right,red,GODSPEED1,S1,Anthropomorphism,0.0,R_1qgOW38YevjYc4Y,30,male,MA
199,rational,right,red,GODSPEED1,S2,Animacy,0.8333333333333334,R_1qgOW38YevjYc4Y,30,male,MA
200,rational,right,red,GODSPEED1,S3,Likeability,0.0,R_1qgOW38YevjYc4Y,30,male,MA
201,rational,right,red,GODSPEED1,S4,Perceived Intelligence,0.0,R_1qgOW38YevjYc4Y,30,male,MA
202,rational,right,red,GODSPEED1,S5,Perceived Safety,0.0,R_1qgOW38YevjYc4Y,30,male,MA
203,half,left,blue,GODSPEED2,S1,Anthropomorphism,0.5,R_1qgOW38YevjYc4Y,30,male,MA
204,half,left,blue,GODSPEED2,S2,Animacy,0.8333333333333334,R_1qgOW38YevjYc4Y,30,male,MA
205,half,left,blue,GODSPEED2,S3,Likeability,0.2,R_1qgOW38YevjYc4Y,30,male,MA
206,half,left,blue,GODSPEED2,S4,Perceived Intelligence,0.8,R_1qgOW38YevjYc4Y,30,male,MA
207,half,left,blue,GODSPEED2,S5,Perceived Safety,0.3333333333333333,R_1qgOW38YevjYc4Y,30,male,MA
208,rational,right,red,r_preference,summary,Count (Normalized) participant chose this robot,0.42857142857142855,R_1qgOW38YevjYc4Y,30,male,MA
209,half,left,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.5714285714285714,R_1qgOW38YevjYc4Y,30,male,MA
210,rational,right,red,q_preference,Q5.1,,1.0,R_1qgOW38YevjYc4Y,30,male,MA
211,rational,right,red,q_preference,Q7.1,,1.0,R_1qgOW38YevjYc4Y,30,male,MA
212,rational,right,red,q_preference,Q10.1,,1.0,R_1qgOW38YevjYc4Y,30,male,MA
213,half,left,blue,q_preference,Q12.1,,2.0,R_1qgOW38YevjYc4Y,30,male,MA
214,half,left,blue,q_preference,Q14.1,,2.0,R_1qgOW38YevjYc4Y,30,male,MA
215,half,left,blue,q_preference,Q16.1,,2.0,R_1qgOW38YevjYc4Y,30,male,MA
216,half,left,blue,q_preference,Q18.1,,2.0,R_1qgOW38YevjYc4Y,30,male,MA
217,,,,q_preference,prefer,Which robot would you prefer?,0.0,R_1qgOW38YevjYc4Y,30,male,MA
218,,,,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,0.0,R_1qgOW38YevjYc4Y,30,male,MA
219,,,,q_preference,member,Which robot do you think will serve as a good jury member?,0.0,R_1qgOW38YevjYc4Y,30,male,MA
220,,,,q_preference,analyst,Which robot do you think will be a better analyst?,0.0,R_1qgOW38YevjYc4Y,30,male,MA
221,,,,q_preference,bartender,Which robot would you like as a bartender?,0.0,R_1qgOW38YevjYc4Y,30,male,MA
222,half,left,blue,q_preference,summary,Count (Normalized) participant chose this robot,0.2,R_1qgOW38YevjYc4Y,30,male,MA
223,rational,right,red,q_preference,summary,Count (Normalized) participant chose this robot,0.6,R_1qgOW38YevjYc4Y,30,male,MA
224,rational,right,red,preference,average,,0.5142857142857142,R_1qgOW38YevjYc4Y,30,male,MA
225,rational,right,red,preference,std,,0.12121830534626529,R_1qgOW38YevjYc4Y,30,male,MA
226,half,left,blue,preference,average,,0.3857142857142857,R_1qgOW38YevjYc4Y,30,male,MA
227,half,left,blue,preference,std,,0.26263966158357477,R_1qgOW38YevjYc4Y,30,male,MA
228,,,participant,NARS,S1,Situations and Interactions with Robots,0.16666666666666666,R_30cqnT68XKtYGfh,38,male,HS
229,,,participant,NARS,S2,Social Influence of Robots,0.5,R_30cqnT68XKtYGfh,38,male,HS
230,,,participant,NARS,S3,Emotions in Interaction with Robots,0.6666666666666666,R_30cqnT68XKtYGfh,38,male,HS
231,,,participant,BFI,S1,Extraversion,2.0,R_30cqnT68XKtYGfh,38,male,HS
232,,,participant,BFI,S2,Agreeableness,4.111111111111111,R_30cqnT68XKtYGfh,38,male,HS
233,,,participant,BFI,S3,Conscientiousness,4.0,R_30cqnT68XKtYGfh,38,male,HS
234,,,participant,BFI,S4,Neuroticism,2.5,R_30cqnT68XKtYGfh,38,male,HS
235,,,participant,BFI,S5,Openness,4.6,R_30cqnT68XKtYGfh,38,male,HS
236,rational,right,red,GODSPEED1,S1,Anthropomorphism,0.0,R_30cqnT68XKtYGfh,38,male,HS
237,rational,right,red,GODSPEED1,S2,Animacy,0.0,R_30cqnT68XKtYGfh,38,male,HS
238,rational,right,red,GODSPEED1,S3,Likeability,0.8,R_30cqnT68XKtYGfh,38,male,HS
239,rational,right,red,GODSPEED1,S4,Perceived Intelligence,0.2,R_30cqnT68XKtYGfh,38,male,HS
240,rational,right,red,GODSPEED1,S5,Perceived Safety,0.6666666666666666,R_30cqnT68XKtYGfh,38,male,HS
241,half,left,blue,GODSPEED2,S1,Anthropomorphism,0.0,R_30cqnT68XKtYGfh,38,male,HS
242,half,left,blue,GODSPEED2,S2,Animacy,0.0,R_30cqnT68XKtYGfh,38,male,HS
243,half,left,blue,GODSPEED2,S3,Likeability,0.8,R_30cqnT68XKtYGfh,38,male,HS
244,half,left,blue,GODSPEED2,S4,Perceived Intelligence,0.0,R_30cqnT68XKtYGfh,38,male,HS
245,half,left,blue,GODSPEED2,S5,Perceived Safety,0.3333333333333333,R_30cqnT68XKtYGfh,38,male,HS
246,rational,right,red,r_preference,summary,Count (Normalized) participant chose this robot,0.8571428571428571,R_30cqnT68XKtYGfh,38,male,HS
247,half,left,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.14285714285714285,R_30cqnT68XKtYGfh,38,male,HS
248,rational,right,red,q_preference,Q5.1,,1.0,R_30cqnT68XKtYGfh,38,male,HS
249,rational,right,red,q_preference,Q7.1,,1.0,R_30cqnT68XKtYGfh,38,male,HS
250,rational,right,red,q_preference,Q10.1,,1.0,R_30cqnT68XKtYGfh,38,male,HS
251,rational,right,red,q_preference,Q12.1,,1.0,R_30cqnT68XKtYGfh,38,male,HS
252,rational,right,red,q_preference,Q14.1,,1.0,R_30cqnT68XKtYGfh,38,male,HS
253,half,left,blue,q_preference,Q16.1,,2.0,R_30cqnT68XKtYGfh,38,male,HS
254,rational,right,red,q_preference,Q18.1,,1.0,R_30cqnT68XKtYGfh,38,male,HS
