Q2.1_1,BFI,1,I see myself as someone who is: - Is talkative,"{""ImportId"":""QID102_1""}",4,4,1,4,2,2,2,4,5,5,4,5,4,4,4,4,1,5,1,1,4,4,5,1,3,4,5,5,2,4
Q2.1_2,BFI,2,I see myself as someone who is: - Tends to find fault with others,"{""ImportId"":""QID102_2""}",5,2,5,4,2,2,2,4,2,1,3,1,1,3,3,4,4,2,1,3,2,2,1,1,1,2,1,2,2,3
Q2.1_3,BFI,3,I see myself as someone who is: - Does a thorough job,"{""ImportId"":""QID102_3""}",4,5,5,5,4,4,2,4,4,5,3,5,4,3,4,4,5,5,5,2,5,3,5,5,5,5,3,4,5,4
Q2.1_4,BFI,4,"I see myself as someone who is: - Is depressed, blue","{""ImportId"":""QID102_4""}",3,1,5,1,2,1,1,5,2,1,3,1,1,3,1,4,1,1,1,4,2,2,1,1,1,1,1,1,1,5
Q2.1_5,BFI,5,"I see myself as someone who is: - Is original, comes up with new ideas","{""ImportId"":""QID102_5""}",4,4,3,5,4,4,4,3,4,4,3,5,4,4,1,5,4,5,5,4,4,4,5,4,4,4,4,5,4,3
Q2.1_6,BFI,6,I see myself as someone who is: - Is reserved,"{""ImportId"":""QID102_6""}",2,3,5,4,4,4,4,4,2,1,3,1,2,3,4,4,3,1,5,5,3,5,1,5,4,1,1,2,4,4
Q2.1_7,BFI,7,I see myself as someone who is: - Is helpful and unselfish with others,"{""ImportId"":""QID102_7""}",2,2,2,5,4,5,5,5,3,5,3,5,4,3,3,4,2,5,5,4,5,3,5,4,5,5,5,4,4,3
Q2.1_8,BFI,8,I see myself as someone who is: - Can be somewhat careless,"{""ImportId"":""QID102_8""}",3,2,1,1,2,2,4,2,3,1,4,1,2,3,2,2,4,1,1,4,2,4,1,1,1,1,5,3,2,5
Q2.1_9,BFI,9,"I see myself as someone who is: - Is relaxed, handles stress well","{""ImportId"":""QID102_9""}",4,5,3,5,2,4,5,2,3,5,3,5,4,3,3,3,5,5,5,3,4,2,5,5,5,4,4,3,4,4
Q2.1_10,BFI,10,I see myself as someone who is: - Is curious about many different things,"{""ImportId"":""QID102_10""}",5,4,2,5,4,4,3,5,4,5,3,5,5,3,4,5,5,5,5,5,4,3,5,2,5,5,5,5,5,5
Q2.1_11,BFI,11,I see myself as someone who is: - Is full of energy,"{""ImportId"":""QID102_11""}",4,4,2,4,4,4,2,2,3,5,3,5,3,3,3,2,2,5,5,2,4,4,4,5,4,4,3,4,3,4
Q2.1_12,BFI,12,I see myself as someone who is: - Starts quarrels with others,"{""ImportId"":""QID102_12""}",2,1,1,1,2,2,1,1,2,1,3,1,1,3,2,1,2,1,1,2,2,4,1,1,1,1,1,2,2,3
Q2.1_13,BFI,13,I see myself as someone who is: - Is a reliable worker,"{""ImportId"":""QID102_13""}",2,5,5,5,4,4,4,5,4,5,3,5,5,3,4,4,5,5,5,2,5,2,5,5,5,5,4,5,5,5
Q2.1_14,BFI,14,I see myself as someone who is: - Can be tense,"{""ImportId"":""QID102_14""}",4,3,3,1,4,2,1,2,2,1,3,1,2,3,3,4,1,1,1,3,2,3,1,1,2,1,2,3,3,4
Q2.1_15,BFI,15,"I see myself as someone who is: - Is ingenious, a deep thinker","{""ImportId"":""QID102_15""}",1,4,1,5,4,4,3,2,3,4,3,5,4,3,4,4,3,5,5,3,3,5,4,3,5,4,5,4,4,3
Q2.1_16,BFI,16,I see myself as someone who is: - Generates a lot of enthusiasm,"{""ImportId"":""QID102_16""}",3,4,1,3,4,2,2,2,3,5,4,5,4,2,4,2,1,5,5,3,4,3,5,5,4,5,5,4,4,4
Q2.1_17,BFI,17,I see myself as someone who is: - Has a forgiving nature,"{""ImportId"":""QID102_17""}",4,2,1,3,4,5,5,5,4,5,3,4,3,3,3,2,1,5,5,1,4,4,5,5,4,5,5,4,4,3
Q2.1_18,BFI,18,I see myself as someone who is: - Tends to be disorganized,"{""ImportId"":""QID102_18""}",3,1,1,1,4,4,4,2,2,1,3,1,2,2,2,4,1,1,1,5,2,4,1,1,1,1,3,3,2,4
Q2.1_19,BFI,19,I see myself as someone who is: - Worries a lot,"{""ImportId"":""QID102_19""}",4,4,1,1,3,1,4,5,2,2,3,3,1,3,3,4,2,2,1,4,1,5,1,1,1,1,1,3,2,3
Q2.1_20,BFI,20,I see myself as someone who is: - Has ana active imagination,"{""ImportId"":""QID102_20""}",5,5,1,5,4,4,4,4,4,4,3,2,5,3,2,5,4,5,5,4,4,2,4,1,3,5,5,5,5,4
Q2.1_21,BFI,21,I see myself as someone who is: - Tends to be quiet,"{""ImportId"":""QID102_21""}",4,3,5,4,4,4,4,4,2,1,3,4,3,3,2,2,4,1,5,5,2,4,1,5,3,2,1,1,4,3
Q2.1_22,BFI,22,I see myself as someone who is: - Is generally trusting,"{""ImportId"":""QID102_22""}",5,2,1,1,4,5,5,3,4,5,3,5,2,3,4,2,1,5,5,2,4,3,4,5,4,5,4,4,4,3
Q2.1_23,BFI,23,I see myself as someone who is: - Tends to be lazy,"{""ImportId"":""QID102_23""}",4,2,1,1,2,4,2,1,3,1,3,4,2,3,3,1,1,1,1,5,2,2,1,1,1,1,3,4,2,5
Q2.1_24,BFI,24,"I see myself as someone who is: - Is emotionally stable, not easily upset","{""ImportId"":""QID102_24""}",5,3,5,5,2,2,5,2,4,5,3,2,4,3,3,3,5,5,5,3,4,2,5,5,5,4,4,3,5,3
Q2.1_25,BFI,25,I see myself as someone who is: - Is inventive,"{""ImportId"":""QID102_25""}",4,4,3,5,4,2,3,3,3,4,4,1,4,3,4,5,4,5,5,3,3,4,4,3,5,5,4,5,4,5
Q2.1_26,BFI,26,I see myself as someone who is: - Has an assertive personality,"{""ImportId"":""QID102_26""}",2,4,1,1,2,2,1,1,2,2,3,3,4,3,2,4,5,5,5,2,4,3,4,2,4,4,5,5,3,4
Q2.1_27,BFI,27,I see myself as someone who is: - Can be cold and aloof,"{""ImportId"":""QID102_27""}",4,3,5,1,2,2,4,1,2,1,3,2,2,3,3,4,4,1,1,5,1,5,1,1,2,1,3,3,2,3
Q2.1_28,BFI,28,I see myself as someone who is: - Preseveres until the task is finished,"{""ImportId"":""QID102_28""}",2,5,5,5,4,4,3,5,3,5,3,5,4,3,4,4,5,5,5,2,4,3,5,5,5,5,4,4,4,4
Q2.1_29,BFI,29,I see myself as someone who is: - Can be moody,"{""ImportId"":""QID102_29""}",4,4,1,1,2,2,1,2,2,1,3,4,2,2,2,2,1,1,1,3,2,2,1,1,2,1,4,3,3,5
Q2.1_30,BFI,30,"I see myself as someone who is: - Values artistic, aesthetic experiences","{""ImportId"":""QID102_30""}",1,5,1,5,4,2,4,5,3,5,3,4,5,4,3,5,5,5,5,4,4,4,5,3,5,4,5,5,5,3
Q2.1_31,BFI,31,"I see myself as someone who is: - Is sometimes shy, inhibited","{""ImportId"":""QID102_31""}",3,1,5,2,4,4,2,4,2,1,3,3,2,3,2,1,4,1,2,4,2,4,1,2,2,1,2,1,4,2
Q2.1_32,BFI,32,I see myself as someone who is: - Is considerate and kind to almost everyone,"{""ImportId"":""QID102_32""}",5,4,2,5,4,5,5,5,4,5,3,4,4,3,4,4,2,5,5,4,4,5,5,4,5,4,5,5,4,4
Q2.1_33,BFI,33,I see myself as someone who is: - Does things efficiently,"{""ImportId"":""QID102_33""}",3,3,5,5,4,4,4,4,5,5,3,3,4,3,3,4,4,5,5,1,4,4,5,5,5,5,3,4,5,3
Q2.1_34,BFI,34,I see myself as someone who is: - Remains calm in tense situations,"{""ImportId"":""QID102_34""}",5,5,5,5,2,4,5,4,3,5,3,4,4,3,3,4,5,4,5,3,4,3,5,5,5,5,4,4,5,4
Q2.1_35,BFI,35,I see myself as someone who is: - Prefers work that is routine,"{""ImportId"":""QID102_35""}",2,4,3,1,2,4,3,5,5,1,3,3,2,3,2,4,1,5,3,1,3,4,1,5,4,1,2,3,1,5
Q2.1_36,BFI,36,"I see myself as someone who is: - Is outgoing, sociable","{""ImportId"":""QID102_36""}",5,4,1,5,3,2,1,2,4,5,3,3,4,3,2,2,2,5,5,1,4,2,5,3,4,5,5,5,3,4
Q2.1_37,BFI,37,I see myself as someone who is: - Is sometimes rude to others,"{""ImportId"":""QID102_37""}",2,2,5,1,2,2,1,1,3,1,3,4,2,4,4,2,4,1,1,3,2,4,1,1,1,1,2,2,3,3
Q2.1_38,BFI,38,I see myself as someone who is: - Makes plans and follows through with them,"{""ImportId"":""QID102_38""}",2,5,5,5,4,4,2,4,4,5,3,5,4,3,3,3,4,5,5,1,4,2,5,5,5,4,4,3,4,5
Q2.1_39,BFI,39,I see myself as someone who is: - Gets nervous easily,"{""ImportId"":""QID102_39""}",4,1,1,1,3,2,2,5,2,1,3,4,1,3,3,2,1,1,1,3,1,3,1,1,1,1,1,2,2,4
Q2.1_40,BFI,40,"I see myself as someone who is: - Likes to reflect, play with ideas","{""ImportId"":""QID102_40""}",2,4,3,5,4,2,3,4,3,4,3,3,5,3,2,5,5,5,5,4,3,2,5,4,4,5,5,4,4,3
Q2.1_41,BFI,41,I see myself as someone who is: - Has few artistic interests,"{""ImportId"":""QID102_41""}",4,2,5,1,2,2,1,4,4,1,3,5,1,3,2,1,1,1,4,1,2,4,1,3,1,2,2,5,2,5
Q2.1_42,BFI,42,I see myself as someone who is: - Likes to cooperate with others,"{""ImportId"":""QID102_42""}",2,4,1,5,4,4,2,5,3,5,3,4,4,4,4,4,3,5,1,4,3,5,5,4,5,1,5,4,4,4
Q2.1_43,BFI,43,I see myself as someone who is: - Is easily disracted,"{""ImportId"":""QID102_43""}",4,1,1,1,2,2,2,2,4,1,3,4,2,3,3,4,1,1,1,5,2,3,1,1,1,2,2,3,2,2
Q2.1_44,BFI,44,"I see myself as someone who is: - Is sophisticated in art, music, or literature","{""ImportId"":""QID102_44""}",3,5,1,5,4,2,5,4,3,5,3,4,4,3,3,5,3,5,4,4,4,4,3,1,5,5,5,4,3,5
Q2.2_Page Submit,BFI,response_time,Timing - Page Submit,"{""ImportId"":""QID103_PAGE_SUBMIT""}",18.102,52.981,43.92,60.67,127.757,103.24,111.466,180.757,82.196,140.198,32.942,129.155,174.527,52.3,62.321,78.376,114.22,200.962,116.963,123.354,176.071,43.038,119.884,123.965,78.862,31.572,145.171,188.183,81.38,82.585
Q3.1_1,NARS,1,Click to write the question text - I would feel uneasy if robots really had emotions.,"{""ImportId"":""QID106_1""}",3,1,5,3,2,4,4,4,4,4,3,1,2,3,4,5,5,4,3,1,3,4,2,4,1,2,4,2,2,4
Q3.1_2,NARS,2,Click to write the question text - Something bad might happen if robots developed into living beings.,"{""ImportId"":""QID106_2""}",5,4,5,4,2,4,2,4,5,5,4,1,2,3,3,5,5,4,4,5,4,2,3,5,1,3,4,2,2,3
Q3.1_3,NARS,3,Click to write the question text - I would feel relaxed talking with robots.,"{""ImportId"":""QID106_3""}",4,3,1,2,4,2,2,4,3,4,3,5,3,3,3,3,4,1,2,5,2,3,4,2,5,4,3,4,4,4
Q3.1_4,NARS,4,Click to write the question text - I would feel uneasy if I was given a job where I had to use robots.,"{""ImportId"":""QID106_4""}",2,4,1,2,2,2,4,1,3,2,3,1,2,4,3,2,2,4,2,1,1,5,1,2,1,2,2,1,2,5
Q3.1_5,NARS,5,"Click to write the question text - If robots had emotions, I would be able to make friends with them.","{""ImportId"":""QID106_5""}",2,4,3,4,4,2,3,4,3,4,3,5,2,3,2,1,3,2,2,5,3,2,4,1,5,3,4,5,4,3
Q3.1_6,NARS,6,Click to write the question text - I (would?) feel comforted being with robots that have emotions.,"{""ImportId"":""QID106_6""}",5,5,1,3,4,2,2,3,2,3,3,5,2,3,4,1,1,2,1,5,2,4,3,1,5,4,3,4,4,5
Q3.1_7,NARS,7,"Click to write the question text - The word ""robot"" means nothing to me.","{""ImportId"":""QID106_7""}",4,1,1,4,2,1,1,1,2,2,3,1,1,3,3,1,1,4,1,1,1,3,1,2,3,2,2,3,3,4
Q3.1_8,NARS,8,Click to write the question text - I would feel nervous operating a robot in front of other people.,"{""ImportId"":""QID106_8""}",5,4,1,5,2,2,2,2,2,2,3,1,1,4,3,1,3,4,2,4,1,3,1,1,1,2,2,1,2,5
Q3.1_9,NARS,9,Click to write the question text - I would hate the idea that robots or artificial intelligence were making judgments about things.,"{""ImportId"":""QID106_9""}",2,2,5,4,2,2,3,3,4,4,3,1,4,3,2,3,3,4,5,1,2,5,1,4,1,2,3,2,2,2
Q3.1_10,NARS,10,Click to write the question text - I would feel very nervous just standing in front of a robot.,"{""ImportId"":""QID106_10""}",5,4,1,1,2,2,2,2,2,2,3,1,1,3,3,1,1,3,1,1,1,2,1,1,1,3,2,1,2,3
Q3.1_11,NARS,11,"Click to write the question text - I feel that if I depend on robots too much, something bad might happen.","{""ImportId"":""QID106_11""}",2,1,5,1,2,4,2,4,4,2,4,1,4,3,3,3,5,2,4,5,2,4,1,5,1,3,3,2,2,5
Q3.1_12,NARS,12,Click to write the question text - I would feel paranoid talking with a robot.,"{""ImportId"":""QID106_12""}",3,2,5,1,2,2,2,1,2,2,3,1,2,3,3,1,3,2,2,1,2,3,1,1,1,2,2,1,2,4
Q3.1_13,NARS,13,Click to write the question text - I am concerned that robots would be a bad influence on children.,"{""ImportId"":""QID106_13""}",4,1,1,1,2,2,2,1,3,3,3,1,3,4,5,1,2,3,4,1,3,5,1,2,1,2,2,2,2,3
Q3.1_14,NARS,14,Click to write the question text - I feel that in the future society will be dominated by robots.,"{""ImportId"":""QID106_14""}",5,5,5,1,2,2,3,1,3,3,4,5,2,3,4,4,2,4,4,5,1,4,1,1,1,3,3,3,3,4
Q3.2_Page Submit,NARS,response_time,Timing - Page Submit,"{""ImportId"":""QID107_PAGE_SUBMIT""}",6.712,71.138,32.868,38.974,66.38,51.69,61.815,91.749,84.885,75.895,9.762,162.54,90.787,9.748,30.129,46.058,59.362,104.225,58.873,53.384,82.281,10.871,77.241,66.538,41.486,12.616,108.038,75.743,40.374,28.033
Q5.1,QID83,,Which robot do you agree with?,"{""ImportId"":""QID83""}",1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2
Q5.2_Page Submit,QID83,response_time,Timing - Page Submit,"{""ImportId"":""QID84_PAGE_SUBMIT""}",1.501,13.381,1.393,2.046,6.295,4.644,9.275,5.876,5.466,4.964,1.656,2.93,4.538,2.109,2.556,4.84,1.586,13.225,2.268,3.583,7.576,1,3.412,2.812,9.934,2.486,26.827,16.422,9.231,11.753
Q7.1,QID85,,Which robot do you agree with?,"{""ImportId"":""QID85""}",1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1
Q7.2_Page Submit,QID85,response_time,Timing - Page Submit,"{""ImportId"":""QID86_PAGE_SUBMIT""}",1.304,1.288,1.579,1.276,3.06,2.844,1.332,2.28,1.997,2.308,1.991,1.465,3.437,1.881,2.036,2.483,2.323,3.623,2.843,1.537,7.371,0.238,2.482,1.939,2.147,1.163,5.89,4.743,1.866,1.748
Q8.1,trap_question,,What does Liz enjoy doing?,"{""ImportId"":""QID104""}",4,4,1,4,4,5,4,4,4,4,4,5,1,4,1,4,4,4,5,4,4,4,3,4,1,1,4,4,4,4
Q8.2_Page Submit,QID104,response_time,Timing - Page Submit,"{""ImportId"":""QID105_PAGE_SUBMIT""}",3.059,15.932,8.825,3.316,8.152,19.555,9.716,35.734,24.9,17.442,4.205,4.716,30.623,3.91,12.697,35.698,32.469,31.404,11.417,14.66,9.017,4.146,29.19,8.512,8.576,6.359,17.635,10.251,5.744,7.976
Q10.1,QID87,,Which robot do you agree with?,"{""ImportId"":""QID87""}",1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2
Q10.2_Page Submit,QID87,response_time,Timing - Page Submit,"{""ImportId"":""QID88_PAGE_SUBMIT""}",1.535,1.322,1.491,1.764,4.39,2.448,1.643,4.193,2.036,2.568,1.752,1.429,5.14,1.438,2.861,1.819,4.006,4.431,4.255,1.052,3.763,0.408,1.666,2.607,2.067,2.796,3.569,9.151,1.399,33.281
Q12.1,QID90,,Which robot do you agree with?,"{""ImportId"":""QID90""}",2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2
Q12.2_Page Submit,QID90,response_time,Timing - Page Submit,"{""ImportId"":""QID89_PAGE_SUBMIT""}",1.329,0.919,1.684,0.951,3.771,2.391,1.864,2.007,2.539,1.977,1.924,1.493,3.816,1.345,2.643,1.402,1.103,2.97,2.989,1.106,4.883,0.485,2.037,1.819,1.28,3.269,3.214,3.963,1.329,2.193
Q14.1,QID92,,Which robot do you agree with?,"{""ImportId"":""QID92""}",1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1
Q14.2_Page Submit,QID92,response_time,Timing - Page Submit,"{""ImportId"":""QID91_PAGE_SUBMIT""}",1.339,1.13,1.143,0.82,2.575,2.642,1.228,1.497,1.824,1.857,1.347,1.095,4.834,1.846,2.763,1.384,1.429,3.951,3.42,0.853,6.44,0.217,2.02,1.376,1.797,2.534,4.109,2.222,1.472,4.864
Q16.1,QID94,,Which robot do you DON'T agree with?,"{""ImportId"":""QID94""}",2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2
Q16.2_Page Submit,QID94,response_time,Timing - Page Submit,"{""ImportId"":""QID93_PAGE_SUBMIT""}",1.368,35.69,4.974,2.519,5.795,4.294,4.294,5.526,8.346,10.268,2.479,1.544,6.816,3.678,4.219,3.495,7.812,6.529,7.321,2.968,5.584,1.338,4.517,4.548,3.034,1.935,6.78,6.248,4.679,3.163
Q18.1,QID96,,Which robot do you agree with?,"{""ImportId"":""QID96""}",2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2
Q18.2_Page Submit,QID96,response_time,Timing - Page Submit,"{""ImportId"":""QID95_PAGE_SUBMIT""}",1.518,1.652,2.091,1.036,3.385,5.137,2.109,3.025,2.296,7.215,1.389,1.146,4.391,1.508,2.675,2.088,2.104,3.818,3.555,1.426,7.662,0.996,3.345,2.667,4.354,21.705,3.524,15.848,2.317,3.777
Q19.1_6,QID108,6,For each statement choose a robot. - Which robot would you trust to manage your investments portfolio?,"{""ImportId"":""QID108_6""}",1,1,1,1,1,1,1,4,1,4,4,1,4,4,1,1,1,1,4,1,4,4,4,4,4,4,1,4,4,4
Q19.1_2,QID108,2,For each statement choose a robot. - Which robot do you think will serve as a good jury member?,"{""ImportId"":""QID108_2""}",1,1,1,1,4,1,4,4,4,4,4,1,4,4,4,1,1,1,4,1,4,4,4,4,4,4,1,4,4,1
Q19.1_7,QID108,7,For each statement choose a robot. - Which robot do you think will be a better analyst?,"{""ImportId"":""QID108_7""}",1,4,1,1,1,1,1,4,4,4,4,1,4,4,1,1,4,1,4,1,4,4,4,4,1,1,1,4,4,1
Q19.1_3,QID108,3,For each statement choose a robot. - Which robot would you like as a bartender?,"{""ImportId"":""QID108_3""}",4,4,1,4,4,4,1,1,4,4,1,4,4,1,4,1,1,4,4,1,1,1,1,4,4,1,1,1,1,4
