,question,option,full_text,dict_text,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Q19.2_Page Submit,QID90,response_time,Timing - Page Submit,"{""ImportId"":""QID91_PAGE_SUBMIT""}",8.276,9.109,26.802,11.983,11.578,11.513,1.886,7.034,14.713,16.581,9.558,20.834,13.93,22.231,4.832,10.073,16.781,13.733,18.823,3.779,21.17,23.47,8.085,10.335,6.206,27.141,11.172,8.376,8.831,51.316
Q79#1_1,QID79#1,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 1 - Fake - Natrual,"{""ImportId"":""QID79#1_1""}",3,,,,2,,3,1,1,1,1,1,,,3,,,2,,1,1,,4,5,4,,5,2,,
Q79#2_1,QID79#2,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 2 - Fake - Natrual,"{""ImportId"":""QID79#2_1""}",3,,,,2,,4,1,2,5,5,5,,,3,,,4,2,1,5,,5,4,3,,4,4,,
Q20.2#1_1,GODSPEED1,1,Please rate your impression of the robot on these scales: - blue robot - Fake - Natrual,"{""ImportId"":""QID80#1_1""}",3,1,4,3,1,1,3,1,1,1,1,4,2,3,1,2,2,2,2,1,4,3,4,3,4,4,5,2,4,2
Q20.2#1_2,GODSPEED1,2,Please rate your impression of the robot on these scales: - blue robot - Machinlike - Humnalike,"{""ImportId"":""QID80#1_2""}",1,1,5,2,1,1,3,1,1,1,1,4,2,2,2,3,3,2,1,1,4,2,4,4,4,3,3,2,1,2
Q20.2#1_3,GODSPEED1,3,Please rate your impression of the robot on these scales: - blue robot - Unconscious - Conscious,"{""ImportId"":""QID80#1_3""}",1,2,4,3,1,1,3,1,1,3,3,3,4,2,3,4,3,3,3,1,1,1,4,4,4,3,4,3,1,2
Q20.2#1_4,GODSPEED1,4,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_4""}",1,1,3,2,1,1,3,1,1,1,1,2,2,1,2,2,2,2,1,1,4,2,4,4,4,3,2,3,2,1
Q20.2#1_5,GODSPEED1,5,Please rate your impression of the robot on these scales: - blue robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#1_5""}",1,1,4,2,1,2,3,1,2,1,1,1,2,1,2,3,2,3,2,1,2,2,4,3,4,3,2,2,2,1
Q20.2#1_6,GODSPEED1,6,Please rate your impression of the robot on these scales: - blue robot - Dead - Alive,"{""ImportId"":""QID80#1_6""}",2,1,3,2,2,1,3,1,3,3,3,2,3,2,3,3,2,2,4,1,1,3,4,3,4,3,4,3,2,2
Q20.2#1_7,GODSPEED1,7,Please rate your impression of the robot on these scales: - blue robot - Stagnant - Lively,"{""ImportId"":""QID80#1_7""}",1,1,4,2,1,3,2,1,2,2,4,1,3,4,4,4,2,3,3,1,3,2,3,5,4,3,3,3,3,2
Q20.2#1_8,GODSPEED1,8,Please rate your impression of the robot on these scales: - blue robot - Mechanical - Organic,"{""ImportId"":""QID80#1_8""}",1,1,3,1,1,1,3,1,2,1,1,1,2,2,2,1,2,3,1,1,4,1,3,2,4,4,2,2,3,2
Q20.2#1_9,GODSPEED1,9,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_9""}",1,1,3,2,1,1,2,1,2,1,1,1,2,1,1,1,4,2,1,1,3,2,3,4,4,3,3,2,1,2
Q20.2#1_10,GODSPEED1,10,Please rate your impression of the robot on these scales: - blue robot - Inert - Interactive,"{""ImportId"":""QID80#1_10""}",1,1,4,3,3,3,2,1,4,4,5,1,3,5,3,5,4,3,4,1,4,3,3,5,4,4,5,3,4,3
Q20.2#1_11,GODSPEED1,11,Please rate your impression of the robot on these scales: - blue robot - Apathetic - Responsive,"{""ImportId"":""QID80#1_11""}",1,1,3,3,2,4,3,1,4,3,5,1,4,5,3,5,4,3,4,1,5,4,4,5,4,3,5,3,4,3
Q20.2#1_12,GODSPEED1,12,Please rate your impression of the robot on these scales: - blue robot - Dislike - Like,"{""ImportId"":""QID80#1_12""}",2,1,4,3,3,2,3,1,4,3,5,3,2,3,2,4,4,2,4,1,3,4,4,5,3,4,3,2,3,3
Q20.2#1_13,GODSPEED1,13,Please rate your impression of the robot on these scales: - blue robot - Unfriendly - Friendly,"{""ImportId"":""QID80#1_13""}",3,1,3,3,4,3,3,1,4,3,5,3,3,3,3,3,4,2,3,1,4,4,4,5,4,4,4,3,4,4
Q20.2#1_14,GODSPEED1,14,Please rate your impression of the robot on these scales: - blue robot - Unkind - Kind,"{""ImportId"":""QID80#1_14""}",2,1,4,3,2,3,4,1,3,3,3,3,3,3,1,3,4,2,4,1,3,3,4,5,3,4,5,3,3,4
Q20.2#1_15,GODSPEED1,15,Please rate your impression of the robot on these scales: - blue robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#1_15""}",2,1,3,3,4,4,4,1,4,4,5,4,3,3,3,3,4,3,4,1,4,4,4,5,3,4,4,2,3,3
Q20.2#1_16,GODSPEED1,16,Please rate your impression of the robot on these scales: - blue robot - Awful - Nice,"{""ImportId"":""QID80#1_16""}",3,1,3,4,3,3,2,1,4,4,3,3,4,3,1,3,4,3,4,1,4,5,4,5,3,4,4,3,3,4
Q20.2#1_17,GODSPEED1,17,Please rate your impression of the robot on these scales: - blue robot - Incompetent - Competent,"{""ImportId"":""QID80#1_17""}",2,1,5,4,4,2,3,1,4,4,4,5,4,4,4,5,4,2,4,1,4,2,4,5,3,4,5,2,3,4
Q20.2#1_18,GODSPEED1,18,Please rate your impression of the robot on these scales: - blue robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#1_18""}",2,1,4,4,1,2,2,1,4,4,5,5,4,3,4,4,4,3,4,1,5,3,4,5,2,4,5,3,3,4
Q20.2#1_19,GODSPEED1,19,Please rate your impression of the robot on these scales: - blue robot - Irresponsible - Responsible,"{""ImportId"":""QID80#1_19""}",2,1,4,3,2,2,3,1,3,3,3,5,3,1,1,3,4,3,3,1,3,3,4,3,3,4,5,3,3,4
Q20.2#1_20,GODSPEED1,20,Please rate your impression of the robot on these scales: - blue robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#1_20""}",2,1,4,4,1,2,3,1,4,4,4,5,4,3,3,5,4,2,4,1,5,2,4,5,2,4,5,2,3,4
Q20.2#1_21,GODSPEED1,21,Please rate your impression of the robot on these scales: - blue robot - Foolish - Sensible,"{""ImportId"":""QID80#1_21""}",2,1,5,4,3,3,4,1,5,4,4,4,4,3,2,4,4,3,3,1,3,4,4,5,3,4,5,3,3,5
Q20.2#1_22,GODSPEED1,22,Please rate your impression of the robot on these scales: - blue robot - Anxious - Relaxed,"{""ImportId"":""QID80#1_22""}",2,1,5,3,5,4,4,1,4,5,3,3,4,4,5,5,4,3,3,1,3,2,4,5,3,3,4,4,3,4
Q20.2#1_23,GODSPEED1,23,Please rate your impression of the robot on these scales: - blue robot - Agitated - Calm,"{""ImportId"":""QID80#1_23""}",2,1,4,4,3,4,4,1,4,5,5,5,4,4,4,5,4,3,4,1,5,5,4,5,3,4,4,3,4,4
Q20.2#1_24,GODSPEED1,24,Please rate your impression of the robot on these scales: - blue robot - Quiescent - Surprised,"{""ImportId"":""QID80#1_24""}",2,1,3,2,5,2,3,1,2,2,3,3,1,1,3,3,3,3,3,1,3,1,4,3,3,2,2,3,3,2
Q20.2#2_1,GODSPEED2,1,Please rate your impression of the robot on these scales: - red robot - Fake - Natrual,"{""ImportId"":""QID80#2_1""}",1,1,3,3,1,1,4,1,1,1,1,2,2,3,4,2,2,4,1,1,3,2,3,2,3,3,4,4,2,4
Q20.2#2_2,GODSPEED2,2,Please rate your impression of the robot on these scales: - red robot - Machinlike - Humnalike,"{""ImportId"":""QID80#2_2""}",1,1,3,2,1,1,3,1,1,1,1,2,2,1,2,2,2,4,1,1,3,2,2,3,3,4,3,4,1,4
Q20.2#2_3,GODSPEED2,3,Please rate your impression of the robot on these scales: - red robot - Unconscious - Conscious,"{""ImportId"":""QID80#2_3""}",1,1,2,3,1,1,4,1,1,3,3,3,3,2,4,4,2,3,3,1,1,1,4,4,3,3,4,3,1,3
Q20.2#2_4,GODSPEED2,4,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_4""}",1,1,3,2,1,1,4,1,1,1,1,2,2,1,1,2,2,3,1,1,3,2,2,3,3,4,2,4,1,3
Q20.2#2_5,GODSPEED2,5,Please rate your impression of the robot on these scales: - red robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#2_5""}",1,1,2,2,1,2,4,1,2,1,1,1,2,1,2,3,2,3,2,1,4,1,2,3,3,2,2,4,1,3
Q20.2#2_6,GODSPEED2,6,Please rate your impression of the robot on these scales: - red robot - Dead - Alive,"{""ImportId"":""QID80#2_6""}",1,1,3,2,2,1,4,1,3,3,3,2,2,2,5,3,2,3,4,1,1,3,4,3,3,3,4,3,2,3
Q20.2#2_7,GODSPEED2,7,Please rate your impression of the robot on these scales: - red robot - Stagnant - Lively,"{""ImportId"":""QID80#2_7""}",1,1,3,2,1,3,4,1,3,2,4,1,2,4,4,4,2,4,3,1,3,2,3,5,3,3,3,4,2,3
Q20.2#2_8,GODSPEED2,8,Please rate your impression of the robot on these scales: - red robot - Mechanical - Organic,"{""ImportId"":""QID80#2_8""}",2,1,3,1,1,1,4,1,2,1,1,1,2,1,3,1,2,3,1,1,2,1,3,2,3,3,2,2,1,3
Q20.2#2_9,GODSPEED2,9,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_9""}",1,1,3,2,1,1,4,1,2,1,1,1,2,1,1,1,4,4,1,1,2,2,3,3,3,4,2,2,1,3
Q20.2#2_10,GODSPEED2,10,Please rate your impression of the robot on these scales: - red robot - Inert - Interactive,"{""ImportId"":""QID80#2_10""}",1,1,3,3,3,3,4,1,5,4,5,1,3,5,2,5,4,3,4,1,4,3,3,5,3,4,5,3,3,4
Q20.2#2_11,GODSPEED2,11,Please rate your impression of the robot on these scales: - red robot - Apathetic - Responsive,"{""ImportId"":""QID80#2_11""}",1,1,3,3,2,4,3,1,5,3,5,1,4,5,1,5,4,3,4,1,5,3,4,5,3,4,5,3,3,3
Q20.2#2_12,GODSPEED2,12,Please rate your impression of the robot on these scales: - red robot - Dislike - Like,"{""ImportId"":""QID80#2_12""}",1,1,2,3,3,2,4,1,4,3,5,3,2,3,4,4,4,4,3,1,3,4,4,5,3,4,3,2,2,3
Q20.2#2_13,GODSPEED2,13,Please rate your impression of the robot on these scales: - red robot - Unfriendly - Friendly,"{""ImportId"":""QID80#2_13""}",1,1,3,3,4,3,3,1,5,3,5,3,2,3,4,3,4,4,3,1,3,3,4,5,3,4,4,3,2,4
Q20.2#2_14,GODSPEED2,14,Please rate your impression of the robot on these scales: - red robot - Unkind - Kind,"{""ImportId"":""QID80#2_14""}",1,1,3,3,2,3,2,1,3,3,3,3,2,3,2,3,4,4,4,1,3,3,4,5,3,4,5,3,3,4
Q20.2#2_15,GODSPEED2,15,Please rate your impression of the robot on these scales: - red robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#2_15""}",1,1,3,4,4,3,3,1,4,4,5,4,2,3,1,3,4,3,4,1,3,3,4,5,3,4,4,3,3,3
Q20.2#2_16,GODSPEED2,16,Please rate your impression of the robot on these scales: - red robot - Awful - Nice,"{""ImportId"":""QID80#2_16""}",1,1,3,4,3,3,3,1,4,4,3,3,4,3,5,3,4,3,4,1,4,4,4,5,3,4,4,3,3,4
Q20.2#2_17,GODSPEED2,17,Please rate your impression of the robot on these scales: - red robot - Incompetent - Competent,"{""ImportId"":""QID80#2_17""}",1,1,2,2,4,1,4,1,4,4,4,5,3,4,2,5,4,4,3,1,4,2,4,4,3,3,5,2,3,4
Q20.2#2_18,GODSPEED2,18,Please rate your impression of the robot on these scales: - red robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#2_18""}",1,1,3,2,1,2,4,1,4,4,5,5,3,3,4,4,4,3,3,1,5,3,4,4,2,3,4,3,3,4
Q20.2#2_19,GODSPEED2,19,Please rate your impression of the robot on these scales: - red robot - Irresponsible - Responsible,"{""ImportId"":""QID80#2_19""}",1,1,3,3,1,2,4,1,4,3,3,5,2,1,4,3,4,3,3,1,3,3,4,3,3,4,4,3,3,3
Q20.2#2_20,GODSPEED2,20,Please rate your impression of the robot on these scales: - red robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#2_20""}",1,1,3,2,1,1,3,1,4,4,4,5,3,3,2,5,4,4,4,1,5,3,4,5,2,3,5,2,2,4
Q20.2#2_21,GODSPEED2,21,Please rate your impression of the robot on these scales: - red robot - Foolish - Sensible,"{""ImportId"":""QID80#2_21""}",1,1,3,2,3,3,3,1,5,4,4,4,3,3,1,2,4,3,3,1,3,4,4,4,3,3,5,3,3,5
Q20.2#2_22,GODSPEED2,22,Please rate your impression of the robot on these scales: - red robot - Anxious - Relaxed,"{""ImportId"":""QID80#2_22""}",1,1,2,3,5,4,3,1,4,5,3,3,3,4,3,5,4,3,3,1,3,2,4,5,3,3,4,2,3,5
Q20.2#2_23,GODSPEED2,23,Please rate your impression of the robot on these scales: - red robot - Agitated - Calm,"{""ImportId"":""QID80#2_23""}",1,1,3,4,3,4,2,1,4,5,5,5,3,2,4,5,4,3,4,1,5,5,4,5,3,4,4,1,4,5
Q20.2#2_24,GODSPEED2,24,Please rate your impression of the robot on these scales: - red robot - Quiescent - Surprised,"{""ImportId"":""QID80#2_24""}",1,1,3,2,5,2,3,1,2,2,3,3,1,1,5,3,3,3,3,1,3,1,4,2,3,2,2,3,3,3
Q20.3_Page Submit,GODSPEED2,response_time,Timing - Page Submit,"{""ImportId"":""QID81_PAGE_SUBMIT""}",60.458,58.703,175.421,180.511,106.97,159.582,23.557,106.341,112.937,156.727,116.677,195.272,214.606,157.116,53.106,117.664,121.536,234.43,236.483,48.726,303.171,184.889,105.903,123.378,103.045,226.085,172.171,161.716,101.042,161.671
Q112,QID112,,Which robot would you prefer?,"{""ImportId"":""QID112""}",5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5
Q113,QID113,"TEXT""}",Why do you prefer this robot?,"{""ImportId"":""QID113_TEXT""}",It seemed a little bit more natural in its speech than the red one.,the logic is better,it seems more logical ,I feel that the robot gave the most logical order of statements and would give more reliable results than the red robot.,I guess I felt like it's responses matched mine more frequently.,"The logic seemed to make a little more sense, but still not much.  I didn't find that their actions or mannerisms had much effect on my feelings toward either robot.",color,It's voice was less annoying,I thought it was more accurate.  it seemed a little more pleasant than the blue.,I just preferred the way it put things in order. it made more sense to me. as far as anything else they were pretty much the same. I did notice that blue might have been a tad more robotic with things it said however i still thought the way it stated things were more appropriate,"Although it wasn't perfect, the Blue robot's preferences were more closely matched to mine than the red.",They seemed to take the facts and combine them versus going through all the steps before combining facts. I think the blue robot would be easier to communicate with. ,Just liked him better-better responses,I thought the blue robot's responses aligned more with my thinking.,I like the blue and because It is good,"Because I was primarily in agreement with the way they structured the options they were given, since it made much more sense to me to have the options ordered the way the blue robot put them, as opposed to the way the red robot did. ",Seemed nicer ,"Red made sensible choices. IN addition, Red seemed more human like both in speech and mechanics. At the end, I sensed Blue was a male robot and Red was a female.",The judgements and reasoning made more sense to me. ,smarter,"The blue robot seems to have inflections and behaviors that are closer to that of a human being, and also has reactions that seem more positive in their nature and less 'clunky'.","I ranked the choices in my head the red came closer. Red didn't seem to waste time before giving its ranking. If the interaction were more human-like, I would appreciate an approach like blue used. For these mechanical helpers, I would just prefer answers instead of fake small-talk.",She seemed to get the orders right more often. The blue did seem more human like but red got the most orders right.,I prefer this robot because it seems to think the most similarly to me. ,Because I felt like it's rankings made more sense,"Though the red robot seemed slightly smoother and friendlier, I prefer the blue one because of its analytical skills.  To me, that is the entire reason for having a robot.",Because I like the way it gives out the separate statements first. ,The robot is more methodical and exact.,I guess just because I agreed with him on everything? He thinks more like I think. ,"I don't think I like robots that try to act Human, it makes me feel unsettled that's for sure. There wasn't much difference, but my instincts usually went towards the blue robot."
survey_code,survey,"code""}",survey_code,"{""ImportId"":""survey_code""}",33867114,11173366,16253210,45758098,70094774,71671248,94778971,57583055,52097825,27151994,57043131,20563241,24531968,24522267,46053600,23373303,84688141,61902567,48975459,94816627,14072893,36607086,85551925,22639637,63534392,71454203,14933471,98211523,22003811,67332799
0,red_robot,deployment,side,,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right
0,red_robot,deployment,rationality,,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half
0,blue_robot,deployment,side,,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left
0,blue_robot,deployment,rationality,,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational
