,question,option,full_text,dict_text,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Q19.2_Page Submit,QID106,response_time,Timing - Page Submit,"{""ImportId"":""QID107_PAGE_SUBMIT""}",7.152,13.977,12.183,11.803,8.463,14.154,15.344,11.445,14.918,19.424,4.383,17.781,11.555,30.841,35.069,38.139,5.146,19.856,16.753,5.06,14.01,40.567,19.007,25.72,26.1,33.383,443.436,7.346,5.847,23.57
Q95#1_1,QID95#1,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 1 - Fake - Natrual,"{""ImportId"":""QID95#1_1""}",3,4,4,3,3,4,1,3,1,2,3,3,3,,,,4,1,3,3,,1,1,,3,,3,2,1,1
Q95#2_1,QID95#2,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 2 - Fake - Natrual,"{""ImportId"":""QID95#2_1""}",3,5,4,3,3,3,5,4,5,2,4,3,3,,,,3,1,3,3,,4,5,,3,,3,4,1,2
Q20.2#1_1,GODSPEED1,1,Please rate your impression of the robot on these scales: - blue robot - Fake - Natrual,"{""ImportId"":""QID96#1_1""}",3,4,4,3,3,4,1,3,1,2,3,2,2,1,1,3,4,4,2,4,3,4,4,3,3,4,4,5,1,3
Q20.2#1_2,GODSPEED1,2,Please rate your impression of the robot on these scales: - blue robot - Machinlike - Humnalike,"{""ImportId"":""QID96#1_2""}",5,4,4,2,4,2,1,3,3,4,3,2,2,2,1,3,5,4,2,4,3,5,3,2,2,4,4,5,1,3
Q20.2#1_3,GODSPEED1,3,Please rate your impression of the robot on these scales: - blue robot - Unconscious - Conscious,"{""ImportId"":""QID96#1_3""}",4,2,4,2,4,2,1,3,3,2,3,3,1,1,2,2,4,2,3,3,3,2,3,3,3,5,4,2,1,3
Q20.2#1_4,GODSPEED1,4,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID96#1_4""}",2,4,4,2,4,2,1,3,2,2,2,2,1,1,1,3,4,4,2,4,4,2,3,2,2,5,4,3,1,2
Q20.2#1_5,GODSPEED1,5,Please rate your impression of the robot on these scales: - blue robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID96#1_5""}",2,5,4,3,3,2,1,3,2,3,3,3,1,2,1,3,5,2,3,4,1,3,4,1,2,3,4,4,1,2
Q20.2#1_6,GODSPEED1,6,Please rate your impression of the robot on these scales: - blue robot - Dead - Alive,"{""ImportId"":""QID96#1_6""}",3,5,4,3,3,2,3,3,3,2,3,1,1,2,1,5,3,3,3,4,3,3,4,3,4,4,4,4,1,3
Q20.2#1_7,GODSPEED1,7,Please rate your impression of the robot on these scales: - blue robot - Stagnant - Lively,"{""ImportId"":""QID96#1_7""}",3,3,4,3,4,2,2,4,2,2,2,2,1,2,2,3,4,3,3,4,3,4,4,2,3,4,4,4,1,4
Q20.2#1_8,GODSPEED1,8,Please rate your impression of the robot on these scales: - blue robot - Mechanical - Organic,"{""ImportId"":""QID96#1_8""}",4,5,4,2,4,2,1,3,1,2,3,1,1,2,1,1,3,1,2,4,1,5,4,1,2,3,4,4,1,2
Q20.2#1_9,GODSPEED1,9,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID96#1_9""}",2,3,4,2,5,2,2,3,1,5,3,1,1,1,1,2,5,3,3,4,2,3,4,1,2,4,5,4,1,2
Q20.2#1_10,GODSPEED1,10,Please rate your impression of the robot on these scales: - blue robot - Inert - Interactive,"{""ImportId"":""QID96#1_10""}",2,3,4,4,5,2,4,3,3,3,3,4,1,3,3,4,5,5,3,4,2,4,4,3,3,4,5,5,3,4
Q20.2#1_11,GODSPEED1,11,Please rate your impression of the robot on these scales: - blue robot - Apathetic - Responsive,"{""ImportId"":""QID96#1_11""}",3,4,4,4,4,2,5,4,2,4,3,4,3,3,4,3,4,5,3,4,3,3,4,3,4,4,5,4,3,4
Q20.2#1_12,GODSPEED1,12,Please rate your impression of the robot on these scales: - blue robot - Dislike - Like,"{""ImportId"":""QID96#1_12""}",1,2,4,4,5,3,4,3,4,3,3,3,3,3,2,3,3,3,2,4,3,4,2,3,3,5,5,5,3,3
Q20.2#1_13,GODSPEED1,13,Please rate your impression of the robot on these scales: - blue robot - Unfriendly - Friendly,"{""ImportId"":""QID96#1_13""}",3,3,4,4,4,3,5,2,3,4,2,4,3,4,4,4,5,4,3,4,3,4,3,3,4,5,5,5,3,4
Q20.2#1_14,GODSPEED1,14,Please rate your impression of the robot on these scales: - blue robot - Unkind - Kind,"{""ImportId"":""QID96#1_14""}",2,2,4,3,4,3,5,3,3,2,3,3,3,3,4,4,4,5,4,4,4,4,4,3,4,5,5,5,3,4
Q20.2#1_15,GODSPEED1,15,Please rate your impression of the robot on these scales: - blue robot - Unpleasant - Pleasant,"{""ImportId"":""QID96#1_15""}",2,2,4,4,5,3,5,3,3,4,3,4,3,3,2,5,5,5,4,4,3,4,2,3,5,5,5,5,3,4
Q20.2#1_16,GODSPEED1,16,Please rate your impression of the robot on these scales: - blue robot - Awful - Nice,"{""ImportId"":""QID96#1_16""}",3,1,4,4,5,3,4,3,3,3,3,4,3,3,2,5,5,5,4,4,4,4,2,3,5,5,5,5,4,4
Q20.2#1_17,GODSPEED1,17,Please rate your impression of the robot on these scales: - blue robot - Incompetent - Competent,"{""ImportId"":""QID96#1_17""}",3,2,4,4,3,3,4,3,4,2,4,3,3,3,4,4,3,4,3,4,4,4,3,4,4,4,5,5,4,4
Q20.2#1_18,GODSPEED1,18,Please rate your impression of the robot on these scales: - blue robot - Ignorant - Knowledgeable,"{""ImportId"":""QID96#1_18""}",3,5,4,4,5,3,4,3,3,3,3,3,3,3,2,4,3,3,3,4,4,4,3,4,4,4,5,5,3,4
Q20.2#1_19,GODSPEED1,19,Please rate your impression of the robot on these scales: - blue robot - Irresponsible - Responsible,"{""ImportId"":""QID96#1_19""}",4,3,4,4,3,3,3,2,3,2,3,3,3,2,4,3,4,4,3,4,3,3,5,2,4,4,4,5,3,4
Q20.2#1_20,GODSPEED1,20,Please rate your impression of the robot on these scales: - blue robot - Unintelligent - Intelligent,"{""ImportId"":""QID96#1_20""}",2,5,4,4,4,3,4,3,4,2,3,3,3,2,2,4,3,3,3,4,3,3,5,3,4,5,5,5,4,4
Q20.2#1_21,GODSPEED1,21,Please rate your impression of the robot on these scales: - blue robot - Foolish - Sensible,"{""ImportId"":""QID96#1_21""}",5,4,4,4,5,3,3,3,4,3,4,4,3,3,4,3,3,4,3,4,2,4,4,4,3,4,5,5,3,4
Q20.2#1_22,GODSPEED1,22,Please rate your impression of the robot on these scales: - blue robot - Anxious - Relaxed,"{""ImportId"":""QID96#1_22""}",2,4,4,5,5,4,5,2,3,2,3,4,5,3,4,3,4,3,4,4,5,3,5,4,3,3,5,5,5,4
Q20.2#1_23,GODSPEED1,23,Please rate your impression of the robot on these scales: - blue robot - Agitated - Calm,"{""ImportId"":""QID96#1_23""}",3,5,4,5,4,4,5,3,4,3,3,4,5,4,5,4,4,4,3,4,5,4,5,4,4,5,4,5,5,4
Q20.2#1_24,GODSPEED1,24,Please rate your impression of the robot on these scales: - blue robot - Quiescent - Surprised,"{""ImportId"":""QID96#1_24""}",4,2,4,1,4,1,4,3,3,3,3,1,3,3,1,3,4,1,4,4,1,3,3,1,2,3,4,1,2,2
Q20.2#2_1,GODSPEED2,1,Please rate your impression of the robot on these scales: - red robot - Fake - Natrual,"{""ImportId"":""QID96#2_1""}",2,4,4,3,4,3,1,4,5,3,4,2,2,1,1,4,4,3,4,3,3,3,4,3,3,5,4,2,1,2
Q20.2#2_2,GODSPEED2,2,Please rate your impression of the robot on these scales: - red robot - Machinlike - Humnalike,"{""ImportId"":""QID96#2_2""}",3,3,4,2,3,2,1,4,3,2,3,2,2,2,1,4,5,3,4,3,3,4,3,2,2,4,4,2,1,2
Q20.2#2_3,GODSPEED2,3,Please rate your impression of the robot on these scales: - red robot - Unconscious - Conscious,"{""ImportId"":""QID96#2_3""}",2,4,4,2,2,2,1,4,3,4,4,3,1,1,2,3,5,2,3,3,3,2,3,3,3,5,4,2,1,3
Q20.2#2_4,GODSPEED2,4,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID96#2_4""}",2,3,4,2,5,2,2,4,2,2,3,2,1,1,1,4,2,3,4,3,2,2,3,2,2,5,4,3,1,2
Q20.2#2_5,GODSPEED2,5,Please rate your impression of the robot on these scales: - red robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID96#2_5""}",1,3,4,3,4,2,1,3,2,4,4,3,1,2,1,4,5,1,3,3,1,3,2,1,2,4,4,4,1,2
Q20.2#2_6,GODSPEED2,6,Please rate your impression of the robot on these scales: - red robot - Dead - Alive,"{""ImportId"":""QID96#2_6""}",3,3,4,3,4,2,3,3,3,2,4,1,1,2,1,5,3,3,3,3,3,3,3,3,4,4,4,4,1,3
Q20.2#2_7,GODSPEED2,7,Please rate your impression of the robot on these scales: - red robot - Stagnant - Lively,"{""ImportId"":""QID96#2_7""}",3,4,4,3,5,2,3,4,2,3,4,2,1,2,2,4,4,4,3,3,3,2,3,2,3,4,4,4,1,4
Q20.2#2_8,GODSPEED2,8,Please rate your impression of the robot on these scales: - red robot - Mechanical - Organic,"{""ImportId"":""QID96#2_8""}",4,2,4,2,4,2,2,3,1,2,3,1,1,2,1,1,5,1,3,3,1,2,2,1,2,3,4,4,1,1
Q20.2#2_9,GODSPEED2,9,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID96#2_9""}",2,5,4,2,4,2,3,3,1,4,3,1,1,1,1,3,3,2,3,3,2,3,2,1,2,4,5,4,1,2
Q20.2#2_10,GODSPEED2,10,Please rate your impression of the robot on these scales: - red robot - Inert - Interactive,"{""ImportId"":""QID96#2_10""}",4,1,4,4,4,2,5,3,3,3,4,4,1,3,3,4,5,5,3,3,2,4,3,3,3,5,5,5,3,4
Q20.2#2_11,GODSPEED2,11,Please rate your impression of the robot on these scales: - red robot - Apathetic - Responsive,"{""ImportId"":""QID96#2_11""}",2,4,4,4,3,2,5,4,2,2,4,4,3,3,4,3,4,4,3,3,3,3,3,3,4,5,5,4,3,4
Q20.2#2_12,GODSPEED2,12,Please rate your impression of the robot on these scales: - red robot - Dislike - Like,"{""ImportId"":""QID96#2_12""}",4,3,4,4,5,3,4,3,4,4,4,3,3,3,2,3,3,4,4,3,3,4,2,3,3,5,5,5,3,2
Q20.2#2_13,GODSPEED2,13,Please rate your impression of the robot on these scales: - red robot - Unfriendly - Friendly,"{""ImportId"":""QID96#2_13""}",3,2,4,4,4,3,4,2,3,3,4,4,3,4,4,4,4,4,3,3,3,4,3,3,4,5,5,5,3,4
Q20.2#2_14,GODSPEED2,14,Please rate your impression of the robot on these scales: - red robot - Unkind - Kind,"{""ImportId"":""QID96#2_14""}",5,3,4,3,4,3,4,3,3,3,3,3,3,3,4,4,4,5,4,3,4,4,2,3,4,5,5,5,3,4
Q20.2#2_15,GODSPEED2,15,Please rate your impression of the robot on these scales: - red robot - Unpleasant - Pleasant,"{""ImportId"":""QID96#2_15""}",4,3,4,4,1,3,4,4,3,2,4,4,3,3,2,5,3,5,4,3,3,4,2,3,5,5,5,5,3,3
Q20.2#2_16,GODSPEED2,16,Please rate your impression of the robot on these scales: - red robot - Awful - Nice,"{""ImportId"":""QID96#2_16""}",4,2,4,4,4,3,3,4,3,2,4,4,3,3,2,5,5,5,4,3,4,4,2,3,5,5,5,5,4,4
Q20.2#2_17,GODSPEED2,17,Please rate your impression of the robot on these scales: - red robot - Incompetent - Competent,"{""ImportId"":""QID96#2_17""}",3,2,4,4,4,3,5,4,4,3,4,3,3,3,4,3,4,4,3,3,5,3,3,3,4,4,5,4,4,4
Q20.2#2_18,GODSPEED2,18,Please rate your impression of the robot on these scales: - red robot - Ignorant - Knowledgeable,"{""ImportId"":""QID96#2_18""}",3,4,4,5,5,3,4,4,3,3,3,3,3,3,2,4,4,4,3,3,5,3,3,3,4,5,5,4,3,4
Q20.2#2_19,GODSPEED2,19,Please rate your impression of the robot on these scales: - red robot - Irresponsible - Responsible,"{""ImportId"":""QID96#2_19""}",2,2,4,5,4,3,3,3,3,5,4,3,3,2,4,3,5,4,3,3,3,2,5,2,4,4,4,5,3,4
Q20.2#2_20,GODSPEED2,20,Please rate your impression of the robot on these scales: - red robot - Unintelligent - Intelligent,"{""ImportId"":""QID96#2_20""}",2,5,4,5,4,3,4,3,4,3,4,3,3,2,2,4,3,3,3,3,3,2,5,3,4,5,5,4,4,4
Q20.2#2_21,GODSPEED2,21,Please rate your impression of the robot on these scales: - red robot - Foolish - Sensible,"{""ImportId"":""QID96#2_21""}",3,4,4,4,3,3,3,4,4,3,4,4,3,3,4,3,3,4,3,3,3,2,4,3,3,4,5,5,3,4
Q20.2#2_22,GODSPEED2,22,Please rate your impression of the robot on these scales: - red robot - Anxious - Relaxed,"{""ImportId"":""QID96#2_22""}",1,3,4,5,4,4,3,2,3,1,3,4,5,3,4,3,5,4,4,3,5,3,3,3,3,3,5,5,5,4
Q20.2#2_23,GODSPEED2,23,Please rate your impression of the robot on these scales: - red robot - Agitated - Calm,"{""ImportId"":""QID96#2_23""}",2,3,4,5,4,4,3,4,4,3,4,4,5,4,5,4,4,3,3,3,5,4,3,3,4,5,4,5,5,4
Q20.2#2_24,GODSPEED2,24,Please rate your impression of the robot on these scales: - red robot - Quiescent - Surprised,"{""ImportId"":""QID96#2_24""}",2,5,4,1,4,1,4,3,3,2,4,1,3,3,1,3,4,1,3,3,1,3,3,1,2,3,4,1,2,2
Q20.3_Page Submit,GODSPEED2,response_time,Timing - Page Submit,"{""ImportId"":""QID97_PAGE_SUBMIT""}",50.535,56.607,45.949,121.193,61.631,92.72,183.355,71.203,153.196,107.253,51.167,160.482,146.165,171.768,278.975,199.449,45.976,139.14,132.592,47.555,211.761,232.108,184.696,244.377,295.657,233.787,238.39,633.43,63.482,524.624
Q120,QID120,,Which robot would you prefer?,"{""ImportId"":""QID120""}",4,4,5,4,4,5,5,4,4,4,4,5,4,4,5,5,5,4,4,5,4,5,5,5,5,4,5,5,4,5
Q121,QID121,"TEXT""}",Why do you prefer this robot?,"{""ImportId"":""QID121_TEXT""}",more logical,This robot seems to be more financially savvy. I would trust this robot more with important decisions.,he seemed to be smarter,"I just like the color more, I guess. They both sounded the same.",seems to be more analytical,It seemed to be programmed better. But I did not see a big difference. ,"I think it is mainly the color, blue is more calming.",is smarter ,"The logic was a little better , both were very close.",Seemed a little bit more friendly and with more warm human characteristic ,i think she is smarter ,Blue is my favorite color. Other than color the robots appeared identical to me.,It seems to form the order logically more often.,I like the color red. There wasn't much difference between the robots.,It more often had the order I myself would have put the statements in.,The blue robot seemed to be more precise.,It seemed the most accurate overall,I feel the red robot's answers were correct most of the time. I also felt this robot was more confident.,this robot is more nutural.,it is more authentic  ,"I like how it lists both options first, easier that way",I think the Blue was more accurate in following directions.,It seemed a bit more calm - maybe just my impression.,Seemed to give better answers. Like the blue color,I felt this robot was more accurate with the answers.,seems to think more human-like with the questions and scenarios given.,"it was hard to decide to choose both robots to be honest i liked both,but i chose blue for his personality",It seemed to be more intelligent,"Red seemed to give the more accurate answers more frequently, which demonstrates a slightly higher level of intelligence.",I preferred their answers and the way it moved.
survey_code,survey,"code""}",survey_code,"{""ImportId"":""survey_code""}",68632392,69013716,96627122,52199301,42140837,95464366,66484354,37186651,70327997,60270728,17230119,78224354,66727178,24567050,71371102,35084922,36313729,45922746,85625600,36242400,70313800,11503361,98649614,46828597,22768017,63209192,73592086,72655224,15605360,68069936
0,red_robot,deployment,side,,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right
0,red_robot,deployment,rationality,,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational
0,blue_robot,deployment,side,,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left
0,blue_robot,deployment,rationality,,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational
