Q2.1_18,BFI,18,I see myself as someone who is: - Tends to be disorganized,"{""ImportId"":""QID77_18""}",2,1,3,2,2,2,3,4,1,1,2,2,4,3,4,1,2,2,2,2,2,2,4,2,4,2,5,2,2,4
Q2.1_19,BFI,19,I see myself as someone who is: - Worries a lot,"{""ImportId"":""QID77_19""}",4,4,2,5,3,4,3,5,1,3,5,3,5,2,5,5,2,4,4,4,1,1,1,1,5,1,2,2,2,5
Q2.1_20,BFI,20,I see myself as someone who is: - Has ana active imagination,"{""ImportId"":""QID77_20""}",4,4,4,2,3,4,4,4,4,2,5,4,4,3,3,1,4,3,5,3,4,5,2,4,5,5,5,5,4,5
Q2.1_21,BFI,21,I see myself as someone who is: - Tends to be quiet,"{""ImportId"":""QID77_21""}",4,5,4,5,4,5,4,4,5,4,2,4,5,4,2,5,3,3,5,1,1,2,5,5,5,2,4,4,3,4
Q2.1_22,BFI,22,I see myself as someone who is: - Is generally trusting,"{""ImportId"":""QID77_22""}",2,1,4,4,3,2,4,4,1,1,2,4,4,4,1,2,4,4,2,4,4,5,2,4,2,4,2,5,1,2
Q2.1_23,BFI,23,I see myself as someone who is: - Tends to be lazy,"{""ImportId"":""QID77_23""}",2,4,2,2,2,3,3,4,1,1,2,2,3,2,4,5,2,3,2,2,1,1,3,4,2,1,2,2,3,1
Q2.1_24,BFI,24,"I see myself as someone who is: - Is emotionally stable, not easily upset","{""ImportId"":""QID77_24""}",4,2,4,4,4,3,3,4,5,4,1,2,2,4,1,1,4,3,4,1,4,5,4,5,4,5,2,5,5,3
Q2.1_25,BFI,25,I see myself as someone who is: - Is inventive,"{""ImportId"":""QID77_25""}",4,4,4,1,4,2,4,3,4,5,4,3,4,3,3,1,4,2,5,4,5,4,2,3,4,5,3,4,4,5
Q2.1_26,BFI,26,I see myself as someone who is: - Has an assertive personality,"{""ImportId"":""QID77_26""}",4,2,3,1,2,3,4,4,5,4,3,2,1,4,4,2,4,3,4,5,5,4,2,2,2,5,2,2,5,3
Q2.1_27,BFI,27,I see myself as someone who is: - Can be cold and aloof,"{""ImportId"":""QID77_27""}",3,4,3,1,3,4,2,2,5,4,1,3,2,3,4,4,2,3,3,4,2,1,4,4,1,1,1,1,3,4
Q2.1_28,BFI,28,I see myself as someone who is: - Preseveres until the task is finished,"{""ImportId"":""QID77_28""}",2,4,4,5,3,4,5,2,5,5,4,4,3,4,5,4,4,4,5,5,5,5,5,2,4,5,4,4,5,5
Q2.1_29,BFI,29,I see myself as someone who is: - Can be moody,"{""ImportId"":""QID77_29""}",2,4,2,2,3,2,5,5,1,4,5,2,4,3,5,5,2,3,3,2,2,1,4,1,3,1,5,2,1,3
Q2.1_30,BFI,30,"I see myself as someone who is: - Values artistic, aesthetic experiences","{""ImportId"":""QID77_30""}",3,4,5,4,4,4,5,4,1,3,5,3,4,4,4,1,4,3,5,4,4,4,3,4,5,5,5,5,5,4
Q2.1_31,BFI,31,"I see myself as someone who is: - Is sometimes shy, inhibited","{""ImportId"":""QID77_31""}",4,5,4,5,4,5,5,5,1,4,4,4,5,3,5,5,2,3,5,1,1,1,4,4,5,2,5,4,4,4
Q2.1_32,BFI,32,I see myself as someone who is: - Is considerate and kind to almost everyone,"{""ImportId"":""QID77_32""}",3,5,4,5,4,4,5,4,1,5,4,3,5,5,5,4,4,3,4,4,3,5,4,4,5,5,5,4,4,4
Q2.1_33,BFI,33,I see myself as someone who is: - Does things efficiently,"{""ImportId"":""QID77_33""}",2,5,4,4,4,3,5,3,5,5,4,4,4,4,5,4,4,2,5,2,5,4,2,4,5,5,5,4,4,5
Q2.1_34,BFI,34,I see myself as someone who is: - Remains calm in tense situations,"{""ImportId"":""QID77_34""}",2,2,4,4,4,2,5,1,5,4,2,2,1,4,1,1,4,3,4,5,4,5,3,5,2,5,3,4,4,4
Q2.1_35,BFI,35,I see myself as someone who is: - Prefers work that is routine,"{""ImportId"":""QID77_35""}",3,5,3,5,3,2,5,4,4,4,3,3,2,3,5,5,3,3,3,5,3,1,3,3,4,2,2,4,3,4
Q2.1_36,BFI,36,"I see myself as someone who is: - Is outgoing, sociable","{""ImportId"":""QID77_36""}",4,2,2,4,2,1,3,2,1,1,2,2,1,4,4,1,2,3,2,2,3,5,1,1,1,4,4,4,2,1
Q2.1_37,BFI,37,I see myself as someone who is: - Is sometimes rude to others,"{""ImportId"":""QID77_37""}",3,2,2,1,2,2,2,3,1,2,2,2,1,2,2,2,1,3,2,4,2,1,4,2,1,1,1,1,1,2
Q2.1_38,BFI,38,I see myself as someone who is: - Makes plans and follows through with them,"{""ImportId"":""QID77_38""}",3,4,4,4,4,4,5,4,5,5,4,4,2,4,5,4,4,4,5,5,5,5,2,2,4,5,4,4,5,5
Q2.1_39,BFI,39,I see myself as someone who is: - Gets nervous easily,"{""ImportId"":""QID77_39""}",2,4,2,4,3,3,3,5,1,3,5,4,5,2,5,5,2,3,4,5,1,1,2,1,4,1,2,2,1,3
Q2.1_40,BFI,40,"I see myself as someone who is: - Likes to reflect, play with ideas","{""ImportId"":""QID77_40""}",2,4,4,2,4,5,4,2,5,4,5,4,5,3,3,1,4,4,5,4,4,4,2,3,4,5,5,5,4,3
Q2.1_41,BFI,41,I see myself as someone who is: - Has few artistic interests,"{""ImportId"":""QID77_41""}",4,2,2,2,3,3,2,1,1,2,1,2,1,2,2,5,3,3,1,5,1,1,3,2,1,1,1,1,1,4
Q2.1_42,BFI,42,I see myself as someone who is: - Likes to cooperate with others,"{""ImportId"":""QID77_42""}",4,4,4,5,4,2,4,5,1,4,5,4,5,4,4,1,4,3,4,4,4,4,4,4,3,5,3,4,5,5
Q2.1_43,BFI,43,I see myself as someone who is: - Is easily disracted,"{""ImportId"":""QID77_43""}",3,4,2,4,3,2,2,4,1,2,2,2,4,2,2,2,2,2,2,3,1,1,4,3,4,1,4,2,1,1
Q2.1_44,BFI,44,"I see myself as someone who is: - Is sophisticated in art, music, or literature","{""ImportId"":""QID77_44""}",2,4,5,2,2,2,4,4,1,5,5,2,4,3,4,1,4,3,5,4,3,4,1,2,4,4,5,5,4,4
Q2.2_Page Submit,BFI,response_time,Timing - Page Submit,"{""ImportId"":""QID78_PAGE_SUBMIT""}",75.362,99.284,65.2,106.977,77.572,135.783,75.092,94.147,110.168,219.695,70.844,92.441,60.399,34.854,68.59,80.387,428.845,32.897,144.914,57.42,119.854,70.459,139.12,99.04,113.538,190.19,87.083,108.12,76.468,228.404
Q3.1_1,NARS,1,Click to write the question text - I would feel uneasy if robots really had emotions.,"{""ImportId"":""QID88_1""}",3,1,3,4,4,3,4,5,5,5,4,4,4,3,3,4,2,3,2,3,1,4,2,5,5,5,4,3,3,5
Q3.1_2,NARS,2,Click to write the question text - Something bad might happen if robots developed into living beings.,"{""ImportId"":""QID88_2""}",2,3,2,5,4,4,4,4,5,5,3,4,4,3,4,5,2,5,2,4,2,5,3,5,5,5,4,4,4,5
Q3.1_3,NARS,3,Click to write the question text - I would feel relaxed talking with robots.,"{""ImportId"":""QID88_3""}",2,5,4,2,2,4,4,5,1,3,4,2,3,4,5,1,4,5,4,3,4,5,3,3,3,4,5,4,4,5
Q3.1_4,NARS,4,Click to write the question text - I would feel uneasy if I was given a job where I had to use robots.,"{""ImportId"":""QID88_4""}",4,1,2,5,2,2,2,1,1,2,2,4,2,2,1,3,2,4,2,3,1,1,2,4,2,1,1,2,1,5
Q3.1_5,NARS,5,"Click to write the question text - If robots had emotions, I would be able to make friends with them.","{""ImportId"":""QID88_5""}",3,5,4,2,2,4,3,5,1,1,4,2,3,3,4,1,4,3,4,3,4,4,2,2,1,3,5,4,3,2
Q3.1_6,NARS,6,Click to write the question text - I (would?) feel comforted being with robots that have emotions.,"{""ImportId"":""QID88_6""}",2,5,3,1,2,3,2,4,1,1,2,2,2,3,3,1,4,3,4,2,3,2,3,1,1,1,1,4,4,1
Q3.1_7,NARS,7,"Click to write the question text - The word ""robot"" means nothing to me.","{""ImportId"":""QID88_7""}",3,1,1,4,2,1,2,3,5,1,1,2,2,5,2,1,2,5,1,3,1,1,3,1,2,1,1,2,3,1
Q3.1_8,NARS,8,Click to write the question text - I would feel nervous operating a robot in front of other people.,"{""ImportId"":""QID88_8""}",3,4,2,2,3,2,2,4,1,1,1,4,3,2,2,5,2,5,3,1,1,1,2,3,1,1,1,2,1,5
Q3.1_9,NARS,9,Click to write the question text - I would hate the idea that robots or artificial intelligence were making judgments about things.,"{""ImportId"":""QID88_9""}",4,1,2,5,3,2,3,3,5,3,2,4,3,2,2,5,2,4,3,4,1,2,4,4,4,2,2,2,2,3
Q3.1_10,NARS,10,Click to write the question text - I would feel very nervous just standing in front of a robot.,"{""ImportId"":""QID88_10""}",3,1,1,4,2,1,2,1,1,1,1,4,2,2,1,4,2,3,2,2,1,1,2,2,1,1,1,2,1,5
Q3.1_11,NARS,11,"Click to write the question text - I feel that if I depend on robots too much, something bad might happen.","{""ImportId"":""QID88_11""}",2,2,2,5,4,4,3,4,5,3,2,4,3,2,2,4,2,5,2,2,2,1,4,5,3,4,4,2,3,5
Q3.1_12,NARS,12,Click to write the question text - I would feel paranoid talking with a robot.,"{""ImportId"":""QID88_12""}",3,1,2,2,2,2,2,1,4,2,2,4,2,2,2,5,2,4,2,1,1,1,2,4,1,1,1,2,1,4
Q3.1_13,NARS,13,Click to write the question text - I am concerned that robots would be a bad influence on children.,"{""ImportId"":""QID88_13""}",4,1,2,2,4,1,2,1,5,3,1,3,2,2,2,1,2,4,2,2,1,1,2,3,3,2,1,2,3,3
Q3.1_14,NARS,14,Click to write the question text - I feel that in the future society will be dominated by robots.,"{""ImportId"":""QID88_14""}",3,4,2,4,3,5,4,1,5,3,2,4,2,2,4,1,3,3,2,5,3,1,1,3,4,2,1,2,3,5
Q3.2_Page Submit,NARS,response_time,Timing - Page Submit,"{""ImportId"":""QID89_PAGE_SUBMIT""}",15.819,48.869,25.682,68.82,55.334,64.776,40.615,76.409,37.257,42.751,41.337,43.888,88.053,17.818,42.236,64.624,159.694,9.962,44.992,32.555,60.751,37.389,195.879,134.885,89.716,111.77,38.819,68.642,85.666,31.201
Q5.1,QID96,,Which robot do you agree with?,"{""ImportId"":""QID96""}",1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
Q5.2_Page Submit,QID96,response_time,Timing - Page Submit,"{""ImportId"":""QID97_PAGE_SUBMIT""}",3.412,2.942,3.767,6.29,3.044,1.812,1.927,3.251,8.354,3.952,5.571,3.715,4.513,2.617,28.708,3.137,12.836,13.738,3.357,4.815,2.085,4.442,15.56,8.441,3.863,6.219,1.686,10.437,13.182,49.427
Q7.1,QID98,,Which robot do you agree with?,"{""ImportId"":""QID98""}",2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2
Q7.2_Page Submit,QID98,response_time,Timing - Page Submit,"{""ImportId"":""QID99_PAGE_SUBMIT""}",1.629,2.99,2.624,0.744,1.58,1.539,1.791,2.013,2.382,1.29,2.746,1.761,3.75,2.727,0.887,1.501,1.692,50.342,1.405,4.837,2.318,3.045,2.01,3.084,11.832,5.267,1.31,21.825,3.922,6.562
Q8.1,trap_question,,What does Liz enjoy doing?,"{""ImportId"":""QID94""}",5,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,1,1,4,4,1,4,1,4,4,4,4,4,4
Q8.2_Page Submit,QID94,response_time,Timing - Page Submit,"{""ImportId"":""QID95_PAGE_SUBMIT""}",28.164,3.572,6.372,12.371,8.68,42.096,3.777,11.157,53.688,9.61,9.493,8.675,3.413,3.02,10.719,10.52,23.058,5.123,17.311,13.434,26.454,12.916,51.623,47.672,9.775,221.516,4.065,15.979,16.052,299.458
Q10.1,QID100,,Which robot do you agree with?,"{""ImportId"":""QID100""}",2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2
Q10.2_Page Submit,QID100,response_time,Timing - Page Submit,"{""ImportId"":""QID101_PAGE_SUBMIT""}",1.869,1.731,1.989,0.979,3.314,0.924,2.095,1.507,2.135,1.176,2.643,1.885,1.187,1.076,1.109,1.542,1.563,1.758,7.835,2.084,2.042,2.726,2.184,2.252,3.785,3.467,3.374,1.288,2.165,4.058
Q12.1,QID102,,Which robot do you agree with?,"{""ImportId"":""QID102""}",2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2
Q12.2_Page Submit,QID102,response_time,Timing - Page Submit,"{""ImportId"":""QID103_PAGE_SUBMIT""}",2.861,2.108,1.926,0.693,1.747,1.085,1.999,1.244,1.425,1.53,2.462,1.567,1.081,1.599,1.147,1.403,1.223,1.616,1.638,1.961,2.601,2.672,3.957,1.871,1.874,2.782,1.575,1.225,1.335,3.955
Q14.1,QID104,,Which robot do you agree with?,"{""ImportId"":""QID104""}",2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2
Q14.2_Page Submit,QID104,response_time,Timing - Page Submit,"{""ImportId"":""QID105_PAGE_SUBMIT""}",1.288,2.084,1.998,1.155,1.909,1.236,2.3,1.816,1.869,1.881,2.067,1.999,5.564,1.887,1.176,1.916,30.198,1.694,1.229,3.438,4.122,2.627,23.75,1.988,2.027,2.072,1.192,1.032,1.593,3.364
Q16.1,QID106,,Which robot DON'T you agree with?,"{""ImportId"":""QID106""}",1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1
Q16.2_Page Submit,QID106,response_time,Timing - Page Submit,"{""ImportId"":""QID107_PAGE_SUBMIT""}",2.643,2.377,7.235,2.673,3.124,6.775,2.153,3.101,1.882,2.436,22.025,1.047,1.965,5.868,3.557,3.988,1.927,1.889,1.173,5.972,3.848,3.504,3.172,5.386,4.884,7.385,1.864,1.181,5.86,5.491
Q18.1,QID108,,Which robot do you agree with?,"{""ImportId"":""QID108""}",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,1
Q18.2_Page Submit,QID108,response_time,Timing - Page Submit,"{""ImportId"":""QID109_PAGE_SUBMIT""}",1.012,1.643,2.097,1.377,3.071,2.486,4.619,2.851,6.658,2.039,1.902,1.148,1.02,1.802,1.972,2.048,1.912,1.429,1.433,1.993,2.777,2.598,5.79,5.305,3.287,3.598,1.756,3.011,2.644,2.784
Q19.1_6,QID90,6,For each statement choose a robot. - Which robot would you trust to manage your investments portfolio?,"{""ImportId"":""QID90_6""}",1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,4,1,1,1,1,1
Q19.1_2,QID90,2,For each statement choose a robot. - Which robot do you think will serve as a good jury member?,"{""ImportId"":""QID90_2""}",1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4
Q19.1_7,QID90,7,For each statement choose a robot. - Which robot do you think will be a better analyst?,"{""ImportId"":""QID90_7""}",1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1
Q19.1_3,QID90,3,For each statement choose a robot. - Which robot would you like as a bartender?,"{""ImportId"":""QID90_3""}",4,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,4,4,1,4,1,1,1,4,1,4
