,Rationality,Color,Side,Investments,Analyst,Jury,Bartender,Prefer,Gender,Education,Age,Userid,Interactions,Social_influence,Emotions,Extroversion,Agreeableness,Conscientiousness,Neuroticism,Openness,Anthropomorphism,Animacy,Likability,Intelligence,Safety,Agreement
10,0,1,0,0,0,0,1,0,0.0,4,24,R_1CjUY0uIHemM6Hr,10.0,15.0,6.0,3.0,3.0,3.7777777777777777,4.875,3.3,2.0,0.666666666666667,0.0,0.0,-1.333333333333333,0.7142857142857143
11,0,1,0,1,1,0,1,1,1.0,4,27,R_1CymvkKFlSVlcaP,10.0,19.0,13.0,2.5,3.0,4.5555555555555545,2.75,3.8,-1.4,-0.4999999999999998,-1.1999999999999997,-0.7999999999999998,-2.666666666666667,0.14285714285714285
12,0,1,1,0,2,2,0,2,0.0,3,24,R_1H1pGlFq5o38gIi,22.0,14.0,13.0,3.25,2.2222222222222223,3.111111111111111,3.5,3.1,0.0,-0.5,-0.7999999999999998,-0.20000000000000018,-0.3333333333333335,-0.14285714285714285
13,0,1,1,1,1,0,0,0,0.0,4,42,R_1HeCSJTjUuLQqKr,12.0,10.0,8.0,4.375,2.7777777777777777,4.666666666666667,1.875,3.4,-0.40000000000000013,0.3333333333333335,0.40000000000000036,-0.19999999999999973,1.0,0.14285714285714285
14,0,1,1,0,0,2,2,0,1.0,3,21,R_1IWaavD5o1fBrtk,10.0,7.0,3.0,2.0,3.2222222222222223,4.333333333333333,2.125,4.4,0.20000000000000018,0.6666666666666665,2.4,1.6,1.0,0.42857142857142855
15,0,1,0,2,0,2,2,2,1.0,4,33,R_1JJBkAtivJdGhQO,20.0,14.0,10.0,2.875,2.555555555555556,3.4444444444444446,2.5,2.8,0.19999999999999973,0.0,-2.0000000000000004,-1.4,0.0,-0.14285714285714285
16,0,1,1,1,1,1,1,1,0.0,4,29,R_1JLUMx76moZL5BM,23.0,21.0,6.0,3.375,2.888888888888889,2.7777777777777777,3.0,3.5,2.8,2.166666666666667,1.7999999999999998,1.0,1.0,-0.42857142857142855
17,0,1,0,2,2,2,0,0,0.0,4,36,R_1K0Yqm9MssCn457,17.0,19.0,14.0,2.625,3.333333333333333,2.555555555555556,1.75,3.5,-1.4,-1.0,-0.3999999999999999,-2.4,-0.3333333333333335,-0.14285714285714285
18,0,1,0,0,0,0,0,0,1.0,4,30,R_1NCuJLRbTUcTDTl,12.0,13.0,6.0,3.0,4.4444444444444455,4.111111111111111,1.625,4.5,-1.6,-1.1666666666666665,-0.40000000000000036,0.7999999999999998,-0.3333333333333335,0.42857142857142855
19,0,0,0,0,0,0,0,0,1.0,4,50,R_1NEXevgBRaeqCkq,7.0,9.0,6.0,1.375,3.888888888888889,4.111111111111111,2.0,3.9,1.8,0.833333333333333,0.6000000000000001,1.0,-0.6666666666666665,0.7142857142857143
20,0,0,0,0,0,0,0,0,0.0,7,22,R_1OJH9SmvF3KnC4P,21.0,19.0,9.0,2.625,3.2222222222222223,2.7777777777777777,3.25,3.2,-0.3999999999999999,0.0,0.7999999999999998,0.19999999999999973,1.3333333333333335,0.7142857142857143
21,0,1,1,2,2,2,0,0,1.0,4,33,R_1Ork883QeCxYqlv,16.0,13.0,9.0,2.5,2.6666666666666665,3.0,3.0,2.7,2.0,0.6666666666666665,0.0,-0.19999999999999973,0.666666666666667,0.14285714285714285
22,0,0,1,0,0,0,0,0,0.0,3,50,R_1QEBqxk5Lbn7Ql3,12.0,14.0,7.0,3.5,5.0,5.0,1.75,3.9,0.7999999999999998,1.0,1.2000000000000002,0.7999999999999998,0.666666666666667,-0.14285714285714285
23,0,0,1,0,0,0,0,0,0.0,4,50,R_1QhIporaJGSa0WL,15.0,15.0,9.0,2.5,3.333333333333333,4.111111111111111,3.0,4.2,1.9999999999999998,0.8333333333333335,0.7999999999999998,0.7999999999999998,0.0,0.7142857142857143
24,0,0,0,0,0,0,1,0,1.0,3,31,R_1QtjQaFdT9lz5Uu,12.0,13.0,8.0,1.875,3.0,2.6666666666666665,2.5,3.7,0.40000000000000013,-0.8333333333333333,-1.0,0.0,-1.333333333333333,0.42857142857142855
25,0,0,0,1,1,0,0,0,0.0,3,52,R_1WSQeEEfkyfWk6Z,11.0,14.0,8.0,2.125,4.777777777777779,4.777777777777779,1.125,3.2,-0.8000000000000003,-0.833333333333333,0.0,-0.6000000000000001,0.3333333333333335,0.14285714285714285
26,0,1,0,2,0,0,0,2,1.0,3,41,R_1dyRPS7I2FwaWOm,21.0,20.0,15.0,2.375,4.4444444444444455,4.111111111111111,1.125,2.7,1.6,1.8333333333333333,-0.40000000000000036,-0.7999999999999998,-1.0,-0.14285714285714285
27,0,1,0,0,0,0,1,0,1.0,4,30,R_1eDGI5tXYmICigl,10.0,17.0,7.0,1.5,3.111111111111111,3.6666666666666665,3.375,3.3,-0.8,-0.33333333333333304,-0.3999999999999999,1.2000000000000002,-0.33333333333333304,0.7142857142857143
28,0,1,0,2,2,2,2,2,1.0,2,27,R_1eQAXf5qA3dVSGQ,11.0,18.0,10.0,3.25,3.0,3.6666666666666665,1.75,3.1,0.40000000000000013,0.8333333333333333,-0.6000000000000001,-0.7999999999999998,-0.6666666666666665,-0.42857142857142855
29,0,1,0,0,0,0,1,0,0.0,4,24,R_1f4asvDeoJqxgjT,10.0,11.0,7.0,2.25,3.7777777777777777,3.888888888888889,2.25,4.1,-1.0,-0.8333333333333335,-0.6000000000000001,1.2000000000000002,-1.0,0.7142857142857143
30,0,1,0,0,0,0,2,0,1.0,2,31,R_1fZUDBPwQ7kPrla,10.0,9.0,10.0,1.0,1.8888888888888888,2.7777777777777777,3.875,3.4,0.20000000000000018,-0.33333333333333326,0.19999999999999973,1.4,-1.333333333333333,0.14285714285714285
31,0,1,1,0,0,0,0,0,1.0,2,28,R_1fd4d4lOxOX3u7C,16.0,16.0,9.0,2.875,3.555555555555556,3.7777777777777777,2.125,3.2,2.4,1.9999999999999998,0.40000000000000036,-0.19999999999999973,-1.0,0.0
32,0,0,1,2,2,2,2,2,1.0,4,27,R_1g6fzCA2Vol1P6o,23.0,11.0,10.0,3.875,3.6666666666666665,2.6666666666666665,2.75,3.0,-0.6000000000000001,0.16666666666666696,1.4,0.3999999999999999,-1.3333333333333333,-0.42857142857142855
33,0,0,1,0,0,0,2,0,1.0,7,39,R_1gNQCfVUwV1AlvW,9.0,13.0,6.0,2.875,4.222222222222221,5.0,1.25,3.8,-2.2,-1.4999999999999998,-0.7999999999999998,0.0,1.333333333333333,0.14285714285714285
34,0,1,1,0,0,0,2,2,1.0,7,33,R_1gT6WDLuzfrQnDP,9.0,12.0,4.0,4.375,3.4444444444444446,4.0,2.375,4.3,0.8000000000000003,1.5000000000000004,2.0,1.0,1.3333333333333335,0.14285714285714285
35,0,0,0,1,1,0,0,1,1.0,4,31,R_1hXPTUJk4liROut,12.0,10.0,6.0,3.125,5.0,5.0,1.0,3.7,1.7999999999999998,0.666666666666667,1.0,1.6,1.0,0.14285714285714285
36,0,0,1,0,0,0,0,0,0.0,5,28,R_1iqe5wKucaHOBTP,19.0,17.0,8.0,3.0,2.888888888888889,3.333333333333333,3.25,3.3,1.7999999999999998,0.833333333333333,-0.5999999999999996,0.3999999999999999,-1.0,0.14285714285714285
37,0,0,1,2,2,2,0,2,1.0,2,52,R_1jIIFpPYSsEQPKV,10.0,16.0,5.0,3.625,4.777777777777779,4.888888888888889,4.375,4.8,2.3999999999999995,0.666666666666667,0.20000000000000018,0.0,0.6666666666666665,-0.7142857142857143
38,0,0,0,0,0,0,0,0,1.0,4,42,R_1jk3UCS4hMHHZcp,16.0,15.0,9.0,2.5,2.333333333333333,2.555555555555556,3.5,3.3,-0.19999999999999973,-0.3333333333333335,-1.2000000000000002,-0.40000000000000036,-0.3333333333333335,0.42857142857142855
39,0,0,0,2,2,0,0,0,1.0,7,45,R_1kIBKUNULxrHopM,13.0,11.0,6.0,2.625,3.888888888888889,4.333333333333333,1.875,4.3,0.5999999999999999,0.3333333333333335,1.2000000000000002,0.3999999999999999,1.0,0.14285714285714285
40,0,0,0,0,0,0,1,0,0.0,4,27,R_1l0snIjkzvCGsUp,14.0,19.0,7.0,1.0,3.111111111111111,3.7777777777777777,4.125,4.2,1.7999999999999998,1.166666666666667,0.20000000000000018,0.7999999999999998,-0.33333333333333304,0.42857142857142855
41,0,1,1,0,0,0,0,0,1.0,7,28,R_1lfygB6E5vRwwZQ,20.0,16.0,7.0,2.125,4.0,4.5555555555555545,3.25,4.4,0.19999999999999973,1.4999999999999998,2.8,2.4,2.6666666666666665,0.0
42,0,0,1,0,0,0,0,0,0.0,3,33,R_1mLxsqC1Cs8UQ2y,15.0,17.0,12.0,3.125,3.111111111111111,3.7777777777777777,1.5,3.5,2.0,2.1666666666666665,2.0,0.40000000000000036,1.666666666666667,0.0
43,0,1,1,2,2,2,2,2,0.0,3,23,R_1mqMo4ZwpDishlM,12.0,13.0,12.0,1.125,3.555555555555556,4.888888888888889,2.5,3.9,-0.3999999999999999,-1.0,-0.5999999999999999,0.7999999999999998,-1.3333333333333335,-0.7142857142857143
44,0,1,0,2,0,0,2,0,1.0,3,44,R_1n6eRgwMjjzgZXT,21.0,23.0,13.0,2.875,3.111111111111111,3.111111111111111,2.875,3.6,0.7999999999999998,-0.16666666666666652,0.0,0.40000000000000036,1.0,-0.14285714285714285
45,0,1,0,0,0,0,0,0,0.0,4,24,R_1nUYG5BiEzaatdc,14.0,16.0,10.0,3.5,3.333333333333333,4.0,2.5,3.2,0.9999999999999998,0.5,0.8000000000000003,1.6,-0.3333333333333335,0.42857142857142855
46,0,1,1,0,0,0,0,0,0.0,3,29,R_1o6JC73YypsQ67a,8.0,8.0,3.0,4.5,4.4444444444444455,4.777777777777779,1.75,3.7,0.8,0.5,-0.6000000000000001,0.3999999999999999,-1.333333333333333,0.0
47,0,0,1,2,0,0,2,2,0.0,5,61,R_1ojUd7FJAkj7IhX,18.0,18.0,8.0,3.0,2.7777777777777777,3.333333333333333,3.125,3.2,1.6,1.3333333333333335,0.7999999999999998,1.7999999999999998,0.3333333333333335,0.14285714285714285
48,0,0,1,0,0,0,0,0,1.0,7,29,R_1oklEFUUXdXoCIs,13.0,13.0,7.0,3.0,3.7777777777777777,3.7777777777777777,2.125,3.3,1.6,2.1666666666666665,1.4,1.0,-1.0,0.7142857142857143
49,0,0,1,0,0,0,0,0,1.0,4,30,R_1qgOW38YevjYc4Y,13.0,18.0,9.0,2.625,3.888888888888889,4.0,2.25,2.6,0.6000000000000001,1.0,-1.0,2.0,-1.0,0.0
50,0,0,0,1,1,1,0,0,1.0,3,26,R_1r18SsbUjQeUCyn,12.0,11.0,3.0,1.25,3.333333333333333,3.4444444444444446,4.5,4.1,1.7999999999999998,-0.5000000000000004,-0.7999999999999998,0.0,-1.0,-0.14285714285714285
51,0,0,1,0,0,0,1,0,1.0,3,49,R_1rcz8bjADSpvIEG,13.0,15.0,9.0,3.625,4.222222222222221,4.111111111111111,1.875,4.3,1.1999999999999997,0.833333333333333,-0.39999999999999947,0.39999999999999947,1.0,0.14285714285714285
52,0,1,0,0,0,0,2,0,0.0,3,34,R_20NAKNfFgbvDAoj,18.0,19.0,12.0,1.25,5.0,4.777777777777779,1.625,2.5,-0.6000000000000005,0.0,0.39999999999999947,0.7999999999999998,-0.3333333333333335,0.14285714285714285
53,0,1,0,1,0,1,0,0,1.0,2,34,R_21pIkZ7DUXIVE5Q,15.0,12.0,10.0,2.0,3.111111111111111,2.7777777777777777,2.125,2.4,-2.0,-1.8333333333333335,-0.7999999999999998,-0.20000000000000018,0.0,0.42857142857142855
54,0,0,0,0,0,0,0,0,0.0,7,51,R_2410AAgcLn1nKaW,21.0,17.0,13.0,5.0,4.888888888888889,5.0,1.25,4.6,1.6,1.6666666666666665,2.0,0.20000000000000018,-0.3333333333333335,0.7142857142857143
55,0,1,0,0,0,0,0,0,1.0,4,30,R_24bKEwOewf0eusy,13.0,15.0,4.0,2.125,3.7777777777777777,2.555555555555556,4.375,3.3,-1.1999999999999997,-0.33333333333333304,0.0,-0.7999999999999998,0.6666666666666665,0.42857142857142855
56,0,1,0,0,0,0,1,0,0.0,3,31,R_24k2xX8ykso2T8A,7.0,14.0,7.0,2.875,4.4444444444444455,3.333333333333333,3.0,4.5,0.7999999999999998,1.0,1.4,2.0,0.0,0.42857142857142855
57,0,0,0,2,2,2,0,0,1.0,4,28,R_26axlmUSOoA3IfE,23.0,19.0,6.0,3.625,3.2222222222222223,3.2222222222222223,3.5,3.3,0.3999999999999999,0.6666666666666665,0.6000000000000001,0.0,1.333333333333333,-0.14285714285714285
58,0,1,0,0,0,0,2,0,0.0,3,47,R_26u2xJm6wXFSDpT,14.0,12.0,6.0,2.75,3.0,4.222222222222221,3.125,3.2,1.5999999999999996,1.0,0.6000000000000001,-1.0,-0.666666666666667,0.14285714285714285
59,0,0,0,0,0,0,0,0,0.0,4,54,R_273Gvp98jYxCp6q,21.0,21.0,14.0,2.75,4.333333333333333,4.777777777777779,2.375,3.4,0.6000000000000001,0.5,-0.40000000000000036,0.7999999999999998,0.33333333333333304,0.42857142857142855
60,0,0,0,0,0,0,0,0,0.0,7,58,R_27NiARwaWeivCEr,14.0,18.0,13.0,4.375,4.333333333333333,5.0,2.25,3.1,1.2,1.166666666666667,2.4,1.0,0.6666666666666665,0.0
61,0,0,1,0,0,0,1,0,1.0,4,51,R_29itqPFxcaxJKSZ,27.0,23.0,5.0,3.5,3.4444444444444446,3.111111111111111,3.625,4.0,0.7999999999999998,0.33333333333333304,1.0,2.0000000000000004,0.33333333333333304,0.14285714285714285
62,0,1,0,0,0,0,2,0,0.0,4,61,R_2B2p06UyAnwmetO,18.0,16.0,9.0,3.0,3.111111111111111,3.111111111111111,3.0,3.2,0.19999999999999973,-0.3333333333333335,-0.6000000000000001,0.8000000000000003,0.3333333333333335,-0.14285714285714285
63,0,0,1,0,0,2,2,2,1.0,2,53,R_2BsxHo2VIwmnnDA,10.0,15.0,6.0,2.0,4.222222222222221,3.111111111111111,1.0,3.6,-1.0000000000000002,0.666666666666667,0.3999999999999999,-1.0,0.6666666666666665,0.42857142857142855
64,0,0,1,1,1,1,0,1,0.0,3,47,R_2CBVuELhZxx49Tc,13.0,13.0,6.0,4.125,4.5555555555555545,3.111111111111111,1.625,3.6,1.4,0.6666666666666665,0.20000000000000018,1.4,1.3333333333333335,-0.42857142857142855
65,0,1,0,2,2,0,0,2,0.0,4,40,R_2CCzf8XgGfBiNlq,11.0,15.0,9.0,2.25,3.6666666666666665,4.888888888888889,2.5,3.3,2.0,0.5,-0.5999999999999996,0.6000000000000001,-1.666666666666667,0.14285714285714285
66,0,0,0,0,0,1,1,0,1.0,4,47,R_2DRCBZ8alN4g8BA,14.0,12.0,8.0,1.125,3.888888888888889,4.5555555555555545,4.0,3.5,1.4,1.166666666666667,0.3999999999999999,0.20000000000000018,0.0,0.42857142857142855
67,0,0,0,0,0,0,1,0,1.0,4,44,R_2EGgUnHpVvbcORX,11.0,17.0,10.0,3.5,2.4444444444444446,4.666666666666667,2.875,3.5,1.7999999999999998,-1.0,-1.2000000000000002,-0.1999999999999993,0.0,-0.42857142857142855
68,0,1,1,0,0,0,1,0,0.0,4,40,R_2PbRHTBUV15y7Z1,17.0,22.0,14.0,1.25,3.111111111111111,3.888888888888889,2.25,1.2,-1.2,-1.0,-2.2,-2.8,0.3333333333333335,-0.14285714285714285
69,0,1,0,0,2,0,2,0,1.0,4,30,R_2PnZxc2koik9CtD,22.0,18.0,7.0,3.25,3.2222222222222223,3.0,3.625,3.1,0.6000000000000001,1.0,0.6000000000000001,-0.20000000000000018,-0.6666666666666665,0.0
70,0,0,0,1,1,1,0,1,0.0,2,33,R_2QlW2Cnbtz7nRQq,9.0,13.0,5.0,3.0,4.888888888888889,4.777777777777779,2.625,4.2,2.2,0.5,0.3999999999999999,1.5999999999999996,1.333333333333333,0.14285714285714285
71,0,0,1,0,2,0,2,0,1.0,4,30,R_2R94tmxaEnqInfU,16.0,11.0,9.0,4.125,4.4444444444444455,4.5555555555555545,1.75,3.9,0.0,0.16666666666666696,0.20000000000000018,0.0,-0.33333333333333304,0.14285714285714285
72,0,1,0,0,0,0,1,0,0.0,3,34,R_2THLlwGsMXcqrKH,11.0,20.0,13.0,1.75,4.222222222222221,3.888888888888889,3.125,4.1,1.0,1.6666666666666663,1.4,0.3999999999999999,0.3333333333333335,0.7142857142857143
73,0,0,0,0,0,1,1,0,1.0,3,63,R_2TmAExzfalCflqp,10.0,13.0,9.0,4.25,3.6666666666666665,4.333333333333333,2.125,4.1,-0.20000000000000018,-0.33333333333333304,0.5999999999999996,0.6000000000000001,-0.33333333333333304,0.42857142857142855
74,0,1,0,0,0,1,1,0,0.0,7,29,R_2Tpz1HM1BNBbv9G,23.0,23.0,10.0,3.125,3.333333333333333,4.333333333333333,3.125,3.8,-0.20000000000000018,-0.666666666666667,1.0000000000000004,-0.6000000000000001,1.0,0.7142857142857143
75,0,0,0,2,2,2,0,2,0.0,4,61,R_2Tv0KGec9PWwyiW,20.0,16.0,9.0,3.0,3.0,3.111111111111111,2.875,3.2,0.7999999999999998,0.6666666666666665,0.3999999999999999,-0.6000000000000001,0.6666666666666665,0.14285714285714285
76,0,1,0,1,1,1,0,1,1.0,4,28,R_2V3mBNj8TtJHX2i,12.0,11.0,6.0,3.0,3.7777777777777777,4.0,2.0,3.7,1.0,0.8333333333333335,0.5999999999999996,1.0,-1.3333333333333335,-0.14285714285714285
77,0,0,1,2,2,2,0,2,1.0,3,35,R_2V87wFIJDmj9UuX,13.0,13.0,7.0,2.375,4.333333333333333,2.7777777777777777,2.375,2.9,-2.4,-1.1666666666666665,-0.19999999999999973,-1.1999999999999997,0.0,0.42857142857142855
78,0,1,0,0,0,0,0,0,0.0,4,27,R_2VfnlTXqwaAQxtn,13.0,10.0,6.0,2.25,3.333333333333333,4.5555555555555545,3.375,4.8,1.6,1.1666666666666665,0.3999999999999999,0.3999999999999999,0.6666666666666665,0.0
79,0,0,1,2,0,0,2,0,0.0,3,24,R_2VwfxDOfva5IYFa,17.0,21.0,11.0,1.75,3.2222222222222223,2.6666666666666665,4.875,2.5,1.7999999999999998,-0.16666666666666652,-1.9999999999999996,-0.6000000000000001,-0.3333333333333335,-0.14285714285714285
80,0,1,0,0,0,0,2,0,1.0,3,27,R_2WGbIecTLPFmxef,17.0,17.0,12.0,2.0,3.333333333333333,4.777777777777779,1.75,3.9,1.6,1.1666666666666665,0.3999999999999999,1.2000000000000002,0.33333333333333304,0.14285714285714285
81,0,0,0,0,0,0,2,0,1.0,3,69,R_2X4DSxage6NjAa7,8.0,13.0,11.0,3.875,4.111111111111111,4.222222222222221,1.75,3.6,1.2000000000000002,0.5,0.9999999999999998,1.0,1.3333333333333335,0.7142857142857143
82,0,0,0,0,0,0,1,0,0.0,2,38,R_2Y3sKAq1n7labqx,13.0,14.0,10.0,1.25,3.333333333333333,3.7777777777777777,1.75,2.8,-0.6000000000000001,0.16666666666666696,1.3999999999999995,2.0,1.0,0.0
83,0,1,1,0,2,2,0,0,1.0,3,28,R_2Y9BrWErvhmzd7m,10.0,13.0,11.0,3.5,1.4444444444444444,1.0,4.428571428571429,1.8,-0.7999999999999998,-1.5,1.0,1.0,0.3333333333333335,0.42857142857142855
84,0,1,0,0,0,0,0,0,1.0,4,26,R_2YEzFP8EhMDZwRt,17.0,25.0,15.0,2.375,2.333333333333333,4.666666666666667,1.0,3.6,-0.8,-0.5,-0.7999999999999998,0.6000000000000001,-0.33333333333333304,0.7142857142857143
85,0,1,0,2,2,0,2,0,0.0,8,71,R_2YbVe0sP2E8YW6u,10.0,15.0,9.0,2.375,4.111111111111111,4.777777777777779,3.0,3.7,-1.0,-0.8333333333333335,-1.4,-1.0,0.0,-0.14285714285714285
86,0,1,1,0,0,1,1,1,0.0,4,29,R_2ZP0Tzx5jN27Mqm,11.0,12.0,12.0,4.625,3.888888888888889,5.0,1.875,3.0,1.7999999999999998,1.833333333333333,1.0,1.1999999999999997,0.3333333333333335,0.14285714285714285
87,0,0,0,0,0,0,0,1,0.0,3,41,R_2ZX2zuf6oUo6N8e,13.0,12.0,8.0,3.125,3.555555555555556,3.888888888888889,2.5,3.3,-0.8,-1.5,-1.0,-0.3999999999999999,-0.33333333333333304,0.7142857142857143
88,0,0,1,1,1,0,0,0,0.0,4,25,R_2aRaMY8uSZnxYLJ,9.0,9.0,12.0,3.375,4.666666666666667,4.333333333333333,2.375,4.2,-0.8,-0.5,0.20000000000000018,1.7999999999999998,1.6666666666666665,0.14285714285714285
89,0,1,1,0,0,0,0,0,0.0,4,26,R_2aahIR32xj6tZxH,18.0,15.0,9.0,3.125,3.7777777777777777,4.5555555555555545,2.0,4.3,-3.0,-3.333333333333333,-0.6000000000000001,-0.20000000000000018,-0.33333333333333304,0.14285714285714285
90,0,1,0,0,0,0,0,0,0.0,7,44,R_2abt5IIowYqSfE0,20.0,19.0,8.0,4.875,4.666666666666667,4.888888888888889,1.75,4.6,0.0,0.33333333333333304,-0.40000000000000036,0.20000000000000018,-0.3333333333333335,0.0
91,0,1,0,2,2,2,0,2,1.0,4,23,R_2an9nKu9r99GmC5,12.0,15.0,9.0,2.875,2.6666666666666665,2.333333333333333,3.5,2.8,-0.3999999999999999,-0.33333333333333304,0.3999999999999999,0.6000000000000001,-1.3333333333333335,-0.14285714285714285
92,0,0,0,0,0,1,1,0,1.0,3,50,R_2aqUdSxEguSD66u,9.0,16.0,6.0,2.25,4.111111111111111,3.6666666666666665,2.5,4.0,-0.19999999999999996,-0.3333333333333335,1.4,-0.3999999999999999,-0.6666666666666665,0.42857142857142855
93,0,1,0,0,0,0,0,0,1.0,4,42,R_2c0zJhiMGhBtPcy,6.0,9.0,7.0,4.25,3.6666666666666665,4.777777777777779,1.875,4.1,-1.6,-1.6666666666666665,-2.1999999999999997,-0.20000000000000018,-0.6666666666666665,0.0
94,0,0,1,2,2,2,0,2,1.0,4,34,R_2cdvFfi7YC0JytY,13.0,15.0,7.0,3.75,4.0,4.0,2.0,4.0,0.20000000000000018,0.8333333333333335,1.2000000000000002,0.7999999999999998,0.0,-0.7142857142857143
95,0,0,0,1,1,0,0,1,1.0,2,35,R_2dfEvZTeuafcTjC,13.0,14.0,10.0,1.875,2.888888888888889,4.222222222222221,2.0,3.6,-1.5999999999999996,-1.0,-0.7999999999999998,-0.3999999999999999,0.3333333333333335,0.14285714285714285
96,0,0,1,2,2,0,0,0,1.0,4,31,R_2ds8E8QE671cnsy,7.0,16.0,7.0,4.25,2.555555555555556,4.666666666666667,1.0,4.7,-0.7999999999999998,0.3333333333333335,1.0,0.40000000000000036,0.0,0.7142857142857143
97,0,1,0,1,1,1,1,1,0.0,4,34,R_2duNWE0o7Kb7LES,22.0,20.0,13.0,2.125,4.777777777777779,4.111111111111111,2.5,2.6,0.3999999999999999,0.33333333333333304,0.9999999999999996,1.2000000000000002,1.666666666666667,-0.42857142857142855
98,0,0,1,0,0,1,1,1,0.0,7,37,R_2fwWymlJrfVh3SC,6.0,10.0,8.0,4.625,5.0,5.0,1.125,4.6,1.4000000000000001,1.0,2.2,3.4,-0.3333333333333335,0.42857142857142855
99,0,1,0,2,2,2,2,2,1.0,3,28,R_2fx3WMX7DpwChbH,18.0,16.0,6.0,1.875,3.6666666666666665,3.7777777777777777,3.625,2.9,1.0,1.0,1.4000000000000004,1.2000000000000002,-0.3333333333333335,-0.14285714285714285
100,0,1,0,0,0,0,0,0,0.0,4,38,R_2oBt7ApLFmqFYtj,14.0,14.0,5.0,3.5,3.6666666666666665,4.4444444444444455,3.125,4.9,-1.0,-0.8333333333333335,0.3999999999999999,1.0,-0.6666666666666665,0.14285714285714285
101,0,1,0,0,0,0,0,0,1.0,7,66,R_2pPufl3O2v40JdT,7.0,12.0,7.0,4.5,4.888888888888889,4.666666666666667,1.0,4.3,0.0,0.8333333333333335,0.8000000000000003,1.0,0.666666666666667,0.7142857142857143
102,0,1,0,0,0,0,2,0,0.0,5,65,R_2pXcwWQUYgPduqy,13.0,18.0,9.0,3.75,4.333333333333333,4.5555555555555545,1.25,4.8,-2.6,-1.8333333333333335,-2.0,-1.2000000000000002,-1.3333333333333335,0.7142857142857143
103,0,1,1,0,0,0,0,0,0.0,3,27,R_2q1zrKH6L3ruNlf,15.0,13.0,10.0,3.0,2.888888888888889,3.7777777777777777,3.125,4.0,0.8000000000000003,0.6666666666666665,0.8000000000000003,1.1999999999999997,1.0,0.42857142857142855
104,0,1,0,0,0,0,1,0,0.0,7,33,R_2q4cx5bw5O1rUYM,22.0,19.0,12.0,2.0,3.333333333333333,4.0,3.25,3.4,0.3999999999999999,0.5,-0.20000000000000018,0.7999999999999998,-1.0,0.14285714285714285
