StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83,Q84,Q85,Q86,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q77_12,Q77_13,Q77_14,Q77_15,Q77_16,Q77_17,Q77_18,Q77_19,Q77_20,Q77_21,Q77_22,Q77_23,Q77_24,Q77_25,Q77_26,Q77_27,Q77_28,Q77_29,Q77_30,Q77_31,Q77_32,Q77_33,Q77_34,Q77_35,Q77_36,Q77_37,Q77_38,Q77_39,Q77_40,Q77_41,Q77_42,Q77_43,Q77_44,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q88_1,Q88_2,Q88_3,Q88_4,Q88_5,Q88_6,Q88_7,Q88_8,Q88_9,Q88_10,Q88_11,Q88_12,Q88_13,Q88_14,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,Q94,Q95_First Click,Q95_Last Click,Q95_Page Submit,Q95_Click Count,Q96,Q97_First Click,Q97_Last Click,Q97_Page Submit,Q97_Click Count,Q92,Q93_First Click,Q93_Last Click,Q93_Page Submit,Q93_Click Count,Q108,Q109_First Click,Q109_Last Click,Q109_Page Submit,Q109_Click Count,Q100,Q101_First Click,Q101_Last Click,Q101_Page Submit,Q101_Click Count,Q102,Q103_First Click,Q103_Last Click,Q103_Page Submit,Q103_Click Count,Q104,Q105_First Click,Q105_Last Click,Q105_Page Submit,Q105_Click Count,Q106,Q107_First Click,Q107_Last Click,Q107_Page Submit,Q107_Click Count,Q90_6,Q90_2,Q90_7,Q90_3,Q91_First Click,Q91_Last Click,Q91_Page Submit,Q91_Click Count,Q79#1_1,Q79#2_1,Q80#1_1,Q80#1_2,Q80#1_3,Q80#1_4,Q80#1_5,Q80#1_6,Q80#1_7,Q80#1_8,Q80#1_9,Q80#1_10,Q80#1_11,Q80#1_12,Q80#1_13,Q80#1_14,Q80#1_15,Q80#1_16,Q80#1_17,Q80#1_18,Q80#1_19,Q80#1_20,Q80#1_21,Q80#1_22,Q80#1_23,Q80#1_24,Q80#2_1,Q80#2_2,Q80#2_3,Q80#2_4,Q80#2_5,Q80#2_6,Q80#2_7,Q80#2_8,Q80#2_9,Q80#2_10,Q80#2_11,Q80#2_12,Q80#2_13,Q80#2_14,Q80#2_15,Q80#2_16,Q80#2_17,Q80#2_18,Q80#2_19,Q80#2_20,Q80#2_21,Q80#2_22,Q80#2_23,Q80#2_24,Q81_First Click,Q81_Last Click,Q81_Page Submit,Q81_Click Count,Q110,Q111,survey_code
2018-06-26 02:21:08,2018-06-26 02:37:45,0,214.15.228.39,100,996,1,2018-06-26 02:37:46,R_z2JD3mArwqTYLEB,,,,,33.182006835938,-117.2467956543,anonymous,EN,1,2,32,5,1,3,5,1,4,5,3,1,5,4,5,3,5,1,3,5,2,1,1,3,5,1,1,5,4,5,2,5,1,1,3,3,5,5,1,2,3,5,1,1,5,4,1,1,3.593,74.773,75.63,47,5,5,1,1,3,1,3,1,3,1,5,5,5,5,120.661,155.583,156.738,15,1,3.331,3.331,7.454,1,1,8.937,8.937,9.757,1,1,12.697,15.694,16.634,2,1,4.078,4.078,5.278,1,1,8.4,8.4,9.302,1,1,8.995,8.995,9.829,1,2,1.561,1.561,19.136,1,1,1.546,1.546,2.602,1,4,4,4,4,9.92,14.9,15.683,5,1,5,2,1,1,1,2,1,2,1,1,3,2,1,1,2,2,3,3,3,3,1,4,3,3,3,4,1,1,1,3,1,4,1,1,4,2,3,5,5,3,4,3,4,3,1,4,3,3,3,34.407,143.941,144.975,54,4,"Hard to describe. Mostly off of just a gut feeling of how I would interact with this machine. I tried to assign human-like personalities to each robot, but found it difficult since at its core, it is just a machine. To be honest, a large portion of this decision is probably a result of my aesthetic preferences (color). I hate most shades of blue as they remind me of being drowsy.  ",58696018
2018-06-26 02:22:51,2018-06-26 02:38:03,0,24.49.56.194,100,912,1,2018-06-26 02:38:04,R_2WGbIecTLPFmxef,,,,,39.629104614258,-77.712799072266,anonymous,EN,1,2,27,3,2,4,5,1,3,4,4,1,4,5,2,1,5,2,3,2,2,1,2,4,4,2,1,4,4,2,3,5,1,4,4,4,4,4,2,2,2,5,2,4,2,4,2,4,1.444,84.835,86.18,56,4,4,2,4,2,2,1,2,5,2,4,3,1,4,3.109,42.158,44.953,16,2,2.305,2.305,3.23,1,2,0.509,0.509,1.319,1,4,15.219,15.219,16.321,1,2,0.69,0.69,1.391,1,1,1.448,2.166,2.882,2,1,0.786,0.786,1.498,1,1,0.54,2.736,3.512,2,1,1.796,1.796,2.679,1,4,4,4,1,15.658,50.539,52.559,9,1,5,4,4,3,4,5,1,4,3,3,4,5,4,4,4,4,4,4,5,4,4,5,4,4,2,2,2,3,2,1,1,2,2,3,3,3,3,2,3,3,4,2,3,2,2,1,3,3,4,35.07,174.437,178.731,57,5,Blue seemed to be more lifelike and I could relate to the blue robot more.,57888577
2018-06-26 02:22:20,2018-06-26 02:40:42,0,73.98.105.77,100,1101,1,2018-06-26 02:40:43,R_1eQAXf5qA3dVSGQ,,,,,34.774398803711,-106.7274017334,anonymous,EN,1,2,27,2,4,4,5,1,3,2,3,3,5,5,2,2,4,2,4,4,3,4,1,2,2,3,2,5,3,3,4,3,4,3,4,4,4,4,3,3,4,5,2,5,5,4,3,2,3.362,163.164,163.817,66,3,5,2,2,3,3,2,2,1,2,3,2,2,5,7.468,83.392,83.737,23,2,6.524,6.524,7.495,1,2,0.909,0.909,1.687,1,4,3.213,3.213,7.5,1,2,5.998,5.998,7.899,1,2,0.729,1.579,1.856,2,1,0.557,0.557,1.395,1,2,2.848,5.901,7.11,5,1,0.975,0.975,1.759,1,1,1,1,1,2.551,26.001,26.641,6,3,3,2,2,1,2,2,2,3,1,2,3,2,2,3,3,2,2,2,1,3,2,3,5,5,1,1,1,1,1,2,1,2,1,1,3,1,1,2,3,2,2,2,1,3,1,3,5,5,1,5.254,199.444,200.852,84,5,"The way it talked and responded to questions in the videos seemed slightly more natural and appropriate overall when compared to the red robot. I'm not sure exactly why, but the blue robot made me feel more comfortable in general.",25748656
2018-06-26 02:25:49,2018-06-26 02:41:03,0,68.34.89.213,100,913,1,2018-06-26 02:41:03,R_1fZUDBPwQ7kPrla,,,,,42.426803588867,-83.193496704102,anonymous,EN,1,2,31,2,1,5,2,5,3,5,1,2,1,4,1,1,2,4,5,1,2,2,5,5,5,1,5,4,3,1,5,1,3,3,5,1,4,4,5,1,4,5,5,4,2,3,4,2,23.256,23.256,84.3,1,2,3,4,1,2,2,2,2,2,1,1,2,1,2,0,0,46.238,0,2,4.939,4.939,6.394,1,2,1.237,1.237,2.632,1,1,31.771,31.771,32.893,1,2,1.047,1.047,2.073,1,1,1.079,1.079,2.15,1,1,0.529,0.529,1.419,1,1,3.365,3.365,5.895,1,1,1.143,1.143,2.175,1,1,4,1,4,30.751,45.2,47.357,6,1,5,2,2,1,1,2,2,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,2,3,1,4,4,4,4,2,3,4,3,2,2,3,4,4,3,4,4,4,3,2,3,3,4,4,1,42.735,151.966,153.301,53,5,I agreed with this robot more often and I thought it had the best thinking ability.,54755540
2018-06-26 02:35:03,2018-06-26 02:41:56,0,68.37.211.184,100,412,1,2018-06-26 02:41:57,R_w5GxtKxp5K1rmEx,,,,,42.272994995117,-83.599403381348,anonymous,EN,1,1,61,6,4,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,4,3,3,1.329,49.888,50.406,55,3,3,3,4,3,3,4,3,3,3,4,3,3,3,0.667,10.2,11.404,15,1,0.981,0.981,1.677,1,1,1.33,1.33,2.1,1,4,1.645,1.645,3.469,1,1,0.788,0.788,1.485,1,1,0.591,0.591,1.311,1,1,0.658,0.658,1.309,1,1,0.794,0.794,1.562,1,1,0.814,0.814,1.41,1,4,4,4,1,2.253,3.323,5.219,4,3,4,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,4,4,3,4,4,3,3,4,3,3,4,4,3,4,3,3,4,4,4,4,3,3,4,3,12.29,98.131,100.025,53,4,"i Like Red because she is more precise and correct in the answers she gives ",24787738
2018-06-26 02:30:50,2018-06-26 02:47:39,0,184.56.102.215,100,1008,1,2018-06-26 02:47:39,R_300Ek1u316Quoee,,,,,42.108505249023,-80.050003051758,anonymous,EN,1,1,61,3,4,1,5,1,4,4,4,1,5,4,4,1,5,1,5,4,5,1,1,4,4,4,1,5,4,4,3,5,1,5,3,5,5,4,2,4,1,5,1,5,1,5,1,5,3.764,116.276,117.45,47,4,5,2,3,3,2,4,5,4,4,4,4,5,4,37.595,85.808,87.086,15,2,5.522,5.522,6.769,1,2,2.476,2.476,3.864,1,4,17.024,17.024,18.388,1,1,0.981,0.981,2.209,1,2,1.175,1.175,2.925,1,2,0.969,0.969,2.369,1,2,1.063,2.262,4.796,2,2,5.593,5.593,6.757,1,1,1,1,4,3.898,9.178,9.915,4,1,5,4,3,4,2,1,2,4,2,1,2,2,2,2,1,2,2,3,4,3,4,4,3,4,2,2,3,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,3,2,2,2,2,3,6.55,158.405,159.779,53,5,It seemed more animated and logical,66697570
2018-06-26 02:32:56,2018-06-26 02:54:49,0,75.191.150.215,100,1312,1,2018-06-26 02:54:49,R_20NAKNfFgbvDAoj,,,,,36.016204833984,-80.043403625488,anonymous,EN,1,1,34,3,1,1,5,1,3,5,5,1,5,4,2,1,5,2,4,2,5,1,1,1,5,5,1,5,2,1,1,5,1,1,5,5,4,4,3,1,1,4,4,3,3,5,1,1,6.567,144.501,145.978,139,4,4,3,3,2,1,3,2,4,3,4,3,3,4,1.551,382.729,382.774,46,1,1.752,1.758,2.602,2,1,0.581,0.587,1.37,2,1,3.35,16.165,16.203,11,1,0.367,0.985,1.506,4,2,0.493,0.5,1.255,2,2,0.576,0.583,1.401,2,1,0.38,1.125,1.773,4,2,0.639,0.644,1.349,2,4,1,4,1,2.353,12.074,12.916,14,3,3,4,4,4,4,3,5,4,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,3,2,2,3,4,3,5,4,3,3,3,4,4,5,5,5,5,4,4,4,4,4,3,3,3,15.528,170.932,173.884,85,5,"He had more human-like qualities like the way he brought his hand up to his mouth as he was thinking of his answers. ",60366320
2018-06-26 02:25:04,2018-06-26 02:54:55,0,138.75.174.102,100,1790,1,2018-06-26 02:54:56,R_1JJBkAtivJdGhQO,,,,,1.2931060791016,103.85580444336,anonymous,EN,1,2,33,5,3,4,2,2,4,2,2,2,4,1,2,3,4,5,4,5,2,1,1,3,4,5,4,2,3,5,5,4,2,1,5,2,5,4,3,1,1,1,2,1,2,1,2,4,0,0,166.763,0,4,1,1,2,4,3,2,2,4,5,4,5,2,3,6.125,6.125,8.662,1,2,0.946,0.946,1.736,1,2,1.494,8.913,9.227,2,4,2.353,2.353,11.917,1,2,0.421,0.421,1.493,1,2,2.133,2.133,2.836,1,2,0.996,0.996,1.678,1,1,1.475,1.475,2.334,1,2,1.293,1.293,2.027,1,1,1,1,4,2.099,4.635,5.426,4,2,1,3,5,1,3,5,4,5,1,4,4,2,4,2,4,1,1,4,1,1,3,2,1,4,3,4,2,1,5,1,2,4,2,4,3,3,2,4,4,4,1,3,1,2,2,1,3,4,5,57.992,57.992,58.821,1,5,They are both OK. I think blue has somewhat better answers.,52663717
2018-06-26 02:41:00,2018-06-26 02:57:04,0,41.90.85.8,100,963,1,2018-06-26 02:57:05,R_Bs5GWmiZA8c7a4V,,,,,-1.2832946777344,36.816696166992,anonymous,EN,1,2,32,5,4,2,4,2,4,1,4,4,3,4,4,2,4,3,4,4,5,2,3,4,1,2,2,4,4,4,2,4,2,4,2,4,4,4,2,4,2,4,2,4,4,4,2,4,1.253,67.765,70.984,57,2,3,4,2,4,4,1,2,2,2,2,2,2,3,3.105,41.309,42.111,19,2,2.133,2.133,3.049,1,2,0.312,0.312,1.736,1,6,14.922,14.922,19.521,1,2,0.766,0.766,1.831,1,1,0.469,0.469,1.467,1,1,0.591,0.591,1.479,1,1,0.656,1.764,4.075,2,1,1.018,1.018,2.127,1,1,1,1,4,6.105,40.251,42.016,4,,,5,4,4,4,3,3,3,4,4,3,4,5,4,4,5,4,4,4,4,5,4,4,4,4,2,5,4,4,5,3,4,4,4,3,4,3,3,2,3,3,3,3,3,3,2,3,3,3,70.722,238.842,242.624,66,5,He seems natural to me,30278437
2018-06-26 02:26:53,2018-06-26 02:58:17,0,73.11.113.47,100,1884,1,2018-06-26 02:58:18,R_2an9nKu9r99GmC5,,,,,44.048599243164,-123.21969604492,anonymous,EN,1,2,23,5,3,4,2,3,2,3,4,4,2,3,4,3,2,4,2,3,3,4,5,2,4,2,3,2,3,4,2,4,2,3,4,2,3,3,3,2,4,2,3,4,3,2,5,3,0.699,33.764,34.475,45,2,4,3,2,3,3,2,1,2,4,3,1,2,4,237.658,248.234,249.371,14,2,1.915,1.915,2.837,1,1,0.637,0.637,1.838,1,4,11.408,11.408,13.15,1,2,1.031,1.031,1.857,1,1,0.418,0.418,1.411,1,1,0.857,0.857,1.751,1,1,0.429,1.567,2.564,2,1,1.11,1.11,2.06,1,4,4,4,1,2.59,7.003,8.011,5,1,5,2,1,4,1,2,3,3,2,1,4,2,3,4,3,5,4,3,4,4,4,3,1,4,2,4,4,5,1,2,3,4,3,2,4,2,4,5,4,4,3,4,5,4,4,5,4,5,4,18.934,116.294,118.056,62,4,I thought the prioritizing of the list task was better accomplished by the red robot,25546526
2018-06-26 02:35:00,2018-06-26 02:59:19,0,69.137.224.20,100,1459,1,2018-06-26 02:59:19,R_1K0Yqm9MssCn457,,,,,39.350692749023,-76.562698364258,anonymous,EN,1,1,36,5,4,4,4,2,2,5,2,4,5,5,4,1,3,1,5,2,5,4,4,4,5,1,3,5,3,4,5,2,3,4,4,5,2,5,3,3,1,2,1,3,2,4,3,2,5.302,211.9,214.73,105,5,5,2,3,1,1,1,3,3,3,3,4,3,3,2.795,81.742,83.278,34,1,4.965,4.992,6.166,2,2,0.449,0.488,2.021,2,4,4.289,4.237,6.863,2,2,1.696,1.642,2.517,2,1,0.395,1.182,2.167,4,1,0.823,0.853,2.009,2,1,0.615,1.789,3.299,4,1,1.232,1.268,2.645,2,4,4,4,4,3.483,14.491,15.868,8,1,5,1,2,5,1,3,4,3,2,1,4,4,1,4,3,5,5,1,2,2,1,2,5,5,1,5,2,5,1,3,4,4,2,1,4,4,3,4,3,5,5,4,4,5,3,3,5,5,1,21.643,390.787,393.865,189,4,This robot was more accurate in the sequences of the presented situations,65296967
2018-06-26 02:55:25,2018-06-26 03:05:31,0,74.82.17.84,100,605,1,2018-06-26 03:05:32,R_2PnZxc2koik9CtD,,,,,40.751693725586,-73.997200012207,anonymous,EN,1,2,30,5,4,3,4,4,3,4,5,4,4,3,4,4,5,5,4,4,4,4,3,3,3,4,4,3,2,3,3,4,4,4,4,2,3,2,4,4,3,3,4,5,4,3,4,3,0.923,29.638,31.096,49,4,3,4,5,3,4,3,3,3,4,4,4,3,4,0.965,26.41,27.398,16,2,4.001,5.126,5.717,2,1,2.872,2.872,4.209,1,1,4.016,4.016,5.202,1,1,1.008,1.008,2.335,1,2,3.45,3.45,4.291,1,2,0.732,0.732,1.761,1,1,6.165,7.173,7.79,2,1,4.068,4.068,6.986,1,4,1,1,4,3.125,5.083,5.516,4,5,4,3,3,4,4,3,4,3,3,4,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,4,4,3,3,3.915,67.795,70.428,57,5,more reasonaBLE,96838109
2018-06-26 02:50:01,2018-06-26 03:08:16,0,65.3.160.19,100,1095,1,2018-06-26 03:08:17,R_2YbVe0sP2E8YW6u,,,,,25.937194824219,-80.317001342773,anonymous,EN,1,1,71,8,2,1,4,4,4,3,4,1,3,5,2,1,5,3,4,2,4,1,3,2,4,1,1,4,4,2,1,5,4,3,2,4,4,3,1,2,1,5,2,5,3,4,1,2,5.563,97.824,99.508,44,4,4,4,2,3,2,1,2,2,1,3,2,2,2,7.113,52.716,57.018,14,1,4.18,4.18,5.907,1,2,1.808,1.808,3.462,1,4,15.044,15.044,20.039,1,2,2.343,2.343,3.909,1,1,2.453,2.453,4.405,1,1,1.871,1.871,4.109,1,2,5.666,5.666,7.49,1,2,2.339,2.339,4.174,1,4,1,4,1,9.874,19.849,21.46,4,1,5,2,2,3,2,2,3,3,2,2,3,4,3,2,3,2,3,3,2,3,3,2,4,3,3,4,4,5,3,3,4,4,2,2,3,4,4,3,3,3,4,4,3,4,3,3,3,4,4,54.212,194.218,196.271,50,4,This robot seems to have more expression and seems kinder and more trustworthy,61099301
2018-06-26 02:56:56,2018-06-26 03:13:28,0,24.163.96.64,100,992,1,2018-06-26 03:13:29,R_WxEWtmq3e1wY4OR,,,,,35.54460144043,-78.830902099609,anonymous,EN,1,1,47,2,4,2,5,1,4,4,4,1,2,5,4,1,5,1,3,4,2,2,2,4,3,5,1,4,4,2,1,4,2,4,2,5,4,4,3,4,1,5,4,4,2,4,2,2,2.131,91.025,91.869,48,1,2,5,1,4,4,2,1,1,1,1,1,1,4,2.525,49.272,49.961,17,2,1.487,1.487,2.333,1,1,0.718,0.718,1.707,1,4,9.543,9.543,11.091,1,1,0.751,0.751,1.587,1,2,0.937,0.937,1.801,1,2,1.618,1.618,2.391,1,2,0.799,2.946,4.381,2,2,2.435,2.435,3.311,1,4,1,1,4,5.641,10.97,11.578,4,,,3,2,3,4,4,4,4,2,2,5,4,5,5,5,5,5,4,4,3,4,4,5,5,3,3,2,3,3,4,4,4,2,2,4,4,5,5,5,5,5,4,4,3,4,3,5,5,3,25.793,174,174.825,51,4,It seemed to think of the answers faster,41224881
2018-06-26 02:59:48,2018-06-26 03:20:18,0,174.102.88.225,100,1230,1,2018-06-26 03:20:19,R_26u2xJm6wXFSDpT,,,,,41.398895263672,-83.653900146484,anonymous,EN,1,1,47,3,4,3,4,2,2,4,4,2,3,4,2,2,4,4,3,2,2,1,4,4,4,4,2,4,3,4,4,4,4,4,4,2,4,2,4,4,4,4,2,4,2,4,1,2,4.732,168.987,170.485,50,2,3,4,2,4,4,4,2,2,2,2,2,3,2,10.323,86.619,88.3,18,1,6.963,6.963,8.222,1,2,2.3,2.3,4.393,1,4,9.854,9.854,11.757,1,2,1.179,1.179,2.528,1,1,1.257,1.257,2.424,1,1,4.301,4.301,6.123,1,2,0.985,2.763,4.721,2,1,11.005,11.005,12.583,1,1,4,1,1,23.846,38.031,39.748,4,,,4,4,4,4,3,2,3,4,2,4,4,5,4,3,2,4,3,4,2,2,1,3,2,2,3,2,3,3,2,3,3,2,2,2,3,4,4,2,2,3,3,4,2,3,1,2,2,3,35.054,226.628,229.509,60,5,It seemed to move more freely and speak with a flow a tad bit better than the red one.,49741214
2018-06-26 03:09:22,2018-06-26 03:26:13,0,96.85.40.17,100,1010,1,2018-06-26 03:26:14,R_2abt5IIowYqSfE0,,,,,37.453506469727,-77.477996826172,anonymous,EN,1,1,44,4,5,1,5,1,5,1,5,1,4,5,5,1,5,3,5,4,4,2,4,5,1,3,1,5,5,5,1,5,1,5,1,5,5,5,3,5,1,5,1,5,1,5,1,3,7.128,81.307,81.963,48,5,5,1,3,4,5,3,3,4,4,4,3,3,2,4.316,51.807,53.231,15,2,3.225,3.225,4.387,1,2,0.938,0.938,2.019,1,4,50.871,50.871,51.929,1,2,1.052,1.052,1.701,1,2,0.776,0.776,1.764,1,2,1.001,1.001,2.017,1,1,1.659,1.659,2.762,1,2,0.721,0.721,1.626,1,1,1,1,1,13.546,16.34,17.674,4,3,3,2,2,4,2,2,3,4,2,2,4,5,3,4,4,4,4,4,4,3,4,5,2,3,3,4,4,4,2,4,3,4,3,2,4,5,3,4,4,4,4,3,4,3,3,4,4,4,3,34.384,183.071,184.043,53,5,I just seemed to always pick its answers so I identify with it because it thinks like me.,51553241
2018-06-26 03:07:11,2018-06-26 03:27:45,0,173.244.217.54,100,1233,1,2018-06-26 03:27:46,R_2pXcwWQUYgPduqy,,,,,40.730804443359,-73.997497558594,anonymous,EN,1,1,65,6,3,2,5,1,5,3,4,2,5,5,5,1,5,2,4,4,4,2,1,5,4,4,1,5,5,4,1,5,1,5,2,4,3,5,1,5,1,5,2,4,1,4,1,5,4.147,128.921,129.805,50,3,4,3,3,3,3,1,2,4,1,3,2,4,4,6.527,84.283,85.519,18,2,4.506,4.506,5.753,1,2,2.062,2.062,3.383,1,4,13.974,13.974,18.018,1,2,6.066,6.066,7.424,1,1,1.387,1.387,2.311,1,1,1.528,1.528,2.521,1,2,3.489,4.809,9.508,2,1,11.899,11.899,13.044,1,1,1,1,4,9.903,19.132,20.167,4,,,2,2,1,2,1,1,1,2,2,3,3,3,2,3,3,4,4,2,2,3,4,3,3,1,2,2,1,2,1,1,1,2,2,3,3,3,2,3,3,4,4,2,2,3,4,3,3,1,66.975,176.342,177.635,55,4,I'm not sure. Maybe the red one because they just seemed a little warmer than the other one. But really I think they were identical for the most part.,11846897
2018-06-26 03:06:45,2018-06-26 03:29:31,0,92.252.73.35,100,1365,1,2018-06-26 03:29:32,R_a5Hnea4UrFKqhLb,,,,,52.316696166992,7.7832946777344,anonymous,EN,1,1,23,5,4,4,5,4,5,2,2,2,1,5,4,1,5,5,5,3,2,1,5,5,2,3,1,1,4,4,4,5,5,5,4,3,5,1,1,5,2,5,5,5,2,3,4,4,46.263,167.834,173.091,52,3,4,2,2,3,2,3,4,4,3,5,3,2,3,6.062,50.426,52.232,16,2,107.527,107.527,108.608,1,2,0.817,0.817,1.93,1,4,9.503,9.503,11.076,1,2,0.867,0.867,1.893,1,1,0.937,0.937,1.737,1,1,0.605,0.605,1.481,1,1,2.293,2.293,3.821,1,1,1.089,1.089,4.816,1,1,1,1,4,6.856,14.974,24.18,4,1,5,3,3,4,4,3,4,3,3,4,3,4,5,5,5,5,4,5,5,5,5,5,4,4,3,3,2,2,2,2,4,3,3,4,3,4,5,5,5,5,4,5,4,5,5,3,3,2,4,29.215,288.312,290.349,59,5,"I felt the robot was more calm and collected with it's responses. It was less emotional overall and it's speech was softer in comparison with the red robot. The red robot seemed a bit louder and agitated. ",32303317
2018-06-26 03:09:24,2018-06-26 03:39:02,0,104.55.17.205,100,1777,1,2018-06-26 03:39:03,R_125wO6seSa3pbes,,,,,30.615798950195,-87.316200256348,anonymous,EN,1,1,57,5,5,2,5,3,4,2,5,2,4,4,2,1,5,4,2,4,5,1,2,3,1,4,2,4,2,4,1,5,2,2,1,5,5,4,2,5,2,4,1,4,4,4,2,2,6.489,206.693,208.147,116,3,4,4,2,1,2,2,2,5,2,2,2,3,3,15.953,124.354,126.004,40,1,9.693,9.702,10.685,2,1,0.241,0.25,1.116,2,4,16.86,16.866,19.096,2,1,0.582,0.59,2.409,2,1,0.764,0.772,1.71,2,1,0.011,0.054,0.914,2,2,9.951,9.958,11.017,2,1,0.594,0.603,1.617,2,4,4,4,4,6.232,23.799,25.156,9,4,4,4,5,1,3,5,2,3,4,3,4,3,2,3,4,5,3,5,4,3,4,3,3,1,1,5,5,1,4,5,3,3,3,4,5,4,4,4,4,5,4,5,4,3,4,3,3,3,1,43.612,514.578,516.364,223,4,It's movements seemed more coordinated and smooth. More natural.,18409974
2018-06-26 03:26:31,2018-06-26 03:42:03,0,165.225.38.63,100,931,1,2018-06-26 03:42:04,R_1dyRPS7I2FwaWOm,,,,,40.730804443359,-73.997497558594,anonymous,EN,1,2,41,3,2,1,4,1,4,4,4,2,5,4,3,1,5,1,3,3,4,2,1,4,4,4,2,5,3,2,1,4,2,2,4,4,4,5,4,3,1,4,1,1,4,4,2,2,2.395,70.921,72.008,47,4,4,1,4,1,1,1,4,4,4,4,4,4,4,2.644,33.05,34.149,15,1,2.852,2.852,3.819,1,2,3.47,3.47,4.415,1,4,3.316,11.567,12.548,3,1,0.628,0.628,1.665,1,1,0.525,0.525,1.287,1,2,1.038,1.038,1.967,1,1,1.076,2.067,3.558,2,2,1.316,1.316,2.355,1,4,4,4,1,13.568,18.402,19.454,5,3,5,2,2,3,3,3,4,4,3,4,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8.18,177.618,178.86,52,4,it seems to be the more competent of the 2 robots,74952459
2018-06-26 03:30:08,2018-06-26 03:46:16,0,174.195.138.114,100,968,1,2018-06-26 03:46:17,R_1n6eRgwMjjzgZXT,,,,,35.998504638672,-86.780601501465,anonymous,EN,1,2,44,3,4,4,4,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,3,3,3,2,4,2,2,3.397,108.028,110.327,48,5,5,1,2,3,1,3,2,5,4,5,5,3,5,9.246,81.501,82.839,14,2,1.988,1.988,3.396,1,2,0.014,0.014,1.8,1,4,4.271,4.459,7.138,2,2,1.103,1.103,2.672,1,1,1.434,1.434,2.816,1,1,1.124,1.124,3.215,1,2,2.051,2.051,4.075,1,2,1.408,1.408,3.776,1,1,1,1,1,3.523,9.796,11.073,4,5,2,4,4,4,3,2,2,2,3,3,4,4,4,4,3,4,4,5,4,5,4,4,4,5,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,5,4,43.8,199.203,200.161,51,5,I liked the way it listed the options and  it seemed to narrow them down.,99952033
2018-06-26 03:21:09,2018-06-26 03:52:00,0,67.143.160.69,100,1851,1,2018-06-26 03:52:00,R_2oBt7ApLFmqFYtj,,,,,37.751007080078,-97.821998596191,anonymous,EN,1,1,38,5,4,4,5,3,5,4,5,1,3,5,5,2,5,4,5,5,3,1,3,5,4,4,1,4,4,4,4,5,4,5,4,5,4,4,1,4,2,4,4,5,1,4,4,5,3.295,465.515,466.752,53,2,3,4,2,5,4,3,2,3,2,3,2,2,4,21.938,108.721,110.214,28,1,18.454,18.454,19.641,1,1,2.914,2.914,7.613,1,1,5.114,36.141,37.371,3,1,1.618,1.618,2.606,1,1,0.996,0.996,2.111,1,1,1.443,1.443,2.683,1,1,1.219,11.781,13.968,2,1,2.251,2.251,3.302,1,4,4,4,4,4.066,11.289,12.39,4,1,5,1,3,3,1,3,4,3,1,1,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,1,3,5,1,5,5,3,1,4,5,3,5,5,5,5,5,4,4,4,4,4,5,5,2,27.919,402.248,403.507,65,4,"To be honest I just love the color red and when I was looking at this robot, it made me change my mind about how I feel when it comes to artificial intelligence. I was thinking to myself, how I would like a robot just like a red one. I wish I could own one and I'd make it my friend. ",20055821
