,rationality,side,robot,feature,sub_scale,meaning,answers,userID,age,gender,education
126,,,participant,BFI,S4,Neuroticism,0.78125,R_12Rc88NieRTaw5S,30,female,<BA
127,,,participant,BFI,S5,Openness,0.9,R_12Rc88NieRTaw5S,30,female,<BA
128,rational,left,red,GODSPEED1,S1,Anthropomorphism,0.0,R_12Rc88NieRTaw5S,30,female,<BA
129,rational,left,red,GODSPEED1,S2,Animacy,0.0,R_12Rc88NieRTaw5S,30,female,<BA
130,rational,left,red,GODSPEED1,S3,Likeability,0.2,R_12Rc88NieRTaw5S,30,female,<BA
131,rational,left,red,GODSPEED1,S4,Perceived Intelligence,0.0,R_12Rc88NieRTaw5S,30,female,<BA
132,rational,left,red,GODSPEED1,S5,Perceived Safety,0.0,R_12Rc88NieRTaw5S,30,female,<BA
133,half,right,blue,GODSPEED2,S1,Anthropomorphism,0.0,R_12Rc88NieRTaw5S,30,female,<BA
134,half,right,blue,GODSPEED2,S2,Animacy,0.0,R_12Rc88NieRTaw5S,30,female,<BA
135,half,right,blue,GODSPEED2,S3,Likeability,0.2,R_12Rc88NieRTaw5S,30,female,<BA
136,half,right,blue,GODSPEED2,S4,Perceived Intelligence,0.0,R_12Rc88NieRTaw5S,30,female,<BA
137,half,right,blue,GODSPEED2,S5,Perceived Safety,0.0,R_12Rc88NieRTaw5S,30,female,<BA
138,rational,left,red,r_preference,summary,Count (Normalized) participant chose this robot,0.8571428571428571,R_12Rc88NieRTaw5S,30,female,<BA
139,half,right,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.14285714285714285,R_12Rc88NieRTaw5S,30,female,<BA
140,rational,left,red,q_preference,prefer,Which robot would you prefer?,1.0,R_12Rc88NieRTaw5S,30,female,<BA
141,rational,left,red,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,1.0,R_12Rc88NieRTaw5S,30,female,<BA
142,rational,left,red,q_preference,member,Which robot do you think will serve as a good jury member?,1.0,R_12Rc88NieRTaw5S,30,female,<BA
143,rational,left,red,q_preference,analyst,Which robot do you think will be a better analyst?,1.0,R_12Rc88NieRTaw5S,30,female,<BA
144,rational,left,red,q_preference,bartender,Which robot would you like as a bartender?,1.0,R_12Rc88NieRTaw5S,30,female,<BA
145,rational,left,red,q_preference,summary,Count (Normalized) participant chose this robot,1.0,R_12Rc88NieRTaw5S,30,female,<BA
146,rational,left,red,preference,average,,0.9285714285714286,R_12Rc88NieRTaw5S,30,female,<BA
147,rational,left,red,preference,std,,0.10101525445522111,R_12Rc88NieRTaw5S,30,female,<BA
148,half,right,blue,preference,average,,0.14285714285714285,R_12Rc88NieRTaw5S,30,female,<BA
149,half,right,blue,preference,std,,0.0,R_12Rc88NieRTaw5S,30,female,<BA
150,,,participant,NARS,S1,Situations and Interactions with Robots,0.3333333333333333,R_1ISCgMjTBzjsb7s,19,male,<BA
151,,,participant,NARS,S2,Social Influence of Robots,0.5,R_1ISCgMjTBzjsb7s,19,male,<BA
152,,,participant,NARS,S3,Emotions in Interaction with Robots,0.0,R_1ISCgMjTBzjsb7s,19,male,<BA
153,,,participant,BFI,S1,Extraversion,0.29166666666666663,R_1ISCgMjTBzjsb7s,19,male,<BA
154,,,participant,BFI,S2,Agreeableness,0.8888888888888888,R_1ISCgMjTBzjsb7s,19,male,<BA
155,,,participant,BFI,S3,Conscientiousness,0.5555555555555556,R_1ISCgMjTBzjsb7s,19,male,<BA
156,,,participant,BFI,S4,Neuroticism,0.75,R_1ISCgMjTBzjsb7s,19,male,<BA
157,,,participant,BFI,S5,Openness,0.6333333333333334,R_1ISCgMjTBzjsb7s,19,male,<BA
158,rational,left,red,GODSPEED1,S1,Anthropomorphism,0.25,R_1ISCgMjTBzjsb7s,19,male,<BA
159,rational,left,red,GODSPEED1,S2,Animacy,0.38888888888888884,R_1ISCgMjTBzjsb7s,19,male,<BA
160,rational,left,red,GODSPEED1,S3,Likeability,0.6666666666666667,R_1ISCgMjTBzjsb7s,19,male,<BA
161,rational,left,red,GODSPEED1,S4,Perceived Intelligence,0.4666666666666666,R_1ISCgMjTBzjsb7s,19,male,<BA
162,rational,left,red,GODSPEED1,S5,Perceived Safety,0.6666666666666666,R_1ISCgMjTBzjsb7s,19,male,<BA
163,half,right,blue,GODSPEED2,S1,Anthropomorphism,0.625,R_1ISCgMjTBzjsb7s,19,male,<BA
164,half,right,blue,GODSPEED2,S2,Animacy,0.4444444444444444,R_1ISCgMjTBzjsb7s,19,male,<BA
165,half,right,blue,GODSPEED2,S3,Likeability,0.6,R_1ISCgMjTBzjsb7s,19,male,<BA
166,half,right,blue,GODSPEED2,S4,Perceived Intelligence,0.4666666666666666,R_1ISCgMjTBzjsb7s,19,male,<BA
167,half,right,blue,GODSPEED2,S5,Perceived Safety,0.6666666666666666,R_1ISCgMjTBzjsb7s,19,male,<BA
168,rational,left,red,r_preference,summary,Count (Normalized) participant chose this robot,1.0,R_1ISCgMjTBzjsb7s,19,male,<BA
169,half,right,blue,r_preference,summary,Count (Normalized) participant chose this robot,0.0,R_1ISCgMjTBzjsb7s,19,male,<BA
170,rational,left,red,q_preference,prefer,Which robot would you prefer?,1.0,R_1ISCgMjTBzjsb7s,19,male,<BA
171,rational,left,red,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,1.0,R_1ISCgMjTBzjsb7s,19,male,<BA
172,rational,left,red,q_preference,member,Which robot do you think will serve as a good jury member?,1.0,R_1ISCgMjTBzjsb7s,19,male,<BA
173,rational,left,red,q_preference,analyst,Which robot do you think will be a better analyst?,1.0,R_1ISCgMjTBzjsb7s,19,male,<BA
174,rational,left,red,q_preference,bartender,Which robot would you like as a bartender?,1.0,R_1ISCgMjTBzjsb7s,19,male,<BA
175,rational,left,red,q_preference,summary,Count (Normalized) participant chose this robot,1.0,R_1ISCgMjTBzjsb7s,19,male,<BA
176,rational,left,red,preference,average,,1.0,R_1ISCgMjTBzjsb7s,19,male,<BA
177,rational,left,red,preference,std,,0.0,R_1ISCgMjTBzjsb7s,19,male,<BA
178,half,right,blue,preference,average,,0.0,R_1ISCgMjTBzjsb7s,19,male,<BA
179,half,right,blue,preference,std,,0.0,R_1ISCgMjTBzjsb7s,19,male,<BA
180,,,participant,NARS,S1,Situations and Interactions with Robots,0.25,R_27lporB8KdYdZ4I,36,female,MA
181,,,participant,NARS,S2,Social Influence of Robots,0.6,R_27lporB8KdYdZ4I,36,female,MA
182,,,participant,NARS,S3,Emotions in Interaction with Robots,0.4444444444444444,R_27lporB8KdYdZ4I,36,female,MA
183,,,participant,BFI,S1,Extraversion,0.49999999999999994,R_27lporB8KdYdZ4I,36,female,MA
184,,,participant,BFI,S2,Agreeableness,0.5925925925925927,R_27lporB8KdYdZ4I,36,female,MA
185,,,participant,BFI,S3,Conscientiousness,0.1111111111111111,R_27lporB8KdYdZ4I,36,female,MA
186,,,participant,BFI,S4,Neuroticism,0.3333333333333333,R_27lporB8KdYdZ4I,36,female,MA
187,,,participant,BFI,S5,Openness,0.3,R_27lporB8KdYdZ4I,36,female,MA
188,half,left,red,GODSPEED1,S1,Anthropomorphism,0.5,R_27lporB8KdYdZ4I,36,female,MA
189,half,left,red,GODSPEED1,S2,Animacy,0.2777777777777778,R_27lporB8KdYdZ4I,36,female,MA
190,half,left,red,GODSPEED1,S3,Likeability,0.4,R_27lporB8KdYdZ4I,36,female,MA
191,half,left,red,GODSPEED1,S4,Perceived Intelligence,0.8,R_27lporB8KdYdZ4I,36,female,MA
192,half,left,red,GODSPEED1,S5,Perceived Safety,0.3333333333333333,R_27lporB8KdYdZ4I,36,female,MA
193,rational,right,blue,GODSPEED2,S1,Anthropomorphism,0.41666666666666663,R_27lporB8KdYdZ4I,36,female,MA
194,rational,right,blue,GODSPEED2,S2,Animacy,0.4444444444444444,R_27lporB8KdYdZ4I,36,female,MA
195,rational,right,blue,GODSPEED2,S3,Likeability,0.6,R_27lporB8KdYdZ4I,36,female,MA
196,rational,right,blue,GODSPEED2,S4,Perceived Intelligence,0.4,R_27lporB8KdYdZ4I,36,female,MA
197,rational,right,blue,GODSPEED2,S5,Perceived Safety,0.3333333333333333,R_27lporB8KdYdZ4I,36,female,MA
198,half,left,red,r_preference,summary,Count (Normalized) participant chose this robot,0.0,R_27lporB8KdYdZ4I,36,female,MA
199,rational,right,blue,r_preference,summary,Count (Normalized) participant chose this robot,1.0,R_27lporB8KdYdZ4I,36,female,MA
200,rational,right,blue,q_preference,prefer,Which robot would you prefer?,2.0,R_27lporB8KdYdZ4I,36,female,MA
201,rational,right,blue,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,2.0,R_27lporB8KdYdZ4I,36,female,MA
202,rational,right,blue,q_preference,member,Which robot do you think will serve as a good jury member?,2.0,R_27lporB8KdYdZ4I,36,female,MA
203,rational,right,blue,q_preference,analyst,Which robot do you think will be a better analyst?,2.0,R_27lporB8KdYdZ4I,36,female,MA
204,half,left,red,q_preference,bartender,Which robot would you like as a bartender?,1.0,R_27lporB8KdYdZ4I,36,female,MA
205,half,left,red,q_preference,summary,Count (Normalized) participant chose this robot,0.2,R_27lporB8KdYdZ4I,36,female,MA
206,half,left,red,preference,average,,0.1,R_27lporB8KdYdZ4I,36,female,MA
207,half,left,red,preference,std,,0.14142135623730953,R_27lporB8KdYdZ4I,36,female,MA
208,rational,right,blue,preference,average,,1.0,R_27lporB8KdYdZ4I,36,female,MA
209,rational,right,blue,preference,std,,0.0,R_27lporB8KdYdZ4I,36,female,MA
210,,,participant,NARS,S1,Situations and Interactions with Robots,0.0,R_2ZDIJ20soWQHNO1,31,male,MA
211,,,participant,NARS,S2,Social Influence of Robots,0.2,R_2ZDIJ20soWQHNO1,31,male,MA
212,,,participant,NARS,S3,Emotions in Interaction with Robots,0.5,R_2ZDIJ20soWQHNO1,31,male,MA
213,,,participant,BFI,S1,Extraversion,0.625,R_2ZDIJ20soWQHNO1,31,male,MA
214,,,participant,BFI,S2,Agreeableness,0.6296296296296295,R_2ZDIJ20soWQHNO1,31,male,MA
215,,,participant,BFI,S3,Conscientiousness,0.7222222222222222,R_2ZDIJ20soWQHNO1,31,male,MA
216,,,participant,BFI,S4,Neuroticism,0.4166666666666667,R_2ZDIJ20soWQHNO1,31,male,MA
217,,,participant,BFI,S5,Openness,0.625,R_2ZDIJ20soWQHNO1,31,male,MA
218,half,left,red,GODSPEED1,S1,Anthropomorphism,0.5,R_2ZDIJ20soWQHNO1,31,male,MA
219,half,left,red,GODSPEED1,S2,Animacy,0.5,R_2ZDIJ20soWQHNO1,31,male,MA
220,half,left,red,GODSPEED1,S3,Likeability,0.4,R_2ZDIJ20soWQHNO1,31,male,MA
221,half,left,red,GODSPEED1,S4,Perceived Intelligence,0.0,R_2ZDIJ20soWQHNO1,31,male,MA
222,half,left,red,GODSPEED1,S5,Perceived Safety,0.0,R_2ZDIJ20soWQHNO1,31,male,MA
223,rational,right,blue,GODSPEED2,S1,Anthropomorphism,0.25,R_2ZDIJ20soWQHNO1,31,male,MA
224,rational,right,blue,GODSPEED2,S2,Animacy,0.6666666666666666,R_2ZDIJ20soWQHNO1,31,male,MA
225,rational,right,blue,GODSPEED2,S3,Likeability,0.0,R_2ZDIJ20soWQHNO1,31,male,MA
226,rational,right,blue,GODSPEED2,S4,Perceived Intelligence,0.6,R_2ZDIJ20soWQHNO1,31,male,MA
227,rational,right,blue,GODSPEED2,S5,Perceived Safety,0.3333333333333333,R_2ZDIJ20soWQHNO1,31,male,MA
228,half,left,red,r_preference,summary,Count (Normalized) participant chose this robot,0.0,R_2ZDIJ20soWQHNO1,31,male,MA
229,rational,right,blue,r_preference,summary,Count (Normalized) participant chose this robot,1.0,R_2ZDIJ20soWQHNO1,31,male,MA
230,rational,right,blue,q_preference,prefer,Which robot would you prefer?,2.0,R_2ZDIJ20soWQHNO1,31,male,MA
231,rational,right,blue,q_preference,portfolio,Which robot would you trust to manage your investments portfolio?,2.0,R_2ZDIJ20soWQHNO1,31,male,MA
232,rational,right,blue,q_preference,member,Which robot do you think will serve as a good jury member?,2.0,R_2ZDIJ20soWQHNO1,31,male,MA
233,rational,right,blue,q_preference,analyst,Which robot do you think will be a better analyst?,2.0,R_2ZDIJ20soWQHNO1,31,male,MA
234,rational,right,blue,q_preference,bartender,Which robot would you like as a bartender?,2.0,R_2ZDIJ20soWQHNO1,31,male,MA
235,half,left,red,q_preference,summary,Count (Normalized) participant chose this robot,0.0,R_2ZDIJ20soWQHNO1,31,male,MA
236,half,left,red,preference,average,,0.0,R_2ZDIJ20soWQHNO1,31,male,MA
237,half,left,red,preference,std,,0.0,R_2ZDIJ20soWQHNO1,31,male,MA
238,rational,right,blue,preference,average,,1.0,R_2ZDIJ20soWQHNO1,31,male,MA
239,rational,right,blue,preference,std,,0.0,R_2ZDIJ20soWQHNO1,31,male,MA
240,,,participant,NARS,S1,Situations and Interactions with Robots,0.16666666666666666,R_5cHR7KRgL6TG6BP,33,male,<BA
241,,,participant,NARS,S2,Social Influence of Robots,0.4,R_5cHR7KRgL6TG6BP,33,male,<BA
242,,,participant,NARS,S3,Emotions in Interaction with Robots,0.3333333333333333,R_5cHR7KRgL6TG6BP,33,male,<BA
243,,,participant,BFI,S1,Extraversion,0.375,R_5cHR7KRgL6TG6BP,33,male,<BA
244,,,participant,BFI,S2,Agreeableness,0.5185185185185185,R_5cHR7KRgL6TG6BP,33,male,<BA
245,,,participant,BFI,S3,Conscientiousness,0.6666666666666666,R_5cHR7KRgL6TG6BP,33,male,<BA
246,,,participant,BFI,S4,Neuroticism,0.6250000000000001,R_5cHR7KRgL6TG6BP,33,male,<BA
247,,,participant,BFI,S5,Openness,0.9,R_5cHR7KRgL6TG6BP,33,male,<BA
248,half,left,red,GODSPEED1,S1,Anthropomorphism,0.5,R_5cHR7KRgL6TG6BP,33,male,<BA
249,half,left,red,GODSPEED1,S2,Animacy,0.0,R_5cHR7KRgL6TG6BP,33,male,<BA
